#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:35:14 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:35:14	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2bA/685/A106/emain&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36850106
#Name: J/A+A/685/A106
#Title: eRASS. Galaxy clusters and groups in WGH (Bulbul+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	creator=Bulbul E.	    First author or institution
#INFO	cites=bibcode:2024A&A...685A.106B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/685/A106	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36850106	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_685_A106_emain:
#Name: J/A+A/685/A106/emain
#Title: Primary galaxy clusters and groups catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	DetUId	(A32)	Unique source ID, as in main eRASS1 X-ray catalog (Merloni et al., 2024, Cat. J/A+A/682/A34)	[ucd=meta.id]
#Column	Name	(A23)	Source name, 1eRASS JHHMMSS.s+DDMMSS	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F15.11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RAXdeg	(F8.4)	Best-fit Right ascension after the image is fit with MBProj2D (RA_XFIT)	[ucd=pos.eq.ra]
#Column	DEXdeg	(F8.4)	Best-fit Declination after the image is fit with MBProj2D (DEC_XFIT)	[ucd=pos.eq.dec]
#Column	ExtLike	(D12.5)	Source extent likelihood	[ucd=stat.likelihood]
#Column	DetLike0	(D12.5)	Source detection likelihood in 0.2-2.3keV	[ucd=stat.likelihood]
#Column	Exp	(F6.1)	Average exposure	[ucd=time.expo]
#Column	zBest	(F7.4)	Best available redshift	[ucd=src.redshift]
#Column	e_zBest	(F7.4)	? sigma error of BEST_Z	[ucd=stat.error]
#Column	zType	(a11)	Type of zBest (1)	[ucd=meta.code]
#Column	pcont	(F6.3)	[0/1] Contamination probability	[ucd=stat.fit.goodness]
#Column	CR300kpc	(F7.3)	0.2-2.3keV count rate within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CR300kpc	(F7.3)	1sigma lower limit of CR300kpc	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR300kpc	(F7.3)	1sigma upper limit of CR300kpc	[ucd=phot.count;em.X-ray;stat.max]
#Column	CR500	(F8.3)	0.2-2.3keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	b_CR500	(F8.3)	1sigma lower limit of CR500	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR500	(F8.3)	1sigma upper limit of CR500	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS300kpc	(F8.1)	0.2-2.3keV counts within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CTS300kpc	(F8.1)	1sigma lower limit of CTS300kpc	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS300kpc	(F8.1)	1sigma upper limit of CTS300kpc	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS500	(F8.1)	0.2-2.3keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	b_CTS500	(F8.1)	1sigma lower limit of CTS500	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS500	(F8.1)	1sigma upper limit of CTS500	[ucd=phot.count;em.X-ray;stat.max]
#Column	F300kpc	(F9.3)	? 0.2-2.3keV flux within 300kpc	[ucd=phot.flux;em.X-ray]
#Column	b_F300kpc	(F9.3)	? 1sigma lower limit of F300kpc	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F300kpc	(F9.3)	1sigma upper limit of F300kpc	[ucd=phot.flux;em.X-ray;stat.max]
#Column	F500	(F10.3)	? 0.2-2.3keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	b_F500	(F10.3)	? 1sigma lower limit of F500	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F500	(F10.3)	1sigma upper limit of F500	[ucd=phot.flux;em.X-ray;stat.max]
#Column	L300kpc	(F8.3)	? 0.2-2.3keV luminosity within 300kpc	[ucd=phys.luminosity;em.X-ray]
#Column	b_L300kpc	(F8.3)	? 1sigma lower limit of L300kpc	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L300kpc	(F10.3)	1sigma upper limit of L300kpc	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	L500	(F9.3)	? 0.2-2.3keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	b_L500	(F9.3)	? 1sigma lower limit of L500	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L500	(F10.3)	1sigma upper limit of L500	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	CR300kpcT	(F7.3)	0.5-2.0keV count rate within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CR300kpcT	(F7.3)	1sigma lower limit of CR300kpcT	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR300kpcT	(F7.3)	1sigma upper limit of CR300kpcT	[ucd=phot.count;em.X-ray;stat.max]
#Column	CR500T	(F7.3)	0.5-2.0keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	b_CR500T	(F7.3)	1sigma lower limit of CR500T	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR500T	(F7.3)	1sigma upper limit of CR500T	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS300kpcT	(F8.1)	0.5-2.0keV counts within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CTS300kpcT	(F8.1)	1sigma lower limit of CTS300kpcT	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS300kpcT	(F8.1)	1sigma upper limit of CTS300kpcT	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS500T	(F8.1)	0.5-2.0keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	b_CTS500T	(F8.1)	1sigma lower limit of CTS500T	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS500T	(F8.1)	1sigma upper limit of CTS500T	[ucd=phot.count;em.X-ray;stat.max]
#Column	F300kpcT	(F9.3)	? 0.5-2.0keV flux within 300kpc	[ucd=phot.flux;em.X-ray]
#Column	b_F300kpcT	(F9.3)	? 1sigma lower limit of F300kpcT	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F300kpcT	(F9.3)	1sigma upper limit of F300kpcT	[ucd=phot.flux;em.X-ray;stat.max]
#Column	F500T	(F9.3)	? 0.5-2.0keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	b_F500T	(F9.3)	? 1sigma lower limit of F500T	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F500T	(F9.3)	1sigma upper limit of F500T	[ucd=phot.flux;em.X-ray;stat.max]
#Column	L300kpcT	(F8.3)	? 0.5-2.0keV luminosity within 300kpc	[ucd=phys.luminosity;em.X-ray]
#Column	b_L300kpcT	(F8.3)	? 1sigma lower limit of L300kpcT	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L300kpcT	(F9.3)	1sigma upper limit of L300kpcT	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	L500T	(F8.3)	? 0.5-2.0keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	b_L500T	(F8.3)	? 1sigma lower limit of L500T	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L500T	(F9.3)	1sigma upper limit of L500T	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	Lbol500	(F9.3)	? Bolometric luminosity within R500	[ucd=phys.luminosity]
#Column	b_Lbol500	(F9.3)	? 1sigma lower limit of Lbol500	[ucd=phys.luminosity;stat.min]
#Column	B_Lbol500	(D12.5)	1sigma upper limit of Lbol500	[ucd=phys.luminosity;stat.max]
#Column	KT	(F6.2)	? Temperature measured by MBProj2D	[ucd=phys.temperature]
#Column	b_KT	(F6.2)	? 1sigma lower limit of KT	[ucd=phys.energy;stat.min]
#Column	B_KT	(F6.2)	? 1sigma upper limit of KT	[ucd=phys.energy;stat.max]
#Column	Mgas500	(F7.2)	? Calibrated cluster gas mass within R500	[ucd=phys.mass]
#Column	b_Mgas500	(F7.2)	? 1sigma lower limit of Mgas500	[ucd=phys.mass;stat.min]
#Column	B_Mgas500	(F7.2)	1sigma upper limit of Mgas500	[ucd=phys.mass;stat.max]
#Column	YX500	(F8.2)	? The mass proxy within R500	[ucd=phys.mass]
#Column	b_YX500	(F8.2)	? 1sigma lower limit of YX500	[ucd=phys.mass;stat.min]
#Column	B_YX500	(F8.2)	? 1sigma upper limit of YX500	[ucd=phys.mass;stat.max]
#Column	M500	(F7.2)	? CLuster total mass M500 from eROCOP	[ucd=phys.mass]
#Column	b_M500	(F7.2)	? 1sigma lower limit of M500	[ucd=phys.mass;stat.min]
#Column	B_M500	(F7.2)	? 1sigma upper limit of M500	[ucd=phys.mass;stat.max]
#Column	Fgas500	(F6.3)	? Cluster gas mass fraction within R500	[ucd=phys.mass]
#Column	b_Fgas500	(F6.3)	? 1sigma lower limit of Fgas500	[ucd=meta.note]
#Column	B_Fgas500	(F6.3)	? 1sigma upper limit of Fgas500	[ucd=meta.note]
#Column	R500	(I5)	? Overdensity radius R500 from eROCOP	[ucd=phys.size.radius]
#Column	b_R500	(I5)	? 1sigma lower limit of R500	[ucd=phys.size.radius;stat.min]
#Column	B_R500	(I5)	? 1sigma upper limit of R500	[ucd=phys.size.radius;stat.max]
#Column	MatchName	(a240)	IDs of matched counterparts in literature cluster catalogs within 2" radius	[ucd=meta.id]
recno	DetUId	Name	RAJ2000	DEJ2000	RAXdeg	DEXdeg	ExtLike	DetLike0	Exp	zBest	e_zBest	zType	pcont	CR300kpc	b_CR300kpc	B_CR300kpc	CR500	b_CR500	B_CR500	CTS300kpc	b_CTS300kpc	B_CTS300kpc	CTS500	b_CTS500	B_CTS500	F300kpc	b_F300kpc	B_F300kpc	F500	b_F500	B_F500	L300kpc	b_L300kpc	B_L300kpc	L500	b_L500	B_L500	CR300kpcT	b_CR300kpcT	B_CR300kpcT	CR500T	b_CR500T	B_CR500T	CTS300kpcT	b_CTS300kpcT	B_CTS300kpcT	CTS500T	b_CTS500T	B_CTS500T	F300kpcT	b_F300kpcT	B_F300kpcT	F500T	b_F500T	B_F500T	L300kpcT	b_L300kpcT	B_L300kpcT	L500T	b_L500T	B_L500T	Lbol500	b_Lbol500	B_Lbol500	KT	b_KT	B_KT	Mgas500	b_Mgas500	B_Mgas500	YX500	b_YX500	B_YX500	M500	b_M500	B_M500	Fgas500	b_Fgas500	B_Fgas500	R500	b_R500	B_R500	MatchName
    3075	em01_061147_020_ML00579_003_c010	1eRASS J040047.8-572052	060.19953219321	-57.34779098446	 60.1979	-57.3484	 4.00104e+00	 1.25179e+01	 463.3	 0.4551	 0.0103	photo_z    	 0.148	  0.040	  0.027	  0.064	   0.048	   0.030	   0.077	    18.6	    12.4	    29.5	    22.2	    13.7	    35.5	    3.547	    2.364	    5.642	     4.237	     2.577	     6.859	  28.221	  18.205	    45.670	   33.632	   21.003	    54.116	  0.032	  0.021	  0.050	  0.038	  0.024	  0.061	    14.8	     9.7	    22.9	    17.6	    10.9	    28.5	    2.589	    1.716	    4.068	    3.097	    1.893	    4.948	  19.836	  13.106	   33.371	  23.749	  14.747	   38.532	   58.768	   33.937	 1.32484e+02	  1.11	  0.75	  2.81	  45.42	   4.04	  87.76	   55.22	   19.58	  149.44	  10.56	   7.24	  15.84	 0.040	 0.016	 0.091	  611	  539	  700	
    3076	em01_060105_020_ML00133_002_c010	1eRASS J040048.2-142707	060.20120475766	-14.45199334596	 60.1961	-14.4537	 4.90645e+00	 1.48932e+01	 132.4	 0.7403	 0.0199	photo_z    	 0.036	  0.046	  0.015	  0.311	   0.048	   0.016	   0.311	     6.0	     1.9	    41.1	     6.4	     2.1	    41.1	         	         	   29.250	          	          	    29.250	        	        	   770.290	         	         	   778.968	  0.036	  0.010	  0.245	  0.037	  0.011	  0.245	     4.8	     1.4	    32.4	     4.9	     1.5	    32.4	         	         	   20.619	         	         	   20.647	        	        	  516.472	        	        	  516.472	         	         	 2.34202e+03	      	      	      	       	       	  76.38	        	        	        	       	       	       	      	      	      	     	     	     	
    3077	em01_062117_020_ML00085_002_c010	1eRASS J040048.8-253441	060.20345426355	-25.57832941434	 60.2030	-25.5781	 9.55709e+00	 3.20086e+01	 245.8	 0.2260	 0.0057	photo_z    	 0.013	  0.160	  0.133	  0.192	   0.320	   0.258	   0.379	    39.4	    32.6	    47.1	    78.7	    63.5	    93.3	   14.802	   12.322	   17.860	    29.504	    24.087	    35.033	  22.600	  18.784	    27.204	   45.104	   36.139	    53.633	  0.129	  0.107	  0.154	  0.257	  0.208	  0.306	    31.7	    26.3	    38.0	    63.3	    51.0	    75.2	   10.945	    9.097	   13.154	   21.789	   17.733	   25.812	  15.500	  12.864	   18.598	  31.000	  24.926	   36.840	   88.099	   70.463	 1.30253e+02	      	  1.44	      	 152.79	 133.28	 169.06	    0.00	    0.00	    0.00	  20.30	  17.20	  24.16	 0.075	 0.060	 0.092	  829	  784	  878	
    3078	em01_059162_020_ML00181_010_c010	1eRASS J040050.7-723020	060.21147900388	-72.50566579620	 60.2108	-72.5053	 3.05838e+00	 2.52134e+01	 399.2	 0.2932	 0.0178	photo_z    	 0.558	  0.068	  0.044	  0.116	   0.072	   0.045	   0.130	    27.1	    17.7	    46.3	    28.8	    17.8	    51.9	    6.384	    4.132	   10.781	     6.682	     4.141	    12.151	  20.411	  13.415	    35.262	   21.624	   13.450	    39.079	  0.058	  0.038	  0.099	  0.062	  0.038	  0.111	    23.2	    15.1	    39.6	    24.6	    15.2	    44.4	    5.080	    3.290	    8.558	    5.329	    3.320	    9.695	  14.033	   9.215	   24.374	  14.920	   9.240	   26.983	   57.480	   31.140	 1.49337e+02	      	  2.17	      	   9.24	   0.73	  44.80	    0.00	    0.00	    0.00	   9.87	   5.74	  15.96	 0.012	 0.003	 0.054	  636	  531	  746	
    3079	em01_062144_020_ML01062_002_c010	1eRASS J040052.9-541119	060.22056105166	-54.18872489983	 60.2204	-54.1909	 3.37360e+00	 8.68476e+00	 367.8	 0.0646	 0.0002	cg_spec_z  	 0.023	  0.032	  0.014	  0.062	   0.032	   0.014	   0.062	    11.8	     5.3	    22.9	    11.8	     5.3	    22.9	         	         	    5.624	          	          	     5.612	        	        	     0.727	         	         	     0.727	  0.022	  0.009	  0.045	  0.022	  0.009	  0.045	     8.1	     3.2	    16.5	     8.1	     3.2	    16.5	         	         	    3.518	         	         	    3.518	        	        	    0.386	        	        	    0.386	         	         	 2.72800e+00	      	      	      	       	       	   1.70	        	        	        	       	       	       	      	      	      	     	     	     	
    3080	em01_061132_020_ML00537_002_c010	1eRASS J040055.7-411931	060.23229338392	-41.32537151275	 60.2309	-41.3248	 4.39606e+00	 1.30036e+01	 314.9	 0.4627	 0.0092	photo_z    	 0.129	  0.051	  0.035	  0.069	   0.067	   0.047	   0.090	    16.0	    11.1	    21.7	    21.1	    14.9	    28.4	    4.860	    3.338	    6.503	     6.392	     4.542	     8.617	  33.701	  23.287	    46.946	   44.458	   30.772	    61.106	  0.040	  0.028	  0.054	  0.053	  0.037	  0.071	    12.6	     8.7	    17.0	    16.6	    11.8	    22.4	    3.448	    2.356	    4.620	    4.530	    3.214	    6.075	  23.266	  16.080	   32.328	  30.729	  21.186	   42.169	  123.455	   79.065	 2.10682e+02	      	  2.29	      	  99.73	  69.95	 129.42	    0.00	    0.00	    0.00	  12.27	   9.42	  15.27	 0.081	 0.053	 0.116	  641	  587	  689	REDMAPPER-DESY1_RMJ040055.6-411925.9
    3081	em01_062117_020_ML00084_002_c010	1eRASS J040057.3-274704	060.23882666742	-27.78456314018	 60.2342	-27.7831	 8.31196e+00	 2.90040e+01	 379.7	 0.0606	 0.0165	photo_z    	 0.024	  0.253	  0.203	  0.312	   0.393	   0.292	   0.530	    96.0	    77.2	   118.4	   149.4	   110.8	   201.2	   22.096	   17.375	   27.359	    33.869	    24.858	    46.778	   2.069	   1.639	     2.572	    3.182	    2.347	     4.376	  0.208	  0.168	  0.258	  0.325	  0.239	  0.436	    79.1	    63.8	    98.1	   123.5	    90.9	   165.7	   16.688	   13.221	   20.614	   25.846	   19.099	   34.792	   1.498	   1.198	    1.846	   2.328	   1.716	    3.127	    4.835	    3.436	 7.02400e+00	  1.06	  0.68	  1.86	  18.14	  15.05	  21.67	   19.78	   12.17	   33.71	   4.63	   3.60	   5.88	 0.039	 0.029	 0.052	  536	  493	  580	
    3082	em01_060126_020_ML00101_002_c010	1eRASS J040058.4-362858	060.24334633702	-36.48286773347	 60.2397	-36.4815	 1.87748e+01	 5.87497e+01	 264.4	 0.3740	 0.0101	photo_z    	 0.010	  0.176	  0.148	  0.211	   0.247	   0.206	   0.287	    46.5	    39.1	    55.7	    65.3	    54.4	    75.8	   17.006	   14.255	   20.331	    23.775	    19.811	    27.571	  70.620	  59.398	    85.067	   98.668	   82.167	   114.951	  0.139	  0.117	  0.166	  0.195	  0.163	  0.227	    36.8	    30.9	    44.0	    51.6	    43.0	    59.9	   12.126	   10.130	   14.484	   16.889	   14.079	   19.680	  48.709	  41.113	   58.729	  68.437	  57.110	   79.517	  345.057	  221.006	 5.13357e+02	      	  5.54	      	 224.58	 176.88	 264.59	    0.00	    0.00	    0.00	  29.30	  24.28	  33.99	 0.076	 0.058	 0.097	  886	  832	  931	
    3083	em01_062141_020_ML00196_002_c010	1eRASS J040058.9-515949	060.24543455168	-51.99718058694	 60.2470	-51.9964	 7.29886e+00	 3.09267e+01	 435.7	 0.0808	 0.0131	photo_z    	 0.356	  0.075	  0.048	  0.121	   0.075	   0.048	   0.126	    32.5	    21.1	    52.5	    32.6	    21.1	    55.1	    6.971	    4.563	   10.588	     6.989	     4.564	    11.475	   1.177	   0.771	     1.835	    1.178	    0.771	     1.985	  0.059	  0.039	  0.097	  0.059	  0.039	  0.102	    25.8	    16.8	    42.3	    25.9	    16.9	    44.3	    5.060	    3.316	    7.973	    5.073	    3.316	    8.362	   0.811	   0.530	    1.317	   0.811	   0.532	    1.381	    2.526	    1.495	 5.06500e+00	      	  1.21	      	   1.00	   0.16	   5.43	    0.00	    0.00	    0.00	   1.84	   1.29	   2.57	 0.006	 0.002	 0.030	  391	  347	  438	
    3084	em01_062090_020_ML00187_002_c010	1eRASS J040100.5-001051	060.25234396731	-00.18093700870	 60.2560	 -0.1827	 3.76863e+00	 6.87732e+00	 111.6	 0.3938	 0.0137	photo_z    	 0.000	  0.018	  0.000	  0.060	   0.027	   0.000	   0.077	     2.0	     0.0	     6.7	     3.0	     0.0	     8.6	         	         	    5.733	          	          	     7.314	        	        	    36.679	         	         	    46.841	  0.016	  0.000	  0.052	  0.024	  0.000	  0.067	     1.7	     0.0	     5.8	     2.6	     0.0	     7.4	         	         	    4.590	         	         	    5.896	        	        	   25.093	        	        	   32.112	         	         	 1.66994e+02	      	      	      	       	       	 117.75	        	        	        	       	       	       	      	      	      	     	     	     	
    3085	em01_062144_020_ML00583_002_c010	1eRASS J040103.8-543559	060.26602355229	-54.59997952220	 60.2630	-54.5983	 6.42538e+00	 1.47997e+01	 365.3	 0.3048	 0.0102	photo_z    	 0.134	  0.045	  0.031	  0.067	   0.058	   0.036	   0.096	    16.5	    11.2	    24.6	    21.2	    13.0	    35.1	    4.321	    2.938	    6.366	     5.527	     3.386	     9.170	  11.278	   7.606	    17.107	   14.550	    8.969	    24.091	  0.036	  0.024	  0.053	  0.046	  0.028	  0.076	    13.1	     8.9	    19.4	    16.8	    10.3	    27.8	    3.114	    2.119	    4.570	    3.978	    2.429	    6.583	   7.798	   5.308	   11.800	  10.029	   6.188	   16.665	   43.984	   22.768	 7.83480e+01	      	  3.08	      	  37.85	  10.27	  55.59	    0.00	    0.00	    0.00	   7.41	   4.86	  11.70	 0.045	 0.020	 0.088	  575	  500	  670	
    3086	em01_060135_020_ML00731_002_c010	1eRASS J040104.5-441021	060.26877522318	-44.17272583650	 60.2711	-44.1733	 3.28273e+00	 7.58916e+00	 346.0	 0.5546	 0.0063	photo_z    	 0.051	  0.036	  0.019	  0.175	   0.046	   0.023	   0.186	    12.5	     6.7	    60.5	    16.0	     8.0	    64.3	         	         	   15.086	          	          	    16.225	        	        	   206.891	         	         	   224.341	  0.026	  0.013	  0.122	  0.032	  0.016	  0.130	     9.0	     4.6	    42.3	    11.1	     5.4	    44.9	         	         	    9.751	         	         	   10.469	        	        	  145.818	        	        	  158.404	         	         	 3.70192e+02	      	      	      	       	       	 104.72	        	        	        	       	       	       	      	      	      	     	     	     	REDMAPPER-DESY1_RMJ040109.3-440930.5
    3087	em01_062144_020_ML00662_002_c010	1eRASS J040105.2-534051	060.27186754323	-53.68088809677	 60.2421	-53.6821	 1.12267e+01	 1.18679e+01	 376.0	 0.0691	 0.0109	photo_z    	 0.000	  0.311	  0.267	  0.350	   0.898	   0.741	   1.047	   116.8	   100.4	   131.6	   337.7	   278.6	   393.5	   28.127	   24.204	   31.887	    81.587	    67.415	    95.650	   3.545	   3.041	     4.012	   10.292	    8.499	    12.030	  0.250	  0.215	  0.281	  0.721	  0.601	  0.846	    93.8	    80.8	   105.8	   271.2	   226.0	   317.9	   20.793	   17.859	   23.475	   60.146	   49.855	   70.544	   2.452	   2.107	    2.765	   7.092	   5.875	    8.282	   16.753	   13.632	 2.01640e+01	  1.48	  1.17	  2.52	  53.27	  48.87	  57.56	   80.24	   61.98	  134.10	   9.74	   8.62	  10.63	 0.055	 0.049	 0.063	  685	  657	  705	
    3088	em01_062123_020_ML01273_002_c010	1eRASS J040106.8-330042	060.27860845806	-33.01191867385	 60.2798	-33.0094	 6.37462e+00	 1.29524e+01	 276.4	 0.3593	 0.0092	photo_z    	 0.012	  0.070	  0.050	  0.092	   0.193	   0.154	   0.236	    19.4	    13.8	    25.4	    53.5	    42.5	    65.3	    6.738	    4.745	    8.779	    18.559	    14.833	    22.500	  26.652	  18.816	    35.283	   73.538	   58.589	    91.018	  0.056	  0.039	  0.072	  0.153	  0.122	  0.186	    15.4	    10.9	    19.9	    42.4	    33.7	    51.4	    4.793	    3.389	    6.249	   13.136	   10.561	   16.016	  18.412	  12.986	   24.223	  50.847	  40.627	   62.783	  210.711	  143.137	 3.34174e+02	      	  2.69	      	 225.86	 200.60	 259.12	    0.00	    0.00	    0.00	  24.26	  18.98	  28.03	 0.095	 0.078	 0.125	  837	  771	  878	
    3089	em01_059129_020_ML00366_002_c010	1eRASS J040111.7-375545	060.29913760022	-37.92919166074	 60.2988	-37.9301	 6.23502e+00	 1.99064e+01	 280.7	 0.7920	 0.0184	photo_z    	 0.956	  0.062	  0.043	  0.089	   0.072	   0.049	   0.100	    17.5	    12.2	    25.0	    20.2	    13.9	    28.0	    5.939	    4.136	    8.455	     6.847	     4.675	     9.505	 137.070	  94.613	   204.626	  158.361	  108.431	   231.602	  0.049	  0.034	  0.069	  0.057	  0.039	  0.078	    13.7	     9.6	    19.5	    15.9	    10.9	    22.0	    4.192	    2.932	    5.973	    4.843	    3.285	    6.760	  94.614	  65.577	  141.468	 109.588	  75.151	  159.158	  482.725	  307.176	 7.73463e+02	      	  3.99	      	 143.84	  51.90	 205.05	    0.00	    0.00	    0.00	  18.02	  12.28	  25.45	 0.073	 0.034	 0.132	  639	  562	  717	
    3090	em01_062087_020_ML00058_002_c010	1eRASS J040112.9+042317	060.30380280529	+04.38815916736	 60.3033	  4.3868	 5.09124e+00	 1.47974e+01	 109.1	 0.2804	 0.0233	photo_z    	 0.858	  0.130	  0.087	  0.442	   0.246	   0.126	   0.523	    14.2	     9.5	    48.3	    26.9	    13.8	    57.1	   12.523	    8.252	   41.487	    23.713	    11.872	    49.147	  38.551	  25.467	   130.544	   72.633	   37.219	   157.501	  0.114	  0.076	  0.386	  0.215	  0.110	  0.456	    12.4	     8.3	    42.2	    23.5	    12.0	    49.8	   10.087	    6.681	   34.294	   19.107	    9.668	   39.836	  26.575	  17.612	   90.530	  49.920	  25.654	  107.811	  236.921	  103.644	 5.24250e+02	      	  2.69	      	 135.85	  53.94	 192.69	    0.00	    0.00	    0.00	  23.14	  13.38	  38.45	 0.054	 0.025	 0.111	  848	  707	 1005	
    3091	em01_062141_020_ML00687_002_c010	1eRASS J040116.4-511548	060.31866294849	-51.26336458733	 60.3212	-51.2683	 3.33020e+00	 5.67598e+00	 429.7	 0.2537	 0.0124	photo_z    	 0.007	  0.017	  0.001	  0.038	   0.018	   0.001	   0.043	     7.2	     0.3	    16.2	     7.7	     0.4	    18.4	         	         	    3.458	          	          	     3.855	        	        	     7.263	         	         	     8.204	  0.013	  0.000	  0.030	  0.014	  0.000	  0.034	     5.7	     0.1	    12.9	     6.1	     0.1	    14.7	         	         	    2.514	         	         	    2.799	        	        	    4.978	        	        	    5.606	         	         	 2.01990e+01	      	      	      	       	       	  24.53	        	        	        	       	       	       	      	      	      	     	     	     	
    3092	em01_062141_020_ML00836_002_c010	1eRASS J040118.0-500818	060.32541561953	-50.13861083753	 60.3252	-50.1397	 3.95765e+00	 9.96297e+00	 392.2	 0.9636	 0.0200	photo_z    	 0.000	  0.020	  0.001	  0.039	   0.023	   0.001	   0.044	     7.9	     0.3	    15.2	     9.0	     0.5	    17.1	         	         	    3.626	          	          	     4.074	        	        	   146.226	         	         	   163.110	  0.015	  0.000	  0.029	  0.017	  0.000	  0.034	     6.0	     0.1	    11.5	     6.8	     0.2	    13.1	         	         	    2.527	         	         	    2.836	        	        	   99.964	        	        	  111.701	         	         	 4.65892e+02	      	      	      	       	       	 130.50	        	        	        	       	       	       	      	      	      	     	     	     	
    3093	em01_058165_020_ML00346_012_c010	1eRASS J040124.8-755029	060.35354983522	-75.84143081912	 60.3569	-75.8419	 4.15216e+00	 6.48394e+00	 337.5	 0.1845	 0.0044	photo_z    	 0.218	  0.054	  0.032	  0.084	   0.066	   0.034	   0.122	    18.3	    10.8	    28.5	    22.1	    11.4	    41.2	    5.019	    2.939	    7.650	     5.914	     3.068	    11.291	   6.293	   3.710	     9.820	    7.585	    3.949	    14.090	  0.047	  0.028	  0.073	  0.057	  0.029	  0.106	    16.0	     9.3	    24.7	    19.3	    10.0	    35.8	    4.088	    2.395	    6.278	    4.903	    2.501	    9.198	   4.379	   2.592	    6.852	   5.272	   2.755	    9.776	   19.027	    8.532	 4.44110e+01	      	  1.16	      	  22.36	   4.86	  39.73	    0.00	    0.00	    0.00	   4.85	   3.16	   9.22	 0.042	 0.015	 0.097	  522	  452	  646	
