#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m1149clz&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m1149clz:
#Name: J/A+A/607/A30/m1149clz
#Title: Multi wavelength catalog and photometric redshift information of the MACSJ-1149 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Identification number input photometric catalog (ID)	[ucd=meta.id;meta.main]
#Column	zbest	(F20.17)	? Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift.phot]
#Column	e_zbest	(D12.5)	? Median photometric redshift uncertainty range (equal to = for spectroscopic sources) (ZBEST_SIQR)	[ucd=stat.error]
#Column	magnif	(F14.11)	? Median magnification (cluster fields), or magnification from the Merten model (parallel fields) (MAGNIF)	[ucd=phot.flux;arith.ratio]
#Column	f_zbest	(F4.1)	[0/1]? the value is set =1 for sources with spectroscopic redshift, =0 otherwise (ZSPECFLAG)	[ucd=meta.code]
#Column	chi2	(D13.6)	chi^2^ of the SED fitting with stellar only templates at redshift fixed to ZBEST (chi2)	[ucd=stat.fit.chi2;stat.fit]
#Column	Mstar	(D12.5)	Stellar mass (assuming Salpeter IMF) and relevant uncertainty range. (MSTAR)	[ucd=stat.error;phys.mass]
#Column	e_Mstar	(D13.6)	Lower uncertainty on Mstar (MASTAR_MIN)	[ucd=stat.error]
#Column	E_Mstar	(D12.5)	Upper uncertainty on Mstar (MSTAR_MAX)	[ucd=stat.error;stat.max]
#Column	SFR	(D12.5)	Star-formation rate (SFR)	[ucd=phys.SFR]
#Column	e_SFR	(D12.5)	Lower uncertainty on SFR (SFR_MIN)	[ucd=stat.error;phys.SFR]
#Column	E_SFR	(D12.5)	Upper uncertainty on SFRX (SFR_MA)	[ucd=stat.error;stat.max]
#Column	chi2Neb	(D13.6)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(D12.5)	Stellar mass estimated from stellar plus nebular fits. (MASTAR_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(D12.5)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(D12.5)	star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(D12.5)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(D12.5)	Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	relFlag	(F14.11)	[0/1]? This flag is meant to provide a combined indication of the robustness of photometric and photo-z estimates (RELFLAG) (1)	[ucd=meta.code]
recno	ID	zbest	e_zbest	magnif	f_zbest	chi2	Mstar	e_Mstar	E_Mstar	SFR	e_SFR	E_SFR	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb	relFlag
      13	    13	 2.35459899999999989	 8.35000e-02	 1.00000000000	 0.0	 2.383600e-01	 1.05000e+01	 2.152000e+00	 1.59500e+01	 6.35200e+00	 3.43400e+00	 3.21900e+02	 2.729100e-01	 1.05300e+01	 2.15200e+00	 1.59500e+01	 6.50400e+00	 3.43400e+00	 3.21900e+02	 0.00000000000
      14	    14	 7.08100000000000041	 1.91505e+00	 1.00000000000	 0.0	 3.448000e-01	 4.00700e+00	 1.366000e-02	 1.27300e+01	 3.55600e+02	 8.11300e-02	 6.24900e+02	 3.822600e-01	 2.07400e+00	 1.36600e-02	 1.27300e+01	 5.94900e+01	 8.11300e-02	 6.24900e+02	 0.00000000000
      15	    15	 3.83999999999999986	 2.75005e+00	 1.00000000000	 0.0	 2.097400e+00	 5.34000e+00	 3.435000e+00	 1.11600e+01	 2.33300e+02	 7.71700e+01	 7.47300e+02	 1.207900e+00	 2.62200e+00	 3.43500e+00	 1.11600e+01	 1.39400e+02	 7.71700e+01	 7.47300e+02	 0.00000000000
      16	    16	 1.32834999999999992	 3.15000e-02	 1.00000000000	 0.0	 1.532700e+00	 1.90800e+00	 1.044000e+00	 2.80000e+00	 1.16600e+00	 5.88300e-01	 2.57700e+00	 1.363400e+00	 1.87000e+00	 1.04400e+00	 2.80000e+00	 1.28500e+00	 5.88300e-01	 2.57700e+00	 0.00000000000
      17	    17	 4.00004999999999988	 3.81580e+00	 1.00000000000	 0.0	 5.289300e-01	 7.04000e+02	 5.164000e-07	 9.58300e+02	 2.07400e+02	 2.09800e-06	 9.05100e+02	 5.259200e-01	 6.84200e+02	 5.16400e-07	 9.58300e+02	 2.01500e+02	 2.09800e-06	 9.05100e+02	 0.00000000000
      18	    18	 0.55500000715255737	 0.00000e+00	 1.00000000000	 1.0	 1.862300e+01	 2.37600e+01	 1.712000e+01	 4.28700e+01	 8.02900e+02	 3.83200e+02	 2.01300e+03	 2.286800e+01	 9.44000e+01	 1.43100e+01	 1.21200e+02	 1.02200e+02	 8.78200e+01	 6.30100e+02	 0.00000000000
      19	    19	 1.52249999999999996	 1.97000e+00	 1.00000000000	 0.0	 1.073800e-01	 2.95600e-03	 2.409000e-04	 1.22400e-02	 2.40100e-01	 2.21400e-21	 3.34900e-01	 1.069000e-01	 2.40500e-03	 2.40900e-04	 1.22400e-02	 2.46200e-01	 2.21400e-21	 3.34900e-01	 0.00000000000
      20	    20	 0.54500001668930054	 0.00000e+00	 1.00000000000	 1.0	 1.371100e+00	 1.03100e+02	 1.056000e+02	 1.13800e+02	 2.02300e-01	 6.42100e-02	 2.07100e-01	 1.332600e+00	 1.10700e+02	 1.05000e+02	 1.19500e+02	 1.43400e-01	 4.46500e-02	 2.06000e-01	 0.00000000000
      21	    21	 0.07750000000000000	 4.75000e-02	 1.00000000000	 0.0	 5.128500e+00	 7.03300e-02	 1.660000e-02	 1.18800e-01	 0.00000e+00	 0.00000e+00	 6.56500e-04	 5.132700e+00	 7.02500e-02	 1.66000e-02	 1.18800e-01	 0.00000e+00	 0.00000e+00	 6.56500e-04	 0.00000000000
      22	    22	 1.72500000000000009	 1.82500e+00	 1.00000000000	 0.0	 2.865700e-01	 1.69900e+00	 1.414000e+00	 1.11800e+01	 1.75000e+02	 3.95800e+01	 5.50000e+02	 7.405000e-01	 1.30400e+00	 1.41400e+00	 1.11800e+01	 1.34400e+02	 3.95800e+01	 5.50000e+02	 0.00000000000
      23	    23	 0.71950000000000003	 2.00000e-02	 1.00000000000	 0.0	 8.018700e-01	 7.09500e-01	 3.879000e-01	 1.30400e+00	 2.14800e-02	 5.88700e-03	 7.40200e-01	 5.360300e-01	 6.47500e-02	 3.87900e-01	 1.30400e+00	 4.26600e+00	 5.88700e-03	 7.40200e-01	 0.00000000000
      24	    24	 2.37155000000000005	 2.94005e+00	 1.00000000000	 0.0	 3.362700e+01	 2.33000e+01	 2.021000e+00	 4.80200e+01	 1.20700e-02	 7.37600e-10	 1.18100e+03	 3.362800e+01	 2.32700e+01	 2.02100e+00	 4.80200e+01	 1.20600e-02	 7.37600e-10	 1.18100e+03	 0.00000000000
      25	    25	 1.31000000000000005	 2.30000e-02	 1.00000000000	 0.0	 1.731800e+00	 8.63400e-01	 4.319000e-01	 1.20800e+00	 1.57900e+00	 7.29100e-01	 3.21300e+00	 1.257700e+00	 4.29000e-01	 4.31900e-01	 1.20800e+00	 3.75500e+00	 7.29100e-01	 3.21300e+00	 0.00000000000
      26	    26	 0.64749999999999996	 5.90000e-02	 1.00000000000	 0.0	 1.786200e+01	 7.45700e+01	 3.757000e+01	 9.94000e+01	 6.47300e-02	 0.00000e+00	 3.09400e-01	 1.789000e+01	 7.43000e+01	 3.75700e+01	 9.94000e+01	 6.45000e-02	 0.00000e+00	 3.09400e-01	 0.00000000000
      27	    27	 1.78899999999999992	 3.20550e-01	 1.00000000000	 0.0	 5.005100e+00	 6.78800e+00	 1.121000e+00	 1.07700e+01	 2.16100e+00	 1.01600e+00	 1.14900e+02	 5.150500e+00	 7.40700e+00	 1.12100e+00	 1.07700e+01	 3.65700e+00	 1.01600e+00	 1.14900e+02	 0.00000000000
      28	    28	 0.23499999999999999	 5.21500e-01	 1.00000000000	 0.0	 2.150700e+00	 1.14300e-02	 1.508000e-03	 1.36700e-01	 1.28100e-01	 0.00000e+00	 3.36400e+00	 2.220700e+00	 9.52000e-03	 1.50800e-03	 1.36700e-01	 1.06600e-01	 0.00000e+00	 3.36400e+00	 0.00000000000
      29	    29	 6.46680000000000010	 7.05000e-02	 1.00000000000	 0.0	 1.613700e+01	 6.57100e+00	 4.329000e+00	 2.14500e+02	 6.72600e+02	 1.24200e+02	 1.34000e+03	 1.604400e+01	 4.53000e+00	 4.32900e+00	 2.14500e+02	 4.63700e+02	 1.24200e+02	 1.34000e+03	 0.00000000000
      30	    30	 0.32450000000000001	 7.53800e-01	 1.00000000000	 0.0	 3.848700e+00	 6.84700e-03	 4.219000e-03	 7.67600e-02	 2.92200e-01	 2.26900e-03	 3.00300e+00	 4.589800e+00	 4.41800e-02	 4.21900e-03	 7.67600e-02	 2.25000e-02	 2.26900e-03	 3.00300e+00	 0.00000000000
      31	    31	 0.53899997472763062	 0.00000e+00	 1.00000000000	 1.0	 1.255500e-02	 7.77400e-01	 2.102000e-01	 1.73300e+01	 7.27800e+01	 2.04500e-33	 1.04900e+02	 2.252900e-02	 2.20800e+00	 1.70500e-01	 1.72800e+01	 2.16300e+00	 2.04500e-33	 6.38600e+01	 0.00000000000
      32	    32	 0.57060000000000000	 1.50000e-02	 1.00000000000	 0.0	 1.060500e+00	 1.67400e+00	 1.182000e+00	 2.33800e+00	 2.66700e-02	 3.09000e-03	 1.15100e-01	 9.209900e-01	 1.61200e-01	 1.18200e+00	 2.33800e+00	 5.41300e+00	 3.09000e-03	 1.15100e-01	 0.00000000000
      33	    33	 4.67100000000000026	 9.49800e-01	 1.00000000000	 0.0	 1.580400e-03	 1.51400e+03	 1.751000e+00	 5.45000e+05	 7.84300e-01	 5.37400e-02	 3.54700e+05	 1.541000e-03	 3.07800e+02	 1.75100e+00	 5.45000e+05	 4.69000e+02	 5.37400e-02	 3.54700e+05	 0.00000000000
      34	    34	 1.56830000000000003	 1.31900e+00	 1.00000000000	 0.0	 6.770400e-01	 9.79900e-01	 5.257000e-01	 1.46100e+00	 1.52300e-01	 1.13200e-01	 8.34900e-01	 6.643800e-01	 9.43000e-01	 5.25700e-01	 1.46100e+00	 1.46500e-01	 1.13200e-01	 8.34900e-01	 0.00000000000
      35	    35	 1.81499999999999995	 1.19750e+00	 1.00000000000	 0.0	 1.454300e+00	 3.20600e+00	 1.118000e+00	 7.83800e+00	 3.47100e+00	 8.76800e-02	 1.64300e+01	 1.386700e+00	 3.00800e+00	 1.11800e+00	 7.83800e+00	 3.25700e+00	 8.76800e-02	 1.64300e+01	 0.00000000000
      36	    36	 0.40999999999999998	 8.50000e-03	 1.00000000000	 0.0	 6.214800e-01	 9.04500e-02	 7.293000e-03	 3.39200e-01	 4.49600e-02	 8.20600e-03	 5.65800e+00	 5.913500e-01	 9.96900e-02	 7.29300e-03	 3.39200e-01	 3.31500e-02	 8.20600e-03	 5.65800e+00	 0.00000000000
      37	    37	 1.17100000000000004	 4.11500e-02	 1.00000000000	 0.0	 1.484200e+00	 1.01400e+01	 8.017000e+00	 1.56000e+01	 4.90200e+00	 1.68600e+00	 7.25600e+00	 9.776100e-01	 1.19100e+01	 8.01700e+00	 1.56000e+01	 3.51000e+00	 1.68600e+00	 7.25600e+00	 0.00000000000
      38	    38	 0.01000000000000000	 0.00000e+00	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 1.776000e-03	 8.52300e-01	 0.00000e+00	 0.00000e+00	 3.56600e-01	 1.000000e+30	 0.00000e+00	 1.77600e-03	 8.52300e-01	 0.00000e+00	 0.00000e+00	 3.56600e-01	 0.00000000000
      39	    39	 2.34830000000000005	 5.85000e-01	 1.00000000000	 0.0	 9.382700e-01	 1.58200e+01	 1.157000e+01	 1.86200e+01	 1.94200e+01	 1.69300e+01	 2.23000e+01	 1.097500e+00	 5.62200e+00	 1.15700e+01	 1.86200e+01	 1.98300e+01	 1.69300e+01	 2.23000e+01	 0.00000000000
      40	    40	 0.61599999999999999	 8.55000e-02	 1.00000000000	 0.0	 9.583400e-02	 7.76200e+00	 7.270000e-01	 6.08100e+01	 5.30800e+00	 3.47700e-27	 5.65900e+02	 4.385600e-02	 4.86600e+00	 7.27000e-01	 6.08100e+01	 3.51300e+01	 3.47700e-27	 5.65900e+02	 0.00000000000
      41	    41	 1.43949900000000008	 1.00000e-02	 1.00000000000	 0.0	 1.153600e+01	 7.68400e+00	 4.105000e+00	 1.17500e+01	 1.19400e+00	 9.38400e-01	 4.79500e+00	 1.157800e+01	 7.02200e+00	 4.10500e+00	 1.17500e+01	 3.46700e+00	 9.38400e-01	 4.79500e+00	 0.00000000000
      42	    42	 1.24849999999999994	 3.74000e-01	 1.00000000000	 0.0	 2.103900e+00	 5.10800e-01	 2.158000e-01	 1.42000e+00	 8.65400e+00	 1.03900e+00	 2.62200e+01	 2.135000e+00	 1.40600e+00	 2.15800e-01	 1.42000e+00	 1.48500e+00	 1.03900e+00	 2.62200e+01	 0.00000000000
      43	    43	 1.53515000000000001	 2.04850e-01	 1.00000000000	 0.0	 2.352500e-01	 4.13800e-01	 2.384000e-02	 4.39000e+00	 1.31700e-01	 6.45300e-19	 6.18600e+01	 1.894300e-01	 4.43900e-02	 2.38400e-02	 4.39000e+00	 4.57500e+00	 6.45300e-19	 6.18600e+01	 0.00000000000
      44	    44	 0.01000000000000000	 7.55050e-01	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 6.783000e-05	 3.96300e-02	 0.00000e+00	 0.00000e+00	 1.43300e-02	 1.000000e+30	 0.00000e+00	 6.78300e-05	 3.96300e-02	 0.00000e+00	 0.00000e+00	 1.43300e-02	 0.00000000000
      45	    45	 2.33749999999999991	 4.69085e+00	 1.00000000000	 0.0	 1.384700e+01	 5.10700e+00	 7.516000e-01	 1.22400e+01	 2.08700e-02	 1.27800e-10	 1.54200e+02	 1.276900e+01	 7.95400e-01	 7.51600e-01	 1.22400e+01	 8.15100e+01	 1.27800e-10	 1.54200e+02	 0.00000000000
      46	    46	 0.62000000000000000	 1.46065e+00	 1.00000000000	 0.0	 1.528000e+01	 4.84500e-01	 3.295000e-02	 1.51300e+00	 3.48000e-02	 3.45400e-09	 1.93900e+01	 1.412400e+01	 4.74000e-02	 3.29500e-02	 1.51300e+00	 3.13500e+00	 3.45400e-09	 1.93900e+01	 0.00000000000
      47	    47	 0.50700000000000001	 8.50000e-03	 1.00000000000	 0.0	 1.753100e+00	 4.93200e-01	 2.741000e-01	 6.58200e-01	 4.01000e-01	 1.14700e-01	 7.53200e-01	 1.506600e+00	 4.35500e-01	 2.74100e-01	 6.58200e-01	 4.94600e-01	 1.14700e-01	 7.53200e-01	 0.00000000000
      48	    48	 6.04000000000000004	 5.73000e-02	 1.00000000000	 0.0	 1.406500e+01	 1.00200e+03	 1.545000e+02	 1.37900e+03	 9.11100e+02	 2.16100e+01	 1.65100e+04	 1.428600e+01	 7.62400e+02	 1.54500e+02	 1.37900e+03	 9.10400e+02	 2.16100e+01	 1.65100e+04	 0.00000000000
      49	    49	 4.04199999999999982	 1.24000e-01	 1.00000000000	 0.0	 1.398900e+00	 3.89600e+01	 2.356000e+01	 5.35300e+01	 1.49000e+01	 1.27000e+01	 3.60100e+01	 1.331300e+00	 3.78000e+01	 2.35600e+01	 5.35300e+01	 1.44600e+01	 1.27000e+01	 3.60100e+01	 0.00000000000
      50	    50	 0.82250000000000001	 3.10000e-02	 1.00000000000	 0.0	 5.698600e-01	 2.02700e+00	 1.218000e+00	 2.58200e+00	 3.52900e+00	 1.21300e+00	 9.72300e+00	 7.130500e-01	 1.91800e+00	 1.21800e+00	 2.58200e+00	 3.48700e+00	 1.21300e+00	 9.72300e+00	 0.00000000000
      51	    51	 2.69414899999999990	 1.21000e-01	 1.00000000000	 0.0	 1.247800e-02	 1.87400e+00	 4.181000e-01	 6.49300e+00	 8.08700e+00	 2.04100e+00	 1.24100e+02	 4.534000e-02	 2.09800e+00	 4.18100e-01	 6.49300e+00	 5.31000e+00	 2.04100e+00	 1.24100e+02	 0.00000000000
      52	    52	 0.07199999999999999	 4.75000e-02	 1.00000000000	 0.0	 3.678700e+00	 2.27400e-02	 4.650000e-03	 1.66900e-01	 1.29100e-03	 1.54200e-04	 2.67000e-01	 3.521400e+00	 1.90500e-02	 4.65000e-03	 1.66900e-01	 2.09400e-03	 1.54200e-04	 2.67000e-01	 0.00000000000
      53	    53	 0.84150000000000003	 4.00000e-02	 1.00000000000	 0.0	 4.377100e-01	 1.92400e+00	 9.066000e-01	 2.76800e+00	 5.41900e+00	 2.26000e+00	 2.77000e+01	 5.000400e-01	 1.74800e+00	 9.06600e-01	 2.76800e+00	 5.14800e+00	 2.26000e+00	 2.77000e+01	 0.00000000000
