#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m0717clz&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m0717clz:
#Name: J/A+A/607/A30/m0717clz
#Title: Multi wavelength catalog and photometric redshift information of the MACSJ-0717 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Identification number input photometric catalog (ID)	[ucd=meta.id;meta.main]
#Column	zbest	(F20.17)	? Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift.phot]
#Column	e_zbest	(D12.5)	? Median photometric redshift uncertainty range (equal to = for spectroscopic sources) (ZBEST_SIQR)	[ucd=stat.error]
#Column	magnif	(F14.11)	? Median magnification (cluster fields), or magnification from the Merten model (parallel fields) (MAGNIF)	[ucd=phot.flux;arith.ratio]
#Column	f_zbest	(F4.1)	[0/1]? the value is set =1 for sources with spectroscopic redshift, =0 otherwise (ZSPECFLAG)	[ucd=meta.code]
#Column	chi2	(D13.6)	chi^2^ of the SED fitting with stellar only templates at redshift fixed to ZBEST (chi2)	[ucd=stat.fit.chi2;stat.fit]
#Column	Mstar	(D12.5)	Stellar mass (assuming Salpeter IMF) and relevant uncertainty range. (MSTAR)	[ucd=stat.error;phys.mass]
#Column	e_Mstar	(D13.6)	Lower uncertainty on Mstar (MASTAR_MIN)	[ucd=stat.error]
#Column	E_Mstar	(D12.5)	Upper uncertainty on Mstar (MSTAR_MAX)	[ucd=stat.error;stat.max]
#Column	SFR	(D12.5)	Star-formation rate (SFR)	[ucd=phys.SFR]
#Column	e_SFR	(D12.5)	Lower uncertainty on SFR (SFR_MIN)	[ucd=stat.error;phys.SFR]
#Column	E_SFR	(D12.5)	Upper uncertainty on SFRX (SFR_MA)	[ucd=stat.error;stat.max]
#Column	chi2Neb	(D13.6)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(D12.5)	Stellar mass estimated from stellar plus nebular fits. (MASTAR_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(D12.5)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(D12.5)	star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(D12.5)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(D12.5)	Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	relFlag	(F14.11)	[0/1]? This flag is meant to provide a combined indication of the robustness of photometric and photo-z estimates (RELFLAG) (1)	[ucd=meta.code]
recno	ID	zbest	e_zbest	magnif	f_zbest	chi2	Mstar	e_Mstar	E_Mstar	SFR	e_SFR	E_SFR	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb	relFlag
      13	    13	 0.01000000000000000	 0.00000e+00	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 2.322000e-03	 5.39700e-01	 0.00000e+00	 0.00000e+00	 2.15100e-01	 1.000000e+30	 0.00000e+00	 2.32200e-03	 5.39700e-01	 0.00000e+00	 0.00000e+00	 2.15100e-01	 1.00000000000
      14	    14	 0.87809999999999999	 3.25500e-01	 1.27407200000	 0.0	 7.216900e-01	 1.92200e-02	 8.229000e-03	 3.04700e-01	 1.27400e+00	 3.32000e-03	 5.11700e+00	 1.044500e+00	 1.84200e-01	 8.22900e-03	 3.21700e-01	 4.23800e-02	 2.71800e-03	 5.11700e+00	 1.00000000000
      15	    15	 2.04599999999999982	 5.15650e-01	 1.80831600000	 0.0	 1.323300e+00	 5.67500e-01	 1.214000e-01	 1.41100e+00	 5.44200e-01	 3.49500e-01	 1.99800e+01	 9.319500e-01	 7.76500e-02	 2.70300e-01	 8.29200e-01	 3.31200e+00	 5.90400e-01	 3.42500e+00	 1.00000000000
      16	    16	 6.92600000000000016	 2.07500e-02	 2.02317700000	 0.0	 9.762800e-02	 1.74800e+01	 1.041000e+00	 1.71600e+03	 4.69500e+02	 2.94300e+00	 9.64300e+03	 9.624900e-02	 9.11300e+00	 1.04100e+00	 1.71600e+03	 5.07600e+02	 2.94300e+00	 9.64300e+03	 0.00000000000
      17	    17	 0.01000000000000000	 0.00000e+00	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 6.416000e-04	 1.72800e-01	 0.00000e+00	 0.00000e+00	 6.11200e-02	 1.000000e+30	 0.00000e+00	 6.41600e-04	 1.72800e-01	 0.00000e+00	 0.00000e+00	 6.11200e-02	 0.00000000000
      18	    18	 0.12700000000000000	 3.50000e-02	 1.00000000000	 0.0	 1.927900e+00	 3.42400e-02	 1.586000e-03	 8.32400e-02	 0.00000e+00	 0.00000e+00	 1.39600e+00	 1.930900e+00	 3.42200e-02	 1.58600e-03	 8.32400e-02	 0.00000e+00	 0.00000e+00	 1.39600e+00	 0.00000000000
      19	    19	 6.91164999999999985	 5.50000e-02	 2.02864700000	 0.0	 2.251500e-01	 3.78300e+02	 8.481000e-01	 2.46400e+04	 2.77800e+02	 1.77200e+00	 1.57300e+05	 2.296500e-01	 3.65100e+02	 8.48100e-01	 2.46400e+04	 2.68000e+02	 1.77200e+00	 1.57300e+05	 0.00000000000
      20	    20	 1.06899999999999995	 5.45000e-02	 1.40411600000	 0.0	 5.142200e-01	 1.04000e-01	 8.047000e-03	 4.23400e-01	 1.09800e-01	 2.16300e-26	 5.77000e+00	 4.511900e-01	 9.88100e-02	 8.04700e-03	 4.23400e-01	 9.91200e-02	 2.16300e-26	 5.77000e+00	 1.00000000000
      21	    21	 5.85299999999999976	 2.36000e+00	 2.34585700000	 0.0	 1.678900e+00	 6.74900e-01	 2.786000e-01	 1.79500e+01	 4.44200e+01	 7.24300e+00	 8.10300e+01	 1.660400e+00	 3.66800e-01	 2.78600e-01	 1.61400e+01	 3.57400e+01	 7.43900e+00	 8.10300e+01	 0.00000000000
      22	    22	 0.66300000000000003	 5.00000e-01	 1.10594100000	 0.0	 3.771800e-01	 9.90800e-03	 2.997000e-03	 3.21200e-01	 1.01500e+00	 1.61100e-36	 3.50500e+00	 3.888900e-01	 1.01700e-01	 2.99700e-03	 3.21200e-01	 6.83900e-03	 1.61100e-36	 3.50500e+00	 1.00000000000
      23	    23	 0.53149998188018799	 0.00000e+00	 1.00000000000	 1.0	 2.920800e+01	 4.89700e+00	 3.503000e+00	 2.84500e+01	 2.08600e+02	 1.25600e+01	 5.16300e+02	 3.275400e+01	 1.87900e+01	 1.50500e+01	 4.65300e+01	 2.03400e+01	 6.08200e+00	 2.55500e+01	 1.00000000000
      24	    24	 0.91000000000000003	 2.08500e-01	 1.31163100000	 0.0	 9.954100e-01	 1.57500e-02	 1.833000e-03	 4.80400e-02	 1.89900e-02	 5.99600e-03	 8.87000e-01	 9.715100e-01	 1.73400e-02	 1.83300e-03	 4.80400e-02	 1.87700e-02	 5.99600e-03	 8.87000e-01	 1.00000000000
      25	    25	 1.04000000000000004	 8.32500e-02	 1.33257300000	 0.0	 4.958700e+00	 9.96500e+00	 4.287000e+00	 1.31800e+01	 2.38400e-01	 1.67100e-04	 4.85300e+00	 3.592600e+00	 1.28500e+00	 5.12700e+00	 1.14100e+01	 6.21700e+01	 1.58900e-03	 9.23900e-01	 1.00000000000
      26	    26	 0.10249999999999999	 2.50000e-03	 1.00000000000	 0.0	 3.017200e-01	 4.07200e-01	 9.286000e-02	 3.04200e+00	 3.22200e-04	 0.00000e+00	 1.32300e+00	 3.032300e-01	 4.06700e-01	 9.28600e-02	 3.04200e+00	 3.21800e-04	 0.00000e+00	 1.32300e+00	 1.00000000000
      27	    27	 1.59000000000000008	 1.97500e-01	 1.66451300000	 0.0	 2.130400e+00	 2.36000e-01	 9.733000e-02	 6.77600e-01	 2.07000e+00	 3.66300e-01	 1.42400e+01	 2.487300e+00	 5.20400e-01	 7.60100e-02	 8.16900e-01	 3.98600e-01	 2.89900e-01	 1.45600e+01	 1.00000000000
      28	    28	 6.00999999999999979	 6.83000e-02	 2.45866100000	 0.0	 1.874900e+01	 3.51900e+01	 9.155000e-01	 9.55400e+01	 4.23400e+01	 1.30900e+01	 3.90000e+02	 1.881200e+01	 1.54800e+00	 9.15500e-01	 9.55400e+01	 1.58700e+02	 1.30900e+01	 3.90000e+02	 1.00000000000
      29	    29	 0.10500000000000000	 8.00000e-03	 1.00000000000	 0.0	 1.882500e+00	 3.15100e-02	 2.672000e-02	 9.14000e-02	 1.92600e-02	 1.09900e-02	 5.38900e+00	 1.511800e+00	 3.07700e-02	 5.91300e-02	 6.67600e-02	 1.88100e-02	 2.83100e+00	 4.85700e+00	 1.00000000000
      30	    30	 0.01000000000000000	 4.75000e-02	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 1.133000e-03	 4.69400e-01	 0.00000e+00	 0.00000e+00	 1.72200e-01	 1.000000e+30	 0.00000e+00	 1.13300e-03	 4.69400e-01	 0.00000e+00	 0.00000e+00	 1.72200e-01	 1.00000000000
      31	    31	 2.49445000000000006	 7.50000e-02	 1.85706100000	 0.0	 2.098800e-01	 2.41700e-01	 8.512000e-03	 2.66900e+00	 3.96600e-02	 4.27800e-11	 5.02700e+01	 2.223000e-01	 2.53800e-01	 8.51200e-03	 2.66900e+00	 3.85600e-02	 4.27800e-11	 5.02700e+01	 1.00000000000
      32	    32	 1.73350000000000004	 6.84350e-01	 1.74533000000	 0.0	 1.195300e-01	 2.91900e+00	 9.898000e-02	 2.51800e+01	 3.18300e-01	 1.02600e-15	 2.66900e+02	 1.390000e-01	 3.08400e+00	 9.89800e-02	 2.51800e+01	 1.32800e-01	 1.02600e-15	 2.66900e+02	 0.00000000000
      33	    33	 0.63600000000000001	 3.41000e-02	 1.10024800000	 0.0	 3.664600e-01	 6.93500e-01	 3.051000e-01	 1.36300e+00	 3.16200e-03	 0.00000e+00	 7.87300e-02	 3.691700e-01	 6.91800e-01	 3.05100e-01	 1.36300e+00	 3.15400e-03	 0.00000e+00	 7.87300e-02	 1.00000000000
      34	    34	 1.07400000000000007	 1.60000e-02	 1.43825900000	 0.0	 1.307900e+00	 1.54100e-01	 3.625000e-02	 2.77400e-01	 9.39500e-02	 2.51000e-02	 2.74300e+00	 1.100200e+00	 1.50500e-01	 0.00000e+00	 0.00000e+00	 1.51000e-01	 0.00000e+00	 0.00000e+00	 1.00000000000
      35	    35	 7.51874999999999982	 3.00000e-02	 2.58531300000	 0.0	 6.213700e+00	 5.08400e+01	 3.127000e+01	 9.52800e+01	 2.65900e+01	 1.51300e+01	 1.36800e+02	 6.129100e+00	 4.42200e+01	 3.17100e+01	 7.74200e+01	 4.16300e+01	 1.51300e+01	 1.36800e+02	 0.00000000000
      36	    36	 0.22330000000000000	 9.90000e-02	 1.00000000000	 0.0	 8.458700e-01	 7.18800e-02	 1.621000e-03	 2.98300e-01	 3.24600e-04	 0.00000e+00	 2.33700e+00	 8.474800e-01	 7.17600e-02	 1.62100e-03	 2.98300e-01	 3.24100e-04	 0.00000e+00	 2.33700e+00	 1.00000000000
      37	    37	 0.17509999871253967	 0.00000e+00	 1.00000000000	 1.0	 2.091500e+00	 5.40100e-01	 2.979000e-01	 8.68700e-01	 7.54600e-02	 2.52400e-02	 1.34300e-01	 2.309100e+00	 5.52400e-01	 3.34600e-01	 9.17300e-01	 6.01000e-02	 2.48100e-02	 1.07700e-01	 1.00000000000
      38	    38	 0.20599999999999999	 2.35000e-02	 1.00000000000	 0.0	 1.226500e+00	 2.12800e-01	 5.274000e-02	 7.36800e-01	 0.00000e+00	 0.00000e+00	 2.47900e-02	 1.227600e+00	 2.12700e-01	 5.27400e-02	 7.36800e-01	 0.00000e+00	 0.00000e+00	 2.62700e-02	 1.00000000000
      39	    39	 0.60999999999999999	 6.88200e-01	 1.07871400000	 0.0	 5.132500e+00	 8.36200e-02	 2.040000e-02	 5.40200e-01	 4.41300e+00	 4.07900e-02	 1.46500e+01	 6.330100e+00	 5.86600e-01	 1.87900e-02	 1.09400e+00	 1.04300e-01	 1.94800e-02	 1.72700e+01	 0.00000000000
      40	    40	 0.49349999427795410	 0.00000e+00	 1.00000000000	 1.0	 6.710900e-01	 5.89100e+01	 5.701000e+01	 8.78200e+01	 5.04300e-02	 1.97600e-33	 2.03200e-01	 6.852300e-01	 6.00000e+01	 5.68200e+01	 8.76300e+01	 5.13700e-02	 1.97200e-33	 1.84100e-01	 1.00000000000
      41	    41	 3.82499900000000004	 1.93450e-01	 2.13414200000	 0.0	 8.826100e+00	 6.49200e+00	 2.630000e+00	 1.81900e+01	 1.44000e+00	 9.01400e-01	 2.95300e+00	 9.240400e+00	 6.22300e+00	 1.90800e+00	 1.81900e+01	 1.38100e+00	 9.01400e-01	 3.20000e+00	 1.00000000000
      42	    42	 0.93899999999999995	 1.30950e+00	 1.35367000000	 0.0	 1.633000e+00	 1.26700e-01	 2.999000e-02	 2.10600e-01	 1.76300e-01	 1.41700e-02	 5.01800e+00	 1.676600e+00	 1.54000e-01	 2.63100e-02	 2.30900e-01	 1.42900e-01	 1.32600e-02	 5.01800e+00	 1.00000000000
      43	    43	 0.38050000000000000	 6.16800e-01	 1.00000000000	 0.0	 1.282400e-01	 1.85400e-03	 8.044000e-04	 1.10900e-01	 1.40300e-01	 0.00000e+00	 1.09800e+00	 1.697200e-01	 1.45400e-02	 8.04400e-04	 1.10900e-01	 2.83300e-03	 0.00000e+00	 1.09800e+00	 1.00000000000
      44	    44	 0.07000000000000001	 4.75000e-02	 1.00000000000	 0.0	 2.817700e+00	 1.37200e-02	 4.006000e-03	 2.98300e-02	 1.34500e-04	 0.00000e+00	 8.90400e-04	 2.823700e+00	 1.40000e-02	 4.00600e-03	 2.98300e-02	 1.26200e-04	 0.00000e+00	 8.90400e-04	 1.00000000000
      45	    45	 2.35349999999999993	 3.88500e-02	 1.89444000000	 0.0	 3.745800e+00	 2.16500e+00	 1.490000e+00	 3.65000e+00	 6.89100e-01	 3.90400e-01	 1.80200e+00	 3.123500e+00	 1.57900e+00	 2.29700e+00	 3.04600e+00	 9.00000e-01	 4.44600e-01	 9.21000e-01	 1.00000000000
      46	    46	 0.45415000000000000	 2.00000e-02	 1.00000000000	 0.0	 2.231600e+00	 9.08800e+00	 5.449000e+00	 1.16800e+01	 1.86000e-01	 7.72200e-02	 3.48600e-01	 2.249800e+00	 9.68000e+00	 5.44900e+00	 1.16800e+01	 1.54200e-01	 7.72200e-02	 3.48600e-01	 1.00000000000
      47	    47	 0.06000000000000000	 3.25000e-02	 1.00000000000	 0.0	 3.764900e-01	 2.33300e-03	 3.209000e-04	 5.99900e-02	 5.99700e-05	 0.00000e+00	 7.80300e-02	 3.792800e-01	 2.32300e-03	 3.20900e-04	 5.99900e-02	 5.97100e-05	 0.00000e+00	 7.80300e-02	 1.00000000000
      48	    48	 0.32765000000000000	 2.80000e-01	 1.00000000000	 0.0	 8.401300e-01	 6.43700e-02	 6.897000e-03	 2.03700e-01	 1.04400e-02	 5.02800e-07	 2.60100e+00	 9.043300e-01	 6.91500e-02	 6.89700e-03	 2.03700e-01	 5.71300e-03	 5.02800e-07	 2.60100e+00	 1.00000000000
      49	    49	 0.01000000000000000	 4.75000e-02	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 1.570000e-04	 5.90200e-02	 0.00000e+00	 0.00000e+00	 1.93600e-02	 1.000000e+30	 0.00000e+00	 1.57000e-04	 5.90200e-02	 0.00000e+00	 0.00000e+00	 1.93600e-02	 1.00000000000
      50	    50	 0.50700000000000001	 3.00000e-02	 1.00000000000	 0.0	 5.616100e+00	 9.07200e-01	 1.338000e-01	 2.37100e+00	 6.58600e-02	 8.04900e-03	 2.58700e+01	 5.009300e+00	 6.87300e-02	 7.58400e-01	 1.57600e+00	 5.19800e+00	 5.05600e-02	 2.94700e-01	 1.00000000000
      51	    51	 2.02499999999999991	 4.90050e-01	 1.81506200000	 0.0	 6.018200e-01	 4.73500e-01	 5.066000e-02	 1.57600e+00	 1.28700e-01	 3.17300e-04	 2.56900e+01	 2.050500e-01	 1.56700e-02	 5.06600e-02	 1.57600e+00	 1.60600e+00	 3.17300e-04	 2.56900e+01	 1.00000000000
      52	    52	 0.53570002317428589	 0.00000e+00	 1.00000000000	 1.0	 1.294600e+00	 7.51800e+01	 7.374000e+01	 7.99900e+01	 1.19800e+00	 1.27400e+00	 1.50900e+00	 1.224600e+00	 7.43200e+01	 7.90700e+01	 7.90700e+01	 1.18400e+00	 1.26000e+00	 1.26000e+00	 1.00000000000
      53	    53	 0.01000000000000000	 0.00000e+00	 1.00000000000	 0.0	 1.000000e+30	 0.00000e+00	 1.591000e-03	 3.76000e-01	 0.00000e+00	 0.00000e+00	 1.42400e-01	 1.000000e+30	 0.00000e+00	 1.59100e-03	 3.76000e-01	 0.00000e+00	 0.00000e+00	 1.42400e-01	 1.00000000000
