#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/709/A254/m0416&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_37090254
#Name: J/A+A/709/A254
#Title: 4 HFF clusters members structural parameters (Granata+, 2026)
#INFO	ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	creator=Granata G.	    First author or institution
#INFO	cites=bibcode:2026A&A...709A.254G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2026	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/709/A254	    Dataset landing page
#INFO	publication_date=2026-05-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_709_A254_m0416:
#Name: J/A+A/709/A254/m0416
#Title: Structural parameters for MACS J0416.1-2403 members
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I3)	[1/279] Object ID number in serial order within the table (ID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	F435W	(F6.2)	Total F435W AB magnitude (MAG_F435W)	[ucd=phot.mag;em.opt.B]
#Column	e_F435W	(F6.2)	? 1-sigma error on Total F435W AB magnitude (MAG_ERR_F435W)	[ucd=stat.error]
#Column	ReF435W	(F6.2)	Circularised F435W effective radius in kpc (RE_F435W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF435W	(F6.2)	? 1-sigma error on Circularised F435W effective radius in kpc (RE_ERR_F435W)	[ucd=stat.error]
#Column	muF435W	(F6.2)	Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_F435W)	[ucd=phot.mag.sb]
#Column	e_muF435W	(F6.2)	? 1-sigma error on Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F435W)	[ucd=stat.error]
#Column	nF435W	(F6.2)	F435W Sersic index (N_F435W)	[ucd=stat.fit.param]
#Column	e_nF435W	(F6.2)	? 1-sigma error on F435W Sersic index (N_ERR_F435W)	[ucd=stat.error]
#Column	ARF435W	(F6.2)	F435W axis ratio (AR_F435W)	[ucd=phys.size.axisRatio]
#Column	e_ARF435W	(F6.2)	? 1-sigma error on F435W axis ratio (AR_ERR_F435W)	[ucd=stat.error]
#Column	PAF435W	(F6.2)	[] F435W position angle in decimal degrees (PA_F435W)	[ucd=pos.posAng]
#Column	e_PAF435W	(F6.2)	? 1-sigma error on F435W position angle in decimal degrees (PA_ERR_F435W)	[ucd=stat.error]
#Column	F606W	(F6.2)	Total F606W AB magnitude (MAG_F606W)	[ucd=phot.mag;em.opt.R]
#Column	e_F606W	(F6.2)	? 1-sigma error on Total F606W AB magnitude (MAG_ERR_F606W)	[ucd=stat.error]
#Column	ReF606W	(F6.2)	Circularised F606W effective radius in kpc (RE_F606W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF606W	(F6.2)	? 1-sigma error on Circularised F606W effective radius in kpc (RE_ERR_F606W)	[ucd=stat.error]
#Column	muF606W	(F6.2)	Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_F606W)	[ucd=phot.mag.sb]
#Column	e_muF606W	(F6.2)	? 1-sigma error on Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F606W)	[ucd=stat.error]
#Column	nF606W	(F6.2)	F606W Sersic index (N_F606W)	[ucd=stat.fit.param]
#Column	e_nF606W	(F6.2)	? 1-sigma error on F606W Sersic index (N_ERR_F606W)	[ucd=stat.error]
#Column	ARF606W	(F6.2)	F606W axis ratio (AR_F606W)	[ucd=phys.size.axisRatio]
#Column	e_ARF606W	(F6.2)	? 1-sigma error on F606W axis ratio (AR_ERR_F606W)	[ucd=stat.error]
#Column	PAF606W	(F6.2)	[] F606W position angle in decimal degrees (PA_F606W)	[ucd=pos.posAng]
#Column	e_PAF606W	(F6.2)	? 1-sigma error on F606W position angle in decimal degrees (PA_ERR_F606W)	[ucd=stat.error]
#Column	F814W	(F6.2)	Total F814W AB magnitude (MAG_F814W)	[ucd=phot.mag;em.opt.I]
#Column	e_F814W	(F6.2)	? 1-sigma error on Total F814W AB magnitude (MAG_ERR_F814W)	[ucd=stat.error]
#Column	ReF814W	(F6.2)	Circularised F814W effective radius in kpc (RE_F814W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF814W	(F6.2)	? 1-sigma error on Circularised F814W effective radius in kpc (RE_ERR_F814W)	[ucd=stat.error]
#Column	muF814W	(F6.2)	Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_F814W)	[ucd=phot.mag.sb]
#Column	e_muF814W	(F6.2)	? 1-sigma error on Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F814W)	[ucd=stat.error]
#Column	nF814W	(F6.2)	F814W Sersic index (N_F814W)	[ucd=stat.fit.param]
#Column	e_nF814W	(F6.2)	? 1-sigma error on F814W Sersic index (N_ERR_F814W)	[ucd=stat.error]
#Column	ARF814W	(F6.2)	F814W axis ratio (AR_F814W)	[ucd=phys.size.axisRatio]
#Column	e_ARF814W	(F6.2)	? 1-sigma error on F814W axis ratio (AR_ERR_F814W)	[ucd=stat.error]
#Column	PAF814W	(F6.2)	[] F814W position angle in decimal degrees (PA_F814W)	[ucd=pos.posAng]
#Column	e_PAF814W	(F6.2)	? 1-sigma error on F814W position angle in decimal degrees (PA_ERR_F814W)	[ucd=stat.error]
#Column	F105W	(F6.2)	? Total F105W AB magnitude (MAG_F105W)	[ucd=phot.mag;em.IR.J]
#Column	e_F105W	(F6.2)	? 1-sigma error on Total F105W AB magnitude (MAG_ERR_F105W)	[ucd=stat.error]
#Column	ReF105W	(F6.2)	Circularised F105W effective radius in kpc (RE_F105W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF105W	(F6.2)	? 1-sigma error on Circularised F105W effective radius in kpc (RE_ERR_F105W)	[ucd=stat.error]
#Column	muF105W	(F6.2)	Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_F105W)	[ucd=phot.mag.sb]
#Column	e_muF105W	(F6.2)	? 1-sigma error on Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F105W)	[ucd=stat.error]
#Column	nF105W	(F6.2)	F105W Sersic index (N_F105W)	[ucd=stat.fit.param]
#Column	e_nF105W	(F6.2)	? 1-sigma error on F105W Sersic index (N_ERR_F105W)	[ucd=stat.error]
#Column	ARF105W	(F6.2)	F105W axis ratio (AR_F105W)	[ucd=phys.size.axisRatio]
#Column	e_ARF105W	(F6.2)	? 1-sigma error on F105W axis ratio (AR_ERR_F105W)	[ucd=stat.error]
#Column	PAF105W	(F6.2)	[] F105W position angle in decimal degrees (PA_F105W)	[ucd=pos.posAng]
#Column	e_PAF105W	(F6.2)	? 1-sigma error on F105W position angle in decimal degrees (PA_ERR_F105W)	[ucd=stat.error]
#Column	F125W	(F6.2)	? Total F125W AB magnitude (MAG_F125W)	[ucd=phot.mag;em.IR.J]
#Column	e_F125W	(F6.2)	? 1-sigma error on Total F125W AB magnitude (MAG_ERR_F125W)	[ucd=stat.error]
#Column	ReF125W	(F6.2)	? Circularised F125W effective radius in kpc (RE_F125W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF125W	(F6.2)	? 1-sigma error on Circularised F125W effective radius in kpc (RE_ERR_F125W)	[ucd=stat.error]
#Column	muF125W	(F6.2)	? Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_F125W)	[ucd=phot.mag.sb]
#Column	e_muF125W	(F6.2)	? 1-sigma error on Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F125W)	[ucd=stat.error]
#Column	nF125W	(F6.2)	? F125W Sersic index (N_F125W)	[ucd=stat.fit.param]
#Column	e_nF125W	(F6.2)	? 1-sigma error on F125W Sersic index (N_ERR_F125W)	[ucd=stat.error]
#Column	ARF125W	(F6.2)	? F125W axis ratio (AR_F125W)	[ucd=phys.size.axisRatio]
#Column	e_ARF125W	(F6.2)	? 1-sigma error on F125W axis ratio (AR_ERR_F125W)	[ucd=stat.error]
#Column	PAF125W	(F6.2)	[]? F125W position angle in decimal degrees (PA_F125W)	[ucd=pos.posAng]
#Column	e_PAF125W	(F6.2)	? 1-sigma error on F125W position angle in decimal degrees (PA_ERR_F125W)	[ucd=stat.error]
#Column	F140W	(F6.2)	? Total F140W AB magnitude (MAG_F140W)	[ucd=phot.mag;em.IR.H]
#Column	e_F140W	(F6.2)	? 1-sigma error on Total F140W AB magnitude (MAG_ERR_F140W)	[ucd=stat.error]
#Column	ReF140W	(F6.2)	? Circularised F140W effective radius in kpc (RE_F140W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF140W	(F6.2)	? 1-sigma error on Circularised F140W effective radius in kpc (RE_ERR_F140W)	[ucd=stat.error]
#Column	muF140W	(F6.2)	? Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_F140W)	[ucd=phot.mag.sb]
#Column	e_muF140W	(F6.2)	? 1-sigma error on Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F140W)	[ucd=stat.error]
#Column	nF140W	(F6.2)	? F140W Sersic index (N_F140W)	[ucd=stat.fit.param]
#Column	e_nF140W	(F6.2)	? 1-sigma error on F140W Sersic index (N_ERR_F140W)	[ucd=stat.error]
#Column	ARF140W	(F6.2)	? F140W axis ratio (AR_F140W)	[ucd=phys.size.axisRatio]
#Column	e_ARF140W	(F6.2)	? 1-sigma error on F140W axis ratio (AR_ERR_F140W)	[ucd=stat.error]
#Column	PAF140W	(F6.2)	[]? F140W position angle in decimal degrees (PA_F140W)	[ucd=pos.posAng]
#Column	e_PAF140W	(F6.2)	? 1-sigma error on F140W position angle in decimal degrees (PA_ERR_F140W)	[ucd=stat.error]
#Column	F160W	(F6.2)	Total F160W AB magnitude (MAG_F160W)	[ucd=phot.mag;em.IR.H]
#Column	e_F160W	(F6.2)	? 1-sigma error on Total F160W AB magnitude (MAG_ERR_F160W)	[ucd=stat.error]
#Column	ReF160W	(F6.2)	Circularised F160W effective radius in kpc (RE_F160W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF160W	(F6.2)	? 1-sigma error on Circularised F160W effective radius in kpc (RE_ERR_F160W)	[ucd=stat.error]
#Column	muF160W	(F6.2)	Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_F160W)	[ucd=phot.mag.sb]
#Column	e_muF160W	(F6.2)	? 1-sigma error on Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F160W)	[ucd=stat.error]
#Column	nF160W	(F6.2)	F160W Sersic index (N_F160W)	[ucd=stat.fit.param]
#Column	e_nF160W	(F6.2)	? 1-sigma error on F160W Sersic index (N_ERR_F160W)	[ucd=stat.error]
#Column	ARF160W	(F6.2)	F160W axis ratio (AR_F160W)	[ucd=phys.size.axisRatio]
#Column	e_ARF160W	(F6.2)	? 1-sigma error on F160W axis ratio (AR_ERR_F160W)	[ucd=stat.error]
#Column	PAF160W	(F6.2)	[] F160W position angle in decimal degrees (PA_F160W)	[ucd=pos.posAng]
#Column	e_PAF160W	(F6.2)	? 1-sigma error on F160W position angle in decimal degrees (PA_ERR_F160W)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	F435W	e_F435W	ReF435W	e_ReF435W	muF435W	e_muF435W	nF435W	e_nF435W	ARF435W	e_ARF435W	PAF435W	e_PAF435W	F606W	e_F606W	ReF606W	e_ReF606W	muF606W	e_muF606W	nF606W	e_nF606W	ARF606W	e_ARF606W	PAF606W	e_PAF606W	F814W	e_F814W	ReF814W	e_ReF814W	muF814W	e_muF814W	nF814W	e_nF814W	ARF814W	e_ARF814W	PAF814W	e_PAF814W	F105W	e_F105W	ReF105W	e_ReF105W	muF105W	e_muF105W	nF105W	e_nF105W	ARF105W	e_ARF105W	PAF105W	e_PAF105W	F125W	e_F125W	ReF125W	e_ReF125W	muF125W	e_muF125W	nF125W	e_nF125W	ARF125W	e_ARF125W	PAF125W	e_PAF125W	F140W	e_F140W	ReF140W	e_ReF140W	muF140W	e_muF140W	nF140W	e_nF140W	ARF140W	e_ARF140W	PAF140W	e_PAF140W	F160W	e_F160W	ReF160W	e_ReF160W	muF160W	e_muF160W	nF160W	e_nF160W	ARF160W	e_ARF160W	PAF160W	e_PAF160W
      14	 14	064.02975	-24.07349	 25.91	  0.13	  0.82	  0.12	 22.40	  0.44	  1.16	  0.14	  0.82	  0.01	 43.58	  1.93	 23.94	  0.10	  1.07	  0.09	 21.00	  0.28	  1.97	  0.20	  0.89	  0.02	 43.75	  4.74	 23.03	  0.05	  1.11	  0.06	 20.16	  0.17	  2.17	  0.18	  0.90	  0.02	 40.77	  6.32	 22.71	  0.07	  0.98	  0.07	 19.59	  0.23	  1.77	  0.20	  0.88	  0.03	 28.76	  7.50	 22.48	  0.11	  0.98	  0.08	 19.34	  0.29	  1.83	  0.34	  0.90	  0.02	 22.17	  4.34	 22.39	  0.16	  0.99	  0.12	 19.28	  0.42	  1.93	  0.46	  0.92	  0.03	 25.15	  2.04	 22.27	  0.14	  0.91	  0.12	 18.97	  0.43	  1.71	  0.50	  0.91	  0.03	 25.33	  4.32
      15	 15	064.04010	-24.06591	 22.11	  0.08	  4.77	  0.45	 22.41	  0.29	  4.35	  0.11	  0.86	  0.00	 83.66	  1.28	 19.74	  0.19	  6.73	  2.33	 20.79	  0.95	  5.83	  0.80	  0.84	  0.01	 67.53	 51.53	 18.74	  0.19	  6.65	  2.13	 19.77	  0.88	  5.98	  0.65	  0.87	  0.01	 68.14	 46.72	 18.35	  0.16	  5.42	  1.57	 18.93	  0.79	  5.05	  0.73	  0.89	  0.02	 74.61	  5.22	 18.14	  0.17	  4.69	  1.45	 18.40	  0.84	  4.74	  0.94	  0.89	  0.03	 79.30	  6.63	 17.99	  0.23	  4.50	  1.73	 18.16	  1.07	  4.65	  1.16	  0.88	  0.03	 80.00	  4.99	 17.96	  0.11	  4.37	  0.65	 18.07	  0.43	  4.06	  0.72	  0.86	  0.04	 77.86	  5.24
      16	 16	064.04370	-24.07337	 25.61	  0.32	  1.36	  0.27	 23.19	  0.75	  1.14	  0.51	  0.32	  0.04	-57.90	  5.07	 24.16	  0.15	  1.43	  0.11	 21.84	  0.31	  0.73	  0.19	  0.34	  0.03	-59.87	  0.72	 23.97	  0.05	  1.27	  0.02	 21.40	  0.09	  0.59	  0.02	  0.35	  0.01	-59.63	  0.10	 23.53	  2.36	  1.30	  1.86	 21.01	  5.46	  0.62	  0.35	  0.30	  0.20	-58.94	  7.07	 22.90	  0.03	  2.20	  0.14	 21.53	  0.17	  2.14	  0.15	  0.38	  0.02	-60.00	  0.81	 23.30	  1.49	  0.76	  1.01	 19.60	  4.40	  0.42	  0.20	  0.14	  0.10	-59.54	 97.83	 22.99	  0.50	  1.64	  0.62	 20.97	  1.32	  2.57	  0.22	  0.22	  0.10	-69.04	  4.05
      17	 17	064.03758	-24.07276	 24.85	  0.14	  1.80	  0.28	 23.04	  0.48	  2.17	  0.26	  0.48	  0.01	 77.20	  1.11	 23.22	  0.09	  1.77	  0.25	 21.37	  0.40	  1.94	  0.29	  0.47	  0.01	 84.24	  0.85	 22.40	  0.18	  1.64	  0.28	 20.39	  0.55	  2.02	  0.38	  0.46	  0.02	 84.66	  0.39	 22.12	  0.09	  1.47	  0.19	 19.87	  0.36	  1.68	  0.26	  0.48	  0.03	 84.37	  0.41	 21.84	  0.11	  1.93	  0.23	 20.17	  0.36	  2.22	  0.30	  0.52	  0.02	 83.90	  0.52	 21.49	  0.23	  2.20	  0.36	 20.12	  0.58	  2.53	  0.47	  0.53	  0.02	 84.94	  0.71	 21.61	  0.07	  1.69	  0.16	 19.67	  0.27	  1.88	  0.23	  0.48	  0.05	 85.43	  0.72
      18	 18	064.03945	-24.06933	 22.92	  0.11	  1.87	  0.25	 21.18	  0.40	  2.70	  0.02	  0.47	  0.03	-37.40	  0.38	 20.82	  0.05	  2.61	  0.30	 19.81	  0.29	  3.08	  0.33	  0.37	  0.02	-36.66	  0.29	 19.86	  0.03	  2.43	  0.13	 18.70	  0.15	  2.89	  0.11	  0.36	  0.03	-36.23	  0.31	 19.41	  0.03	  2.29	  0.30	 18.12	  0.31	  2.48	  0.21	  0.35	  0.05	-35.72	  0.25	 19.20	  0.03	  2.16	  0.26	 17.79	  0.29	  2.08	  0.42	  0.36	  0.04	-35.92	  0.27	 19.06	  0.04	  2.32	  0.29	 17.79	  0.31	  2.34	  0.13	  0.38	  0.04	-36.08	  0.35	 18.87	  0.07	  1.88	  0.33	 17.15	  0.46	  2.12	  0.28	  0.40	  0.01	-36.13	  0.44
      19	 19	064.04516	-24.07145	 25.50	  0.03	  0.77	  0.00	 21.84	  0.04	  2.51	  0.24	  0.71	  0.00	-31.88	  0.07	 23.42	  0.04	  0.66	  0.05	 19.44	  0.21	  3.54	  0.11	  0.73	  0.04	-46.13	  2.39	 22.60	  0.06	  0.48	  0.02	 17.94	  0.14	  2.72	  0.64	  0.81	  0.03	-45.45	  6.90	 21.98	  0.02	  0.91	  0.03	 18.69	  0.10	  2.88	  0.16	  0.84	  0.04	-18.54	  5.73	 21.73	  0.04	  0.84	  0.07	 18.26	  0.23	  2.95	  0.21	  0.72	  0.10	-20.92	  1.17	 21.59	  0.02	  0.97	  0.02	 18.42	  0.07	  2.82	  0.11	  0.85	  0.03	-21.98	  0.92	 21.42	  0.04	  0.86	  0.09	 18.01	  0.27	  2.97	  0.37	  0.77	  0.06	-19.76	  2.15
      20	 20	064.03473	-24.06980	 23.51	  0.07	  1.33	  0.26	 21.04	  0.50	  3.21	  0.34	  0.39	  0.00	-25.23	  0.11	 21.39	  0.05	  2.02	  0.26	 19.82	  0.33	  4.47	  0.29	  0.35	  0.01	-25.65	  0.21	 20.50	  0.08	  1.74	  0.22	 18.62	  0.36	  4.66	  0.41	  0.32	  0.01	-25.73	  0.25	 20.15	  0.19	  1.32	  0.28	 17.66	  0.65	  4.00	  0.67	  0.30	  0.01	-25.36	  1.24	 19.73	  0.16	  1.70	  0.64	 17.78	  0.98	  5.13	  1.42	  0.33	  0.03	-25.24	  0.38	 19.80	  0.17	  1.30	  0.24	 17.28	  0.57	  3.38	  0.66	  0.39	  0.03	-25.06	  0.61	 19.67	  0.08	  1.24	  0.14	 17.05	  0.32	  3.22	  0.34	  0.39	  0.02	-25.46	  0.81
      21	 21	064.02536	-24.07220	 25.20	  0.20	  1.48	  0.38	 22.97	  0.75	  0.63	  0.36	  0.49	  0.02	-13.84	  2.18	 23.44	  0.18	  1.75	  0.48	 21.56	  0.77	  1.41	  0.31	  0.53	  0.04	 -2.50	  1.15	 22.34	  0.17	  2.42	  0.51	 21.17	  0.63	  1.88	  0.31	  0.56	  0.05	 -4.14	  2.53	 21.98	  0.42	  2.66	  0.57	 21.02	  0.88	  2.12	  0.57	  0.52	  0.14	 19.16	 13.74	 22.07	  0.61	  1.46	  0.97	 19.80	  2.05	  1.67	  0.97	  0.54	  0.06	  2.43	 10.87	 21.84	  0.76	  0.84	  0.78	 18.36	  2.79	  0.75	  0.59	  0.54	  0.08	  5.40	  4.28	 21.85	  0.64	  1.04	  0.76	 18.84	  2.22	  1.22	  0.49	  0.42	  0.11	 -3.72	  4.40
      22	 22	064.03541	-24.06788	 23.92	  0.00	  1.07	  0.07	 20.97	  0.14	  3.61	  0.01	  0.79	  0.10	-72.74	  0.01	 22.04	  0.07	  0.73	  0.04	 18.27	  0.18	  2.87	  0.21	  0.71	  0.01	-67.52	  3.66	 21.05	  0.00	  0.78	  0.00	 17.42	  0.02	  2.97	  0.02	  0.71	  0.00	-63.02	  0.40	 20.54	  0.02	  1.01	  0.04	 17.46	  0.11	  2.64	  0.15	  0.85	  0.03	-60.70	  2.85	 20.27	  0.02	  0.98	  0.04	 17.14	  0.11	  2.93	  0.28	  0.83	  0.01	-62.72	  1.40	 20.12	  0.02	  1.03	  0.03	 17.08	  0.08	  2.74	  0.14	  0.83	  0.04	-61.29	  0.06	 19.96	  0.02	  1.02	  0.03	 16.91	  0.09	  2.79	  0.17	  0.81	  0.03	-59.31	  0.91
      23	 23	064.03878	-24.07072	 24.07	  0.04	  0.97	  0.05	 20.90	  0.16	  2.37	  0.19	  0.42	  0.04	 27.77	  0.48	 22.26	  0.06	  0.82	  0.05	 18.74	  0.20	  2.13	  0.10	  0.41	  0.04	 28.05	  0.30	 21.44	  0.01	  0.95	  0.02	 18.25	  0.05	  2.50	  0.04	  0.51	  0.01	 27.51	  0.29	 21.05	  0.02	  1.03	  0.03	 18.03	  0.09	  2.49	  0.11	  0.53	  0.02	 27.09	  0.71	 20.87	  0.00	  1.08	  0.04	 17.95	  0.09	  2.67	  0.07	  0.56	  0.04	 26.61	  0.32	 20.75	  0.02	  1.08	  0.02	 17.82	  0.06	  2.62	  0.10	  0.55	  0.01	 26.88	  0.05	 20.64	  0.03	  1.08	  0.04	 17.71	  0.11	  2.55	  0.08	  0.56	  0.02	 26.99	  0.26
      24	 24	064.03344	-24.06907	 24.30	  0.09	  1.29	  0.22	 21.77	  0.47	  2.55	  0.26	  0.82	  0.01	 84.89	  1.23	 22.46	  0.05	  1.17	  0.12	 19.72	  0.27	  2.53	  0.22	  0.81	  0.02	 11.63	 90.28	 21.49	  0.05	  1.23	  0.07	 18.85	  0.17	  2.84	  0.27	  0.83	  0.02	 28.94	 84.35	 21.07	  0.05	  1.10	  0.08	 18.18	  0.20	  2.34	  0.33	  0.85	  0.02	 74.78	 35.37	 20.83	  0.07	  1.05	  0.09	 17.84	  0.25	  2.32	  0.34	  0.85	  0.01	 85.05	  3.20	 20.71	  0.08	  1.03	  0.07	 17.69	  0.22	  2.24	  0.35	  0.85	  0.01	 85.05	  3.72	 20.53	  0.12	  0.98	  0.12	 17.38	  0.39	  2.39	  0.45	  0.84	  0.01	 45.38	 78.11
      25	 25	064.04089	-24.06973	 25.08	  0.12	  1.04	  0.12	 22.07	  0.36	  2.13	  0.20	  0.84	  0.01	-39.53	  1.03	 23.52	  0.07	  0.86	  0.03	 20.11	  0.14	  1.95	  0.05	  0.90	  0.01	 78.04	 52.87	 22.66	  0.05	  0.86	  0.03	 19.24	  0.11	  2.11	  0.19	  0.95	  0.01	 -8.98	 84.72	 22.23	  0.04	  0.89	  0.06	 18.90	  0.20	  2.48	  0.39	  0.97	  0.01	-41.44	 39.08	 22.04	  0.06	  0.93	  0.08	 18.80	  0.24	  2.87	  0.51	  0.96	  0.02	-36.89	 57.11	 21.98	  0.03	  0.91	  0.03	 18.69	  0.10	  2.63	  0.09	  0.98	  0.02	-49.23	 29.47	 21.86	  0.10	  0.85	  0.09	 18.40	  0.34	  2.69	  0.55	  0.96	  0.04	 23.38	 53.15
      26	 26	064.04269	-24.06513	 23.93	  0.09	  1.65	  0.14	 21.93	  0.27	  1.79	  0.11	  0.42	  0.02	 77.61	  0.02	 22.16	  0.04	  1.70	  0.19	 20.22	  0.28	  1.99	  0.21	  0.41	  0.02	 76.67	  0.29	 21.26	  0.02	  1.96	  0.06	 19.64	  0.09	  2.15	  0.12	  0.40	  0.01	 76.46	  0.44	 20.82	  0.03	  1.90	  0.14	 19.12	  0.19	  1.94	  0.17	  0.41	  0.04	 75.99	  0.55	 20.57	  0.02	  1.82	  0.12	 18.77	  0.16	  1.74	  0.43	  0.41	  0.04	 76.69	  0.57	 20.42	  0.01	  1.85	  0.03	 18.66	  0.05	  2.31	  0.10	  0.47	  0.01	 76.36	  0.13	 20.27	  0.00	  1.75	  0.01	 18.39	  0.01	  2.05	  0.01	  0.44	  0.00	 76.98	  0.13
      27	 27	064.04477	-24.06982	 26.92	  0.00	  0.36	  0.03	 21.64	  0.18	  2.38	  0.22	  0.91	  0.02	 52.19	 65.49	 24.69	  0.11	  0.24	  0.06	 18.49	  0.64	  4.75	  1.09	  0.91	  0.03	-50.42	 82.60	 23.83	  0.05	  0.26	  0.05	 17.81	  0.44	  3.34	  0.79	  0.90	  0.04	 35.20	 31.43	 23.29	  0.12	  0.25	  0.02	 17.23	  0.28	  4.08	  0.55	  0.80	  0.06	 19.52	  2.33	 22.99	  0.10	  0.32	  0.06	 17.46	  0.50	  3.04	  0.51	  0.75	  0.07	 14.14	  5.96	 22.87	  0.08	  0.30	  0.02	 17.19	  0.24	  2.39	  0.52	  0.79	  0.06	 14.38	  4.56	 22.75	  0.06	  0.26	  0.03	 16.73	  0.28	  3.06	  1.16	  0.79	  0.08	 11.72	  5.28
      28	 28	064.03958	-24.06716	 26.36	  0.19	  1.57	  0.31	 24.25	  0.62	  1.41	  0.23	  0.55	  0.08	 -8.11	  0.23	 25.29	  0.46	  1.07	  0.21	 22.34	  0.89	  1.06	  0.37	  0.44	  0.04	 19.07	  9.51	 24.35	  0.08	  1.17	  0.05	 21.61	  0.17	  1.73	  0.12	  0.59	  0.03	  8.18	  0.48	 24.05	  0.08	  1.09	  0.04	 21.15	  0.16	  1.72	  0.08	  0.60	  0.02	  8.21	  1.47	 23.65	  0.25	  1.24	  0.11	 21.03	  0.44	  1.63	  0.11	  0.64	  0.05	  7.61	  0.65	 23.78	  0.07	  1.08	  0.05	 20.87	  0.17	  1.78	  0.12	  0.53	  0.03	  7.08	  0.32	 23.63	  0.05	  1.08	  0.06	 20.70	  0.17	  1.63	  0.13	  0.56	  0.04	  6.62	  0.19
      29	 29	064.03519	-24.06874	 24.75	  0.00	  2.35	  0.00	 23.51	  0.00	  1.47	  0.00	  0.99	  0.00	-76.08	  0.08	 22.87	  0.15	  2.37	  0.07	 21.66	  0.21	  1.61	  0.05	  1.00	  0.01	 -6.52	 41.08	 21.92	  0.02	  2.74	  0.03	 21.03	  0.04	  2.26	  0.08	  0.98	  0.01	-66.03	  4.74	 21.56	  0.02	  2.67	  0.05	 20.60	  0.07	  2.26	  0.07	  0.98	  0.02	-72.28	  5.08	 21.32	  0.06	  2.79	  0.08	 20.45	  0.12	  2.13	  0.10	  1.00	  0.01	 35.06	 98.72	 21.26	  0.02	  2.66	  0.07	 20.29	  0.08	  2.29	  0.06	  0.97	  0.03	-67.59	  5.03	 21.21	  0.02	  2.63	  0.09	 20.21	  0.09	  2.34	  0.08	  0.97	  0.04	-73.55	  2.88
