galaxy	point_index	observed_speed_km_s	observed_speed_error_km_s
WALLABY J123917-003149	18	9.620000000000e+01	1.341640786500e+00
WALLABY J123917-003149	19	9.580000000000e+01	8.485281374239e-01
WALLABY J123917-003149	20	9.520000000000e+01	6.000000000000e-01
WALLABY J123917-003149	21	9.440000000000e+01	9.219544457293e-01
WALLABY J123917-003149	22	9.350000000000e+01	1.431782106328e+00
WALLABY J123917-003149	23	9.280000000000e+01	1.676305461424e+00
WALLABY J123917-003149	24	9.200000000000e+01	1.676305461424e+00
WALLABY J123917-003149	25	9.120000000000e+01	1.300000000000e+00
WALLABY J123917-003149	26	9.070000000000e+01	1.029563014099e+00
WALLABY J123917-003149	27	9.090000000000e+01	1.029563014099e+00
WALLABY J123917-003149	28	9.160000000000e+01	1.208304597359e+00
WALLABY J123917-003149	29	9.270000000000e+01	1.392838827718e+00
WALLABY J123917-003149	30	9.400000000000e+01	1.523154621173e+00
WALLABY J123917-003149	31	9.540000000000e+01	1.431782106328e+00
WALLABY J123917-003149	32	9.690000000000e+01	1.166190378969e+00
WALLABY J123917-003149	33	9.860000000000e+01	8.485281374239e-01
WALLABY J123917-003149	34	1.004000000000e+02	6.000000000000e-01
WALLABY J123917-003149	35	1.022000000000e+02	1.081665382639e+00
WALLABY J123917-003149	36	1.041000000000e+02	1.992485884517e+00
WALLABY J123917-003149	37	1.060000000000e+02	3.255764119220e+00
WALLABY J123917-003149	38	1.079000000000e+02	4.738143096193e+00
WALLABY J123917-003149	39	1.099000000000e+02	6.328506932919e+00
WALLABY J123917-003149	40	1.140000000000e+02	6.438167441128e+00
WALLABY J123917-003149	41	1.173000000000e+02	8.229823813424e+00
WALLABY J123917-003149	42	1.186000000000e+02	1.291897828777e+01
WALLABY J123917-003149	43	1.187000000000e+02	1.961249601657e+01
WALLABY J123917-003149	44	1.218000000000e+02	2.401020616321e+01
WALLABY J123917-003149	45	1.303000000000e+02	2.401332963169e+01
WALLABY J125549+040049	0	2.790000000000e+01	8.028075734571e+00
WALLABY J125549+040049	1	4.600000000000e+01	3.125699921618e+00
WALLABY J125549+040049	2	5.600000000000e+01	4.465422712353e+00
WALLABY J125549+040049	3	6.230000000000e+01	5.161395160226e+00
WALLABY J125549+040049	4	6.520000000000e+01	4.833218389438e+00
WALLABY J125549+040049	5	6.650000000000e+01	4.743416490253e+00
WALLABY J125549+040049	6	6.920000000000e+01	4.707440918376e+00
WALLABY J125549+040049	7	7.470000000000e+01	5.080354318352e+00
WALLABY J125549+040049	8	7.160000000000e+01	8.653323061114e+00
WALLABY J130053-132655	0	1.201000000000e+02	4.102645487975e+01
WALLABY J130053-132655	1	1.611000000000e+02	1.885338165953e+01
WALLABY J130053-132655	2	1.660000000000e+02	1.930025906562e+01
WALLABY J130053-132655	3	1.688000000000e+02	1.962549362437e+01
WALLABY J130053-132655	4	1.726000000000e+02	2.022374841616e+01
WALLABY J130053-132655	5	1.744000000000e+02	2.049219363563e+01
WALLABY J130053-132655	6	1.713000000000e+02	2.005642041841e+01
WALLABY J130053-132655	7	1.707000000000e+02	2.007311634998e+01
WALLABY J130053-132655	8	1.733000000000e+02	2.029408780901e+01
WALLABY J130053-132655	9	1.717000000000e+02	2.156153983369e+01
WALLABY J130053-132655	10	1.660000000000e+02	2.343885662740e+01
WALLABY J130053-132655	11	1.609000000000e+02	2.283199509460e+01
WALLABY J130053-132655	12	1.652000000000e+02	2.164809460438e+01
WALLABY J130059-143042	0	1.317000000000e+02	6.997556716455e+01
WALLABY J130059-143042	1	2.122000000000e+02	4.749442072497e+01
WALLABY J130059-143042	2	1.845000000000e+02	2.389476930209e+01
WALLABY J130059-143042	3	1.514000000000e+02	1.926084110313e+01
WALLABY J130059-143042	4	1.616000000000e+02	2.488232304267e+01
WALLABY J130059-143042	5	1.971000000000e+02	2.399103999413e+01
WALLABY J130059-143042	6	2.000000000000e+02	2.718970393366e+01
WALLABY J130059-143042	7	1.955000000000e+02	2.428435710493e+01
WALLABY J130059-143042	8	1.131000000000e+02	6.983673818271e+01
WALLABY J130315+074816	0	1.055000000000e+02	5.674116671342e+01
WALLABY J130315+074816	1	1.547000000000e+02	1.761732102222e+01
WALLABY J130315+074816	2	1.556000000000e+02	1.837307813079e+01
WALLABY J130315+074816	3	1.695000000000e+02	1.015332457868e+01
WALLABY J130315+074816	4	1.841000000000e+02	7.782030583337e+00
WALLABY J130315+074816	5	2.022000000000e+02	2.133775995741e+01
WALLABY J130315+074816	6	2.055000000000e+02	2.460284536390e+01
WALLABY J130315+074816	7	1.468000000000e+02	3.396483475596e+01
WALLABY J130415-102023	0	2.407000000000e+02	1.135341358359e+01
WALLABY J130415-102023	1	2.386000000000e+02	1.096585609973e+01
WALLABY J130415-102023	2	2.404000000000e+02	9.786725703727e+00
WALLABY J130415-102023	3	2.429000000000e+02	1.034069630151e+01
WALLABY J130415-102023	4	2.421000000000e+02	1.070186899565e+01
WALLABY J130415-102023	5	2.371000000000e+02	9.642095207993e+00
WALLABY J130415-102023	6	2.330000000000e+02	9.535197952848e+00
WALLABY J130415-102023	7	2.325000000000e+02	9.426027795418e+00
WALLABY J130415-102023	8	2.332000000000e+02	9.453041838477e+00
WALLABY J130415-102023	9	2.349000000000e+02	1.009009415219e+01
WALLABY J130415-102023	10	2.368000000000e+02	1.121605991425e+01
WALLABY J130415-102023	11	2.380000000000e+02	1.200000000000e+01
WALLABY J130415-102023	12	2.387000000000e+02	1.236931687685e+01
WALLABY J130415-102023	13	2.392000000000e+02	1.257338458809e+01
WALLABY J130415-102023	14	2.394000000000e+02	1.226132129911e+01
WALLABY J163518-581311	0	9.210000000000e+01	1.454269576110e+01
WALLABY J163518-581311	1	1.231000000000e+02	1.145862120850e+01
WALLABY J163518-581311	2	1.377000000000e+02	1.278827588067e+01
WALLABY J163518-581311	3	1.401000000000e+02	1.302497600766e+01
WALLABY J163518-581311	4	1.386000000000e+02	1.284133949399e+01
WALLABY J163518-581311	5	1.370000000000e+02	1.271416532848e+01
WALLABY J163518-581311	6	1.356000000000e+02	1.260198397079e+01
WALLABY J163518-581311	7	1.347000000000e+02	1.254472000485e+01
WALLABY J163518-581311	8	1.344000000000e+02	1.264950591920e+01
WALLABY J163518-581311	9	1.346000000000e+02	1.288448679614e+01
WALLABY J163650-601632	0	1.066000000000e+02	1.918462926407e+01
WALLABY J163650-601632	1	1.396000000000e+02	4.188078318274e+00
WALLABY J163650-601632	2	1.475000000000e+02	2.596150997149e+00
WALLABY J163650-601632	3	1.460000000000e+02	4.000000000000e+00
WALLABY J163650-601632	4	1.449000000000e+02	2.830194339617e+00
WALLABY J163650-601632	5	1.441000000000e+02	2.830194339617e+00
WALLABY J163650-601632	6	1.410000000000e+02	2.830194339617e+00
WALLABY J163650-601632	7	1.371000000000e+02	2.300000000000e+00
WALLABY J163650-601632	8	1.348000000000e+02	2.376972864801e+00
WALLABY J163650-601632	9	1.271000000000e+02	7.788452991448e+00
WALLABY J163924-565221	0	2.190000000000e+01	9.849365461795e+00
WALLABY J163924-565221	1	3.690000000000e+01	6.293647591024e+00
WALLABY J163924-565221	2	4.920000000000e+01	6.140032573204e+00
WALLABY J163924-565221	3	5.900000000000e+01	7.156814934033e+00
WALLABY J163924-565221	4	6.470000000000e+01	7.831347265956e+00
WALLABY J163924-565221	5	6.590000000000e+01	8.089499366463e+00
WALLABY J163924-565221	6	6.900000000000e+01	8.300602387779e+00
WALLABY J163924-565221	7	7.250000000000e+01	9.304837451562e+00
WALLABY J163924-565221	8	6.940000000000e+01	8.515867542418e+00
WALLABY J163924-565221	9	6.650000000000e+01	8.089499366463e+00
WALLABY J163924-565221	10	6.690000000000e+01	9.847334664771e+00
WALLABY J164740-600851	0	6.300000000000e+01	1.860967490312e+01
WALLABY J164740-600851	1	1.128000000000e+02	7.566372975211e+00
WALLABY J164740-600851	2	1.364000000000e+02	2.996664812754e+00
WALLABY J164740-600851	3	1.407000000000e+02	3.269556544854e+00
WALLABY J164740-600851	4	1.361000000000e+02	3.640054944640e+00
WALLABY J164740-600851	5	1.318000000000e+02	2.418677324490e+00
WALLABY J164740-600851	6	1.315000000000e+02	3.138470965295e+00
WALLABY J164740-600851	7	1.312000000000e+02	2.080865204668e+00
WALLABY J165804-605308	0	1.700000000000e+01	2.549509756796e+00
WALLABY J165804-605308	1	2.280000000000e+01	3.178049716414e+00
WALLABY J165804-605308	2	2.780000000000e+01	4.085339643163e+00
WALLABY J165804-605308	3	3.290000000000e+01	4.570557952811e+00
WALLABY J165804-605308	4	3.730000000000e+01	5.162363799656e+00
WALLABY J165804-605308	5	4.170000000000e+01	6.109828148156e+00
WALLABY J165804-605308	6	4.840000000000e+01	7.022819946432e+00
WALLABY J165804-605308	7	5.590000000000e+01	8.285529554591e+00
WALLABY J165804-605308	8	6.590000000000e+01	9.425497334359e+00
WALLABY J165804-605308	9	7.310000000000e+01	1.192686044188e+01
WALLABY J165901-601241	0	8.460000000000e+01	2.187532856896e+01
WALLABY J165901-601241	1	1.023000000000e+02	2.127275252524e+01
WALLABY J165901-601241	2	1.133000000000e+02	2.301521236052e+01
WALLABY J165901-601241	3	1.203000000000e+02	2.515571505642e+01
WALLABY J165901-601241	4	1.197000000000e+02	2.316635491397e+01
WALLABY J165901-601241	5	1.182000000000e+02	2.086767835673e+01
WALLABY J165901-601241	6	1.205000000000e+02	2.090000000000e+01
WALLABY J165901-601241	7	1.260000000000e+02	2.200045454076e+01
WALLABY J165901-601241	8	1.333000000000e+02	2.318641843839e+01
WALLABY J165901-601241	9	1.403000000000e+02	2.431008021377e+01
WALLABY J165901-601241	10	1.453000000000e+02	2.520019841192e+01
WALLABY J165901-601241	11	1.490000000000e+02	2.583795657555e+01
WALLABY J165901-601241	12	1.509000000000e+02	2.630969403091e+01
WALLABY J165901-601241	13	1.501000000000e+02	2.608466982731e+01
WALLABY J165901-601241	14	1.478000000000e+02	2.567800615313e+01
WALLABY J165901-601241	15	1.452000000000e+02	2.540236209489e+01
WALLABY J165901-601241	16	1.434000000000e+02	2.533969218440e+01
WALLABY J165901-601241	17	1.429000000000e+02	2.544661077629e+01
WALLABY J165901-601241	18	1.434000000000e+02	2.558945095152e+01
WALLABY J165901-601241	19	1.446000000000e+02	2.559316314956e+01
WALLABY J165901-601241	20	1.465000000000e+02	2.557655176133e+01
WALLABY J165901-601241	21	1.492000000000e+02	2.590077218926e+01
WALLABY J165901-601241	22	1.514000000000e+02	2.651886121235e+01
WALLABY J165901-601241	23	1.491000000000e+02	2.748545069669e+01
WALLABY J165901-601241	24	1.520000000000e+02	2.764416755846e+01
WALLABY J165901-601241	25	1.531000000000e+02	2.753125496595e+01
WALLABY J165901-601241	26	1.539000000000e+02	2.730164830189e+01
WALLABY J165901-601241	27	1.550000000000e+02	2.722590678012e+01
WALLABY J165901-601241	28	1.571000000000e+02	2.735287919032e+01
WALLABY J165901-601241	29	1.577000000000e+02	2.741477703721e+01
WALLABY J165901-601241	30	1.609000000000e+02	2.799464234456e+01
WALLABY J165901-601241	31	1.622000000000e+02	2.831713262320e+01
WALLABY J165901-601241	32	1.623000000000e+02	2.840422503784e+01
WALLABY J165901-601241	33	1.713000000000e+02	3.199531215663e+01
WALLABY J170303-614604	0	1.410000000000e+02	3.771153669635e+01
WALLABY J170303-614604	1	1.221000000000e+02	1.137453295744e+01
WALLABY J170303-614604	2	1.258000000000e+02	1.329699214108e+01
WALLABY J170303-614604	3	1.353000000000e+02	1.253235811809e+01
WALLABY J170303-614604	4	1.397000000000e+02	1.291394595002e+01
WALLABY J170303-614604	5	1.415000000000e+02	1.310152662860e+01
WALLABY J170303-614604	6	1.418000000000e+02	1.310343466424e+01
WALLABY J170303-614604	7	1.402000000000e+02	1.305526713629e+01
WALLABY J171804-575135	0	1.000000000000e+01	6.324555320337e-01
WALLABY J171804-575135	1	2.930000000000e+01	3.471310991542e+00
WALLABY J171804-575135	2	4.040000000000e+01	2.102379604163e+00
WALLABY J171804-575135	3	4.900000000000e+01	1.140175425099e+00
WALLABY J171804-575135	4	5.730000000000e+01	1.640121946686e+00
WALLABY J171804-575135	5	6.270000000000e+01	1.456021977856e+00
WALLABY J171804-575135	6	6.660000000000e+01	1.615549442140e+00
WALLABY J171804-575135	7	7.010000000000e+01	2.000000000000e+00
WALLABY J171804-575135	8	7.300000000000e+01	2.061552812809e+00
WALLABY J171804-575135	9	7.570000000000e+01	2.024845673132e+00
WALLABY J171804-575135	10	7.820000000000e+01	1.878829422806e+00
WALLABY J171804-575135	11	8.050000000000e+01	1.843908891459e+00
WALLABY J171804-575135	12	8.250000000000e+01	1.802775637732e+00
WALLABY J171804-575135	13	8.420000000000e+01	1.964688270439e+00
WALLABY J171804-575135	14	8.560000000000e+01	2.102379604163e+00
WALLABY J171804-575135	15	8.650000000000e+01	2.483948469675e+00
WALLABY J171804-575135	16	8.640000000000e+01	3.061045573003e+00
WALLABY J171804-575135	17	8.500000000000e+01	3.635931792540e+00
WALLABY J171804-575135	18	8.240000000000e+01	4.024922359500e+00
WALLABY J172007-600928	0	1.214000000000e+02	6.221157448578e+01
WALLABY J172007-600928	1	1.911000000000e+02	4.763790507569e+01
WALLABY J172007-600928	2	1.611000000000e+02	5.920304046246e+00
WALLABY J172007-600928	3	1.587000000000e+02	1.886796226411e+00
WALLABY J172007-600928	4	1.675000000000e+02	2.202271554555e+00
WALLABY J172007-600928	5	1.712000000000e+02	1.700000000000e+00
WALLABY J172007-600928	6	1.711000000000e+02	1.972308292332e+00
WALLABY J172007-600928	7	1.692000000000e+02	1.746424919657e+00
WALLABY J172007-600928	8	1.655000000000e+02	4.588027898782e+00
