#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:41:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:41:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec1&-out=Group,RAdeg,DEdeg,Nmemb,zsp,LR195,D10&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec1:
#Name: J/A+A/690/A52/tablec1
#Title: Clean SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	Nmemb	(I3)	Number of spectroscopic members after the cleaning (NMEM)	[ucd=meta.number]
#Column	zsp	(F11.9)	Group redshift, assigned using median value of clean members (ZSPEC)	[ucd=src.redshift]
#Column	LR195	(F10.6)	? Cleaned luminosity in r band, using Mr<-19.5 galaxy sample (z<0.06 groups) (L_R195_CLEAN)	[ucd=phys.luminosity;em.opt]
#Column	D10	(F11.8)	Large-scale density, in 0.01227*10^10^M_{sun}/Mpc^3^ units (D_10)	[ucd=phys.density]
Group	Nmemb	zsp	LR195	D10
 1394	 20	0.037167660	 36.652405	 3.64465736
 1398	 88	0.045676077	150.286777	11.88171252
 1399	 15	0.045629175	 27.910764	10.54655790
 1401	  7	0.043544331	 14.816380	 8.28197189
 1433	 36	0.057371920	 69.862649	 5.21217876
 1449	 17	0.058685851	 35.648956	 3.75616119
 1468	  6	0.047082774	 25.031155	 4.70496381
 1537	197	0.024725418	130.174911	15.95420571
 1539	223	0.024137152	168.354592	16.57905561
 1540	 32	0.022224661	 20.405161	12.16443746
 1541	  8	0.027207144	  3.029827	 3.11363135
 1542	  7	0.023630666	  3.136192	15.25082112
 1544	 19	0.026537659	 11.848100	 5.31458682
 1545	  6	0.019705145	  8.188201	 1.99444015
 1546	 24	0.020649521	 17.124253	 3.03777775
 1547	 31	0.025026653	 21.445648	15.62096824
 1548	 14	0.019896707	  3.271698	 1.86810108
 1549	 10	0.018874759	  3.594002	 1.59073881
 1550	 26	0.024513297	 21.282381	16.37804993
 1551	 11	0.024450600	 18.814032	15.58437887
 1552	  6	0.025234256	  6.980300	15.35268637
 1553	 16	0.026192784	 15.849688	 8.30215750
 1555	  5	0.025503928	  5.601560	11.67017481
 1557	 41	0.023669917	 31.241529	12.62603388
 1558	 46	0.023333654	 18.445787	11.55796696
 1559	 23	0.024803415	 10.452073	13.42136779
 1560	 13	0.022581834	  9.876890	 7.82716281
 1561	  5	0.025597857	  4.438252	13.13796678
 1562	  6	0.023929218	  5.600120	13.66154507
 1576	 67	0.059458047	141.828236	 7.74384954
 1578	  5	0.058458294	  4.663941	 5.17888902
 1580	  8	0.059661935	 12.243246	 7.51979538
 1581	  7	0.057555116	  8.782542	 5.60062984
 1589	  9	0.047930212	 22.748940	 5.98161320
 1592	 48	0.028610185	 42.637960	 3.91417379
 1593	  6	0.028415830	  0.488955	 3.86714384
 1601	 22	0.033889299	 25.525752	 3.74154806
 1695	 46	0.040493968	 60.412327	 4.96648591
 1742	 13	0.057575990	 31.532199	 5.10151371
 1759	 10	0.041564292	  7.663595	 2.99628899
 1835	  9	0.028658006	 25.170366	 5.91409524
 1876	 13	0.029302138	 10.583730	 3.57854335
 1877	  9	0.029075583	 20.695149	 3.47948662
 1878	  7	0.028960614	  3.136890	 3.75870160
 1949	 71	0.031058106	 61.698842	15.87917269
 1963	 56	0.040766206	 77.505131	 7.74142691
 1964	 36	0.040584979	 44.286670	 7.52465171
 1965	 14	0.040852999	 12.900912	 7.57351237
 1967	  6	0.040371772	  6.849292	 7.38447670
 1968	  5	0.040722453	  1.781010	 7.47029258
 2130	 19	0.047473697	 28.850371	 7.02784747
 2305	 31	0.037130362	 39.484104	11.35011208
 2321	  6	0.049340943	 16.681882	 4.48027116
 2411	 92	0.038886594	106.247238	10.35839052
 2412	 50	0.035643484	 47.284722	14.46086851
 2413	 35	0.035674071	 30.916585	15.98531848
 2416	144	0.035628317	133.102357	15.77451579
 2417	 31	0.034504162	 27.441706	14.27326887
 2418	 23	0.035304876	 20.536202	14.51480264
 2419	 19	0.037158532	 19.708257	12.52503193
 2420	 64	0.034237671	 85.376848	12.08833387
 2421	 42	0.038694193	 45.840512	11.29773878
 2422	 13	0.036882477	  7.899753	12.56804763
 2423	 61	0.044436833	 83.090045	 5.35622151
 2424	 97	0.040378219	115.995871	 8.17200164
 2425	 62	0.038152456	 90.282421	11.23266446
 2426	 25	0.036501649	 22.905811	13.45313093
 2427	 11	0.036294439	  2.930021	14.77991305
 2429	  6	0.037454994	  6.523495	10.64040970
 2432	  7	0.034586634	  4.222006	14.80381200
 2433	  7	0.037301802	  3.064188	11.53848456
 2437	  8	0.035780419	  5.928747	13.31951711
 2496	 62	0.054539334	116.667845	10.74850811
 2497	 20	0.052343943	 33.411945	 9.43023372
 2499	  6	0.053412697	  9.328378	10.70571119
 2537	 31	0.024020129	 34.520722	 5.94237148
 2560	 15	0.058664522	 41.878800	 3.00920692
 2585	  5	0.051543988	 19.813439	 1.84523927
 2593	 22	0.023557814	 37.983311	 3.19305402
 2594	 12	0.023839017	  7.175812	 3.17197240
 2620	 54	0.039375400	 66.059644	 7.32510823
 2672	 64	0.055175646	122.726139	 7.03335111
 2723	 77	0.021200069	 57.340041	 4.21654396
 2841	 14	0.052930420	 19.027936	 5.99288473
 3057	 18	0.059977677	 39.102720	 3.58406328
 3058	 38	0.032300563	 34.919480	 6.16933100
 3059	 10	0.032496303	  2.940948	 6.12011375
 3117	 11	0.031243467	 21.214203	 2.77591551
 3118	  5	0.030792367	  2.170280	 2.94012849
 3128	 30	0.032107930	 37.725198	 5.12696285
 3167	 24	0.041969426	 29.526533	 5.63145910
 3244	 21	0.047626451	 41.592112	 4.28268937
 3258	 25	0.055103029	 51.984038	 4.77738024
 3292	 51	0.050786248	 74.644658	 6.17012477
 3299	 10	0.037691467	  4.861330	 9.53730845
 3329	 12	0.052713725	 20.867729	 4.53384521
 3366	 22	0.051016519	 28.529086	 3.88482719
 3367	  7	0.051887833	  7.197222	 2.99002183
 3398	 12	0.055250588	 37.354027	 3.98510076
 3410	 37	0.049085256	 51.364271	 5.38990464
 3460	 26	0.043885101	 33.561490	 4.28617984
 3513	 26	0.035717417	 33.757843	 5.94513270
 3515	  6	0.035095886	  5.399499	 5.89797219
 3565	 18	0.047762649	 34.066228	 7.32247127
 3566	 19	0.048584614	 22.597541	 5.21909067
 3567	  6	0.045947823	  5.273398	 7.73157431
 3628	 20	0.046111205	 38.756655	 5.71980435
 3630	  6	0.045038601	  8.125614	 4.42630358
 3631	  5	0.044310019	  2.918427	 3.79937928
 3651	 15	0.053996866	 33.709720	 4.75852089
 3669	 40	0.047435099	 63.752804	 4.75131670
 3692	 24	0.025372075	 34.034641	 6.05864050
 3805	  7	0.047267067	 14.382820	 2.55453925
 3902	 17	0.055202059	 44.725592	 2.68136470
 3967	  6	0.031236548	 13.573400	 2.92868878
 3978	106	0.035107454	115.861423	11.11490853
 3979	 10	0.034935752	  9.573006	10.02691063
 3995	 32	0.030343208	 38.228894	 2.04920974
 3997	  5	0.029804982	  4.284524	 1.91905119
 4047	 40	0.056975894	 72.566131	 6.53091394
 4073	 12	0.056160709	 23.944551	 2.38965788
 4084	 43	0.057731947	 62.651763	 8.07399152
 4086	  6	0.057122415	 13.314460	 7.24234033
 4088	  5	0.059168294	 10.960179	 6.79614716
 4117	  7	0.040430796	 11.506592	 2.84145239
 4245	 49	0.023919010	 36.195538	 4.35500680
 4246	 20	0.023638086	 12.913011	 4.28766323
 4247	 12	0.022669280	  7.580499	 3.93527285
 4436	 31	0.045473540	 44.277789	 3.39710464
 4472	 49	0.037207505	 49.464308	10.65352395
 4473	 31	0.036505519	 30.291744	10.24463827
 4474	 21	0.041680592	 23.656232	 4.39391396
 4475	 15	0.038047722	 27.623909	10.35042912
 4479	  5	0.042960269	  8.177567	 4.57808059
 4481	 11	0.037050980	 14.515079	10.20025594
 4482	  7	0.038903570	  9.781061	 8.36405785
 4483	  5	0.038332358	 15.533446	 9.65485075
 4536	 14	0.046780326	 15.147759	 2.61733048
 4557	  5	0.051657951	 15.183145	 2.98834999
 4561	 31	0.046320167	 48.234494	 5.74112243
 4654	 25	0.023133511	 18.917049	 6.82819854
 4655	  9	0.023148300	  4.115158	 9.01955341
 4657	  7	0.026246680	  3.913974	 6.92987404
 4659	 21	0.025564711	 20.170298	 6.21703088
 4660	  5	0.024006486	  0.546900	 7.78621014
 4760	 36	0.045539264	 47.488705	 5.73742400
 4761	 10	0.046697799	 14.156036	 5.44675338
 4798	  6	0.055559487	  6.780053	 4.14917029
 4832	 48	0.029734260	 54.560204	 7.49030296
 4833	 16	0.031104342	 20.451398	 4.23332050
 4870	 12	0.055875732	 22.600935	 5.70792043
 4871	  5	0.054507139	 15.062806	 3.83323383
 4918	 19	0.048679166	 30.489110	 4.97764520
 4936	 21	0.041621094	 23.504241	 2.90990971
 5082	 31	0.052552511	 56.027995	 3.31372635
 5183	 78	0.052107134	142.367403	 9.82668890
 5251	 39	0.029346532	 57.436990	 6.88052258
 5252	  5	0.030041784	  2.388630	 7.15828044
 5255	 25	0.054889171	 45.452314	 6.55578748
 5311	 13	0.038636354	 32.706643	 7.59403139
 5379	  7	0.054614540	 16.674825	 1.68983772
 5389	 19	0.029018590	 20.934576	 3.36750189
 5390	  8	0.028469015	  5.180071	 3.23063767
 5413	 11	0.032066243	 28.639889	 8.15780085
 5441	 40	0.052773260	 50.373706	 6.59315533
 5461	  8	0.043724858	 10.051281	 3.32058602
 5509	 32	0.027485194	 38.385344	 4.02309548
 5510	  9	0.026250241	 16.813034	 3.87511288
 5511	  5	0.026705289	  2.179020	 4.36893418
 5567	 73	0.045326880	101.761128	10.08303345
 5569	  8	0.046031925	  4.702273	10.83694127
 5596	100	0.035329723	107.538387	11.99232265
 5597	 10	0.035257220	  6.369280	10.34620383
 5598	  8	0.035094227	  4.778108	12.25021496
 5599	  8	0.033712384	  9.746127	 8.33355812
 5600	  9	0.033581896	  9.802843	 7.70083793
 5638	 23	0.049878084	 32.063141	 3.34544453
 5686	 30	0.050604817	 49.803554	 4.01932370
 5742	 43	0.033457355	 40.831668	 4.48171200
 5745	 13	0.033547498	  9.904970	 4.56216535
 5768	  9	0.045806909	 17.416765	 1.45914282
 5905	 78	0.032704941	 72.985018	 5.55843466
 5906	 39	0.035707459	 38.660395	 6.94198019
 5909	 40	0.033735928	 31.739556	 7.59973744
 5910	 15	0.033915413	 20.424234	 6.62418225
 5911	 28	0.035817957	 31.584967	 6.50313250
 5912	  9	0.036227135	  4.567641	 5.38760804
 5913	 17	0.035481544	 18.373332	 6.23805539
 5915	  7	0.034080965	  4.437544	 6.88099263
 5973	  5	0.034495210	 11.107276	 5.02243659
 6007	 42	0.051376934	 47.981721	 3.79944886
 6008	  6	0.052265651	  6.642390	 3.08722616
 6038	 44	0.052805293	 59.099992	 6.79041020
 6040	  6	0.053942822	 12.516458	 5.34199756
 6041	  6	0.053425309	  7.923761	 6.20775451
 6058	 21	0.045427380	 24.251174	 2.97407631
 6082	 19	0.016515635	 17.965975	 1.46329656
 6155	  7	0.033916863	 10.701284	 2.03531098
 6158	 36	0.025279359	 43.345789	 5.00580591
 6159	 25	0.025482045	 20.123945	 5.24374887
 6161	 10	0.024931627	  7.892200	 4.95029828
 6163	  5	0.025306797	  2.001487	 5.16710501
 6191	 13	0.059874145	 33.049609	 3.99467133
 6327	 86	0.022592949	 92.475664	11.26682430
 6328	 42	0.020623865	 26.661951	 3.72544093
 6333	 96	0.023512246	 81.136937	11.69202512
 6334	 48	0.023520901	 53.484322	12.52812081
 6335	 50	0.026705117	 29.973316	 5.05677570
 6337	 11	0.026513482	 11.737355	 4.50827316
 6338	  7	0.022858427	 14.245924	10.75608792
 6339	 16	0.027000095	 13.562734	 3.20010158
 6372	 87	0.027667072	 72.403306	 7.25216422
 6373	 18	0.027459218	 11.071814	 7.14037495
 6374	  7	0.028335737	  2.816428	 7.16295800
 6376	 61	0.030082157	 46.005293	 4.68464326
 6379	  5	0.027595685	  1.615826	 6.98044966
 6400	 19	0.055111409	 35.493328	 4.93997923
 6602	 31	0.047265117	 54.456318	 7.04792695
 6603	  8	0.047693706	  8.507347	 7.26539970
 6604	  5	0.047287760	  3.690397	 6.47715384
 6648	  5	0.056093477	 16.946405	 2.48598154
 6672	 18	0.043754731	 31.966929	 3.08599285
 6682	 18	0.055636377	 36.884912	 2.60297558
 6759	  8	0.050336314	  6.818357	 3.99822679
 6832	 32	0.046413396	 60.884013	 3.65219573
 6833	 16	0.045857759	 24.780695	 3.37384724
 6875	 14	0.047095732	 31.680767	 2.70950048
 6905	 31	0.057772509	 39.411756	 6.92795913
 6906	 25	0.051645936	 29.165186	 6.46882120
 7028	 21	0.052716546	 38.332023	 3.95386468
 7138	 17	0.041461740	 24.226911	 4.54952985
 7150	  9	0.041074896	 16.433202	 6.66256397
 7376	 27	0.055501852	 44.380590	 3.33848639
 7403	 12	0.049335851	 19.286476	 2.52146217
 7427	 25	0.055412759	 43.158953	 5.32185048
 7470	 13	0.041264475	 18.478345	 4.13361885
 7498	 64	0.050284222	 89.229398	 5.96635568
 7499	  5	0.050129945	  7.227369	 5.79647719
 7516	 17	0.052879074	 30.049327	 4.80916032
 7518	 20	0.036455375	 32.246836	 3.63573357
 7519	  8	0.036021443	  4.486811	 3.52922903
 7533	 12	0.033094430	 15.985669	 1.38200961
 7646	 12	0.045010572	  2.433658	 2.84817517
 7861	 21	0.043333927	 31.154771	 4.63729735
 7924	  7	0.052349530	 18.467313	 2.59949237
 7995	 14	0.031602702	 21.004996	 3.22978479
 8001	 24	0.033121363	 30.017605	 2.69816390
 8002	  7	0.033608901	  7.610565	 2.71594204
 8050	 70	0.047843957	110.376107	 8.64953651
 8054	  5	0.047562743	  6.598200	 8.71497422
 8062	107	0.033517544	 96.083178	 5.64706443
 8101	 29	0.035042073	 29.893336	 3.58403191
 8102	 26	0.033286598	 29.246649	 3.85150030
 8191	  7	0.052825523	  8.687052	 3.19130255
 8371	 18	0.047356781	 33.872102	 3.10413039
 8376	  6	0.044236716	 10.705990	 1.91550406
 8378	 11	0.025384660	  8.328947	 2.65754648
 8379	 11	0.026134973	 17.698941	 2.73080948
 8483	 10	0.055762168	 17.819332	 4.94856161
 8653	 19	0.045431896	 36.782933	 4.18167630
 8654	  6	0.044930726	 12.156880	 4.14720174
 8890	  6	0.058006145	  6.982691	 6.56547392
 8961	  7	0.041151697	 18.040503	 2.05529111
 9095	 13	0.028868223	 14.693176	 3.03958246
 9117	 11	0.030008736	 19.186621	 5.23591005
 9178	 21	0.040388179	 40.046744	 5.87706456
 9370	 32	0.037899259	 38.609071	 3.67529830
 9375	  5	0.037977905	  3.763383	 3.81689275
 9399	 36	0.032637457	 38.944871	 3.46099274
 9400	 11	0.032692861	  1.027110	 3.49967186
 9456	 11	0.031725399	 16.229667	 2.12595090
 9471	 36	0.052954666	 51.770425	 8.77068795
 9527	  5	0.038383687	 15.952946	 2.03209538
 9545	 22	0.030684734	 38.454990	 4.52075156
 9630	  7	0.044624207	  2.984633	 2.21725027
 9647	 30	0.022928271	 29.629953	 3.07402539
 9695	 54	0.036940279	 76.760854	 4.96377703
 9696	 10	0.036703487	 16.718057	 5.13635041
 9715	 17	0.046121911	 19.773466	 5.57692604
 9771	 33	0.044623536	 49.273643	 3.36299801
 9772	 14	0.040356930	 18.777833	 2.09455797
 9773	 13	0.041795239	 16.469150	 2.67385359
 9801	  6	0.044232053	  9.201903	 3.25701471
 9810	 12	0.035069769	 13.672772	 8.75704902
 9903	  6	0.027716023	 11.381498	 2.65737701
 9917	 53	0.027392906	 54.595890	 3.56045562
 9918	  7	0.026982353	  1.582956	 3.55655843
 9919	 10	0.026995999	  1.827340	 3.35009023
 9995	 43	0.023527978	 36.278944	 6.64211224
 9996	 14	0.024327572	  7.569243	 6.50354811
10094	 36	0.030878439	 39.724898	 4.33235748
10109	  7	0.041195119	  8.154371	 4.34251044
10110	  6	0.042099590	  8.455607	 4.34256294
10122	 12	0.059447419	 17.055562	 4.73777827
10125	 11	0.035088940	 11.000795	 7.45090062
10159	 34	0.029900162	 30.964905	 5.02180620
10160	  9	0.028445181	  8.572100	 5.29632784
10220	  5	0.028507408	  2.295920	 2.14386391
10304	  8	0.048472732	  9.598285	 3.72077718
10391	  6	0.028792535	 11.690230	 3.06308077
10529	  9	0.056312791	  8.876244	 4.82531684
10679	 34	0.025106250	 32.571277	 8.25869147
10680	 52	0.023899604	 55.258478	10.74712448
10681	 22	0.024627360	  8.252333	10.92451312
10682	 12	0.024744010	  8.602980	10.52903374
10684	  5	0.025999293	  4.851800	 7.35891765
10732	 10	0.038110907	 25.772017	 3.21704685
10743	  7	0.032155860	  4.580558	 3.56768660
10744	 11	0.032678159	 13.965800	 6.60410897
10758	  8	0.025774867	 11.641486	 4.87256602
10813	 18	0.056681594	 37.196884	 2.80224619
10827	 65	0.059424436	108.975700	 5.87853654
10842	 38	0.040565646	 71.170261	 7.63769298
10843	  8	0.040099202	  6.267040	 7.52898968
10849	 22	0.031491349	 20.961820	11.71808122
10997	  8	0.028486435	  9.201102	 2.09971726
11021	  7	0.030603688	 12.598954	12.66268199
11104	 17	0.048329685	 34.782663	 2.56877047
11110	 18	0.045863823	 23.383112	 5.92862028
11118	 15	0.057639113	 28.518761	 1.89386371
11145	  7	0.037009913	 16.154730	 1.71189781
11252	  6	0.037630792	 17.897913	 3.44305396
11267	  8	0.036706574	 10.154830	 3.95115885
11270	 18	0.030922217	 22.623341	 3.52827039
11320	 63	0.046923969	 93.885744	 8.13551528
11321	 11	0.047187707	 10.992684	 8.37220721
11322	  5	0.047083076	 10.648056	 7.54509513
11359	 48	0.016414646	 33.031524	 3.10140592
11360	  8	0.015916315	  5.729647	 2.98067093
11428	 10	0.041191727	 17.489114	 5.12462809
11454	  8	0.037275101	 10.749891	 2.67934944
11557	  5	0.052334335	 15.720408	 9.70271500
11610	 12	0.048703523	 23.992034	 3.02741831
11631	 41	0.046581160	 62.639429	 5.99615098
11648	 23	0.024462692	 20.743650	 2.98585454
11649	 15	0.026008878	 19.109460	 3.44007550
11723	 25	0.057437277	 46.080861	 5.17270486
11744	  6	0.051707888	 17.054883	 2.57476657
11810	 14	0.048632807	 22.470723	 2.92292732
11842	 31	0.038133890	 29.162631	 4.44202320
11843	  8	0.037668733	  4.106618	 4.41631558
11844	 12	0.038100191	 16.465105	 4.33837514
11863	 26	0.034668119	 38.497168	 7.63480898
11900	 17	0.029944423	 32.885911	 6.21003986
12116	 17	0.051533408	 27.619798	 1.85408075
12171	 81	0.031162452	 82.815116	 9.71170070
12172	 10	0.033097560	  9.292235	 7.62319818
12281	  8	0.031818199	 10.194523	 4.33551971
12284	 12	0.038040478	 18.535079	 2.02081608
12285	  5	0.037495172	  7.389610	 2.30575997
12290	 14	0.052618404	 36.462412	 3.60123716
12349	 45	0.037279047	 66.061195	 6.21531372
12375	 17	0.044689361	 22.345396	 2.37064149
12478	 20	0.040764514	 22.664529	 2.70163237
12534	 11	0.037843880	 25.946927	 2.80384795
12636	 10	0.024741885	  7.352211	 6.78022418
12710	  8	0.048735620	 12.923834	 2.83158609
12712	  9	0.048649985	 10.686886	 2.89227969
12804	  7	0.036715233	 10.328150	 4.89543069
12888	 12	0.028578138	  8.714229	 2.81004460
12906	 17	0.051098053	 37.670864	 2.81529417
13053	 28	0.054668161	 45.311223	 4.41149515
13092	 12	0.033745554	 12.014824	 3.31403918
13430	 14	0.038675422	 17.551305	 2.18349893
13470	 14	0.054344660	 27.898552	 5.24163809
13864	 10	0.052168409	 30.158370	 4.78292042
14013	  6	0.042725986	  8.770089	 2.98598027
14022	  8	0.046618818	 17.415097	 2.40215199
14101	  9	0.052688472	 22.365086	 2.08366827
14207	 11	0.050319345	 18.248129	 3.99501798
14376	 12	0.042514311	 33.866488	 5.65747822
14377	  5	0.042462474	 12.977621	 5.46937619
14415	 15	0.024198410	 23.092307	 6.05650494
14572	 17	0.046705954	 20.257613	 3.03107530
14585	 14	0.044316654	 26.949141	 6.77677855
14597	  6	0.053407415	 12.686801	 2.95569386
14740	  5	0.042688303	 17.743720	 1.76234889
14741	  5	0.041604186	  5.993575	 1.56738916
14789	 29	0.054684273	 59.765648	 5.83233833
14801	  8	0.042554087	  0.681685	 3.78479859
14875	 10	0.041903119	 20.553580	 6.03017207
14941	 13	0.034873478	 20.045440	 3.85587230
14993	  7	0.058537713	 19.687815	 3.47405185
15354	 15	0.054592636	 31.552342	 4.29739468
15358	 11	0.050502221	 19.874951	 2.80052010
15414	 11	0.051750310	 21.615109	 2.15956502
15440	 13	0.041735641	 22.183560	 3.69224535
15540	 14	0.048532109	 18.640974	 3.01890096
15600	 18	0.031243977	 35.955692	 2.36361886
15601	  5	0.031890719	  0.862360	 2.26938632
15641	 17	0.027024763	 17.014351	 2.94358017
15642	  7	0.025870605	  2.531580	 2.49317818
15776	 19	0.036008386	 23.218127	 3.03101154
15799	 11	0.036450092	 23.870000	 7.40715968
15845	 11	0.050606917	 23.371515	 3.09359803
15926	 16	0.057376431	 32.777385	 5.35440277
16016	 25	0.041084228	 21.298433	 4.65428594
16150	 26	0.032963146	 20.998962	 3.23940589
16387	  7	0.031077035	  2.921669	 6.50074425
16393	 34	0.046370621	 43.153492	 7.98399727
16396	 16	0.036148064	 20.295443	 4.09506033
16428	 21	0.051927972	 35.260499	 4.26423594
16429	  9	0.051131025	 19.128823	 4.07004696
16503	 18	0.058089664	 42.317603	 3.18601832
16651	  8	0.058026036	 14.248376	 5.24619458
16677	  9	0.030684016	  1.203830	 2.43368923
16708	 12	0.016846398	  8.766535	 1.17200066
16762	  6	0.036478109	 17.382472	 2.30860028
16839	 20	0.023644494	 27.987769	 6.68564714
16840	  5	0.023712228	  5.132616	 6.52826851
16860	 10	0.039802463	 14.801861	 1.79605527
16963	 20	0.040730294	 25.548030	 3.64447304
17076	 17	0.026858469	 21.672283	 4.24422799
