section,field,value
pressure_covariance_boundary,a1795_source_decision,BLOCKED_NO_COMPLETE_PUBLIC_COVARIANCE_SOURCE_PACKET
pressure_covariance_boundary,archive_included,false
pressure_covariance_boundary,archive_license_verified,false
pressure_covariance_boundary,portable_integrity_decision,PASS_PORTABLE_INTEGRITY_EXTERNAL_ARCHIVE_NOT_REQUIRED_OR_INCLUDED
pressure_covariance_boundary,reconstructed_matrices,8
pressure_covariance_boundary,reconstruction_decision,DEVELOPMENT_PRESSURE_COVARIANCE_PILOT_RECONSTRUCTIBLE_CP5_REMAINS_PARTIAL
pressure_covariance_boundary,scientific_result_changed,false
pressure_covariance_boundary,scored_pressure_rows,54
pressure_covariance_boundary,scoring_decision,FAIL_FROZEN_PRESSURE_RANKING_ROBUSTNESS
shared_ben_boundary,all_local_sparc_rows_development_only,true
shared_ben_boundary,incident_real_ben_evaluation_executed,false
shared_ben_boundary,local_sparc_confirmation_sealed_for_descendant,false
shared_ben_boundary,mixed_sparc_files_opened,1
shared_ben_boundary,mixed_sparc_incident_decision,BLOCKED_MIXED_SPARC_CONFIRMATION_ACCESS_NO_REAL_BEN_SCORE
shared_ben_boundary,real_scientific_evaluation_unlocked,false
shared_ben_boundary,scientific_claim_allowed,false
shared_ben_boundary,synthetic_decision,PASS_SYNTHETIC_BEN_GRAMMAR_CONTROLS_REAL_SCIENTIFIC_EVALUATION_LOCKED
shared_ben_boundary,synthetic_equivalence_classes,60
shared_ben_boundary,synthetic_grammar_mechanics_validated,true
shared_ben_boundary,synthetic_raw_candidates,240
shared_ben_boundary,synthetic_recovery_is_scientific_evidence,false
shared_ben_boundary,v2_blocked_before_payload_load,true
shared_ben_boundary,v2_decision,BLOCKED_XCOP_RESPONSE_DERIVED_OUTPUT_MAPPING_UNAUTHORIZED_NO_SCORE
shared_ben_boundary,v2_payload_loader_present,false
shared_ben_boundary,v2_production_authorized,false
shared_ben_boundary,v2_real_scoring_executed,false
shared_ben_boundary,xcop_predictor_input_mapping_ready,true
shared_ben_boundary,xcop_predictor_output_mapping_ready,false
shared_ben_v4_boundary,canonical_full_classes,60
shared_ben_v4_boundary,comparison_operator,binary64_numerical_indifference_band
shared_ben_v4_boundary,decision,READY_UNAUTHORIZED_ZERO_TARGET_ACCESS
shared_ben_v4_boundary,indifference_band_removes_all_runtime_variation,false
shared_ben_v4_boundary,production_executed,false
shared_ben_v4_boundary,publication_ready,false
shared_ben_v4_boundary,raw_equivalent_members_scored,0
shared_ben_v4_boundary,reference_runtime_is_fully_frozen,false
shared_ben_v4_boundary,registered_ablations,180
shared_ben_v4_boundary,scores_computed,0
shared_ben_v4_boundary,target_files_opened,0
shared_ben_v4_boundary,target_rows_read,0
shared_ben_v4_boundary,terminal_success_marker_required,true
shared_ben_v4_boundary,unique_asts_across_full_and_ablations,78
shape_missing_variable_boundary,cause_identified,false
shape_missing_variable_boundary,continuous_measurement_ready_rows,0
shape_missing_variable_boundary,defined_proxy_contracts,4
shape_missing_variable_boundary,executable_proxy_only_rows,4
shape_missing_variable_boundary,missing_variable_decision,FOUR_DEFINED_XCOP_PROXIES_EXECUTABLE_TWO_CONTINUOUS_VARIABLES_SOURCE_DEFINITION_BLOCKED_ZERO_MEASUREMENTS_SIXTEEN_APPLICABLE_ROWS_SOURCE_BLOCKED_NO_SCORE
shape_missing_variable_boundary,scientific_claim_allowed,false
shape_missing_variable_boundary,scientific_scoring_executed,false
shape_missing_variable_boundary,shape_absolute_prediction_established,false
shape_missing_variable_boundary,shape_decision,READY_PREDICTOR_ONLY_XCOP_SHAPE_BASIS_RESPONSE_PROFILED_NUISANCE_UNAUTHORIZED_NO_SCORE
shape_missing_variable_boundary,shape_payload_files_opened,0
shape_missing_variable_boundary,shape_predictor_basis_frozen,true
shape_missing_variable_boundary,shape_production_authorized,false
shape_missing_variable_boundary,shape_real_scoring_executed,false
shape_missing_variable_boundary,shape_response_profiled_nuisance_required,true
shape_missing_variable_boundary,source_blocked_applicable_rows,16
shape_missing_variable_boundary,source_definition_blocked_variables,2
shape_missing_variable_boundary,variable_families,7
group_scale_source_boundary,CP10_1_complete,false
group_scale_source_boundary,CP10_2_complete,false
group_scale_source_boundary,candidate_lanes,3
group_scale_source_boundary,decision,METADATA_AUDIT_SEALED_DISCLOSED_EXCERPT_ZERO_READY_LANES_CP10_1_CP10_2_REMAIN_OPEN
group_scale_source_boundary,interactive_audit_zero_row_purity,false
group_scale_source_boundary,payload_rows_opened,0
group_scale_source_boundary,public_lane_ready,false
group_scale_source_boundary,ready_lanes,0
group_scale_source_boundary,receipt_builder_zero_row_purity,true
group_scale_source_boundary,scientific_result_emitted,false
group_scale_source_boundary,scientific_scores_computed,0
group_scale_source_boundary,v3_accept_author_sample,239
group_scale_source_boundary,v3_accept_count_resolved,false
group_scale_source_boundary,v3_accept_current_table_rows,240
group_scale_source_boundary,v3_backup_lane,EFEDS_542_RAW_REDUCTION
group_scale_source_boundary,v3_blocked_lanes,7
group_scale_source_boundary,v3_candidate_lanes,11
group_scale_source_boundary,v3_decision,METADATA_SOURCE_AUDIT_V3_SEALED_ZERO_READY_LANES_XCLASS_PREFERRED_EFEDS_BACKUP_NO_ACQUISITION_AUTHORIZED
group_scale_source_boundary,v3_observational_authorization,false
group_scale_source_boundary,v3_partial_lanes,4
group_scale_source_boundary,v3_preferred_lane,XCLASS_LOWZ_155
group_scale_source_boundary,v3_ready_lanes,0
group_scale_source_boundary,v3_scientific_rows_opened,0
group_act_acquisition_boundary,act_catalog_population_gate_passed,false
group_act_acquisition_boundary,act_catalog_rows_opened,0
group_act_acquisition_boundary,act_executor_authorized,false
group_act_acquisition_boundary,act_executor_catalog_rows_opened,0
group_act_acquisition_boundary,act_executor_decision,PREPARED_NOT_AUTHORIZED_NOT_EXECUTED
group_act_acquisition_boundary,act_executor_execution_started,false
group_act_acquisition_boundary,act_executor_minimum_192_rule_evaluated,false
group_act_acquisition_boundary,act_executor_network_calls,0
group_act_acquisition_boundary,act_executor_overlap_count_computed,false
group_act_acquisition_boundary,act_executor_xcop_exclusions_computed,false
group_act_acquisition_boundary,act_independent_replication_ready,false
group_act_acquisition_boundary,act_overlap_decision,BLOCKED_EXACT_CATALOG_ONLY_AUTHORIZATION_REQUIRED_BEFORE_OVERLAP_COUNT
group_act_acquisition_boundary,act_overlap_rows,0
group_act_acquisition_boundary,act_population_gate_evaluated,false
group_act_acquisition_boundary,act_profile_target_rows_opened,0
group_act_acquisition_boundary,act_ready_lanes,0
group_act_acquisition_boundary,group_CP10_1_complete,false
group_act_acquisition_boundary,group_CP10_2_complete,false
group_act_acquisition_boundary,group_acquisition_decision,PARTIAL_METADATA_MANIFEST_FROZEN_BRIDGE_BLOCKED_XGAP_ALIASES_ENDPOINTS_COVARIANCE_LICENSE_AND_OVERLAP
group_act_acquisition_boundary,group_alias_rows_opened,0
group_act_acquisition_boundary,group_metadata_manifest_bytes,6278
group_act_acquisition_boundary,group_overlap_executed,false
group_act_acquisition_boundary,group_ready_science_lanes,0
group_act_acquisition_boundary,group_scientific_payload_rows_opened,0
group_act_acquisition_boundary,xclass_executor_authorized,false
group_act_acquisition_boundary,xclass_executor_decision,GUARDED_XCLASS_IDENTITY_EXECUTOR_V1_FROZEN_EXTERNAL_AUTHORIZATION_REQUIRED_ZERO_RUNS
group_act_acquisition_boundary,xclass_executor_five_object_pilot_unlocked,false
group_act_acquisition_boundary,xclass_executor_get_attempts,0
group_act_acquisition_boundary,xclass_executor_identity_rows,0
group_act_acquisition_boundary,xclass_executor_network_bytes,0
group_act_acquisition_boundary,xclass_executor_obsid_mapping_available,false
group_act_acquisition_boundary,xclass_executor_scientific_values,0
group_act_acquisition_boundary,xclass_executor_xcop_overlap_known,false
cluster_strata_boundary,A3266_boundary_result_singleton_descriptive_only,true
cluster_strata_boundary,CP5_11_predictor_strata_frozen,true
cluster_strata_boundary,CP5_13_complete,false
cluster_strata_boundary,candidate_absolute_gate_passed,false
cluster_strata_boundary,candidate_cluster_wins,4
cluster_strata_boundary,candidate_full_covariance_advantage,8.75717829577
cluster_strata_boundary,candidate_full_covariance_score,3.86292336743
cluster_strata_boundary,candidate_object_win_gate_passed,false
cluster_strata_boundary,causal_variable_identified,false
cluster_strata_boundary,cool_core,3
cluster_strata_boundary,covariance_flips,"[""A85"",""ZW1215""]"
cluster_strata_boundary,development_clusters,8
cluster_strata_boundary,disturbed_proxy,4
cluster_strata_boundary,frozen_stratum_explains_covariance_flips,false
cluster_strata_boundary,minimum_cluster_wins,5
cluster_strata_boundary,new_raw_target_rows_opened,0
cluster_strata_boundary,nfw_full_covariance_score,12.6201016632
cluster_strata_boundary,non_cool_core,5
cluster_strata_boundary,preflight_decision,CP5_11_STRATA_FROZEN_CP5_13_REMAINS_OPEN_PLANNING_MATRIX_ONLY
cluster_strata_boundary,preflight_target_or_response_rows_loaded,0
cluster_strata_boundary,relaxed_proxy,4
cluster_strata_boundary,scientific_claim_allowed,false
cluster_strata_boundary,scoring_decision,NO_FROZEN_STRATUM_EXPLAINS_FULL_COVARIANCE_PRESSURE_FLIPS
matter_lensing_theory_boundary,CP11_3_complete,true
matter_lensing_theory_boundary,H3_scalar_external_metric,PARTIAL_MACHINE_DERIVED_CONSTANT_LOCAL_JETS_WITH_DESIGNED_TIMELIKE_OBSTRUCTION
matter_lensing_theory_boundary,H4_constant_coefficient,PARTIAL_MACHINE_DERIVED_ALIGNED_TIMELIKE_AND_SPACELIKE_BLOCKS_WITH_ALGEBRAIC_COMMON_CONE_PRECHECK
matter_lensing_theory_boundary,adm_constraint_decision,CP11_3_COMPLETED_CONDITIONAL_ADM_CONSTRAINT_PROPAGATION_DERIVED_OTHER_THEORY_AND_PHYSICS_GATES_BLOCKED
matter_lensing_theory_boundary,adm_full_H2,false
matter_lensing_theory_boundary,adm_full_H3,false
matter_lensing_theory_boundary,adm_full_H4,false
matter_lensing_theory_boundary,adm_lensing_prediction,false
matter_lensing_theory_boundary,adm_observational_support,false
matter_lensing_theory_boundary,bounded_domain_nonnegative_examples_exist,true
matter_lensing_theory_boundary,bounded_scalar_euler_lagrange,PASS_MACHINE_SYMBOLIC_0P1_FLAT_HOMOGENEOUS_WITH_EXPLICIT_Q_SIGN
matter_lensing_theory_boundary,conditional_exact_transition_no_go_established,true
matter_lensing_theory_boundary,conditional_timelike_mixing_no_go,PASS_MACHINE_DERIVED_UNDER_FROZEN_HYPOTHESES
matter_lensing_theory_boundary,conformal_source_decision,PARTIAL_UNIVERSAL_CONFORMAL_SOURCE_IDENTITY_DERIVED_PHYSICAL_SOURCE_PROFILE_METRIC_BACKREACTION_AND_LENSING_NOT_ESTABLISHED
matter_lensing_theory_boundary,constraint_preserving_boundary_conditions_instantiated,false
matter_lensing_theory_boundary,constraint_principal_subsystem_symmetric_hyperbolic,true
matter_lensing_theory_boundary,cosmological_fit_performed,false
matter_lensing_theory_boundary,covariant_ADM_constraints_derived,false
matter_lensing_theory_boundary,covariant_field_equation_decision,PARTIAL_COVARIANT_SCALAR_STRESS_FIELD_EQUATIONS_AND_EXCHANGE_IDENTITY_DERIVED_FULL_METRIC_DYNAMICS_HEALTH_AND_PHYSICS_UNESTABLISHED
matter_lensing_theory_boundary,covariant_full_H2,false
matter_lensing_theory_boundary,covariant_metric_backreaction_solved,false
matter_lensing_theory_boundary,covariant_scalar_stress_and_exchange_established,true
matter_lensing_theory_boundary,covariant_template_defined,true
matter_lensing_theory_boundary,deep_aqual_transition_CP11_4_complete,false
matter_lensing_theory_boundary,deep_aqual_transition_decision,CONDITIONAL_EXACT_DEEP_AQUAL_TRANSITION_NO_GO_DERIVED_REGULATED_ESCAPE_HAS_ACCURACY_CONE_AND_UNIFORMITY_COSTS_CP11_4_BLOCKED
matter_lensing_theory_boundary,deep_aqual_transition_healthy_action,false
matter_lensing_theory_boundary,designed_u_above_one_third_failure_preserved,true
matter_lensing_theory_boundary,einstein_hilbert_curvature_variation_machine_verified,false
matter_lensing_theory_boundary,energy_momentum_exchange_and_constraint_propagation_established,true
matter_lensing_theory_boundary,exact_deep_aqual_transition_is_C2,false
matter_lensing_theory_boundary,exact_deep_aqual_transition_is_uniformly_nondegenerate,false
matter_lensing_theory_boundary,external_symbol_decision,PARTIAL_H3_SCALAR_EXTERNAL_METRIC_AND_H4_CONSTANT_COEFFICIENT_SYMBOL_DERIVED_U_ONE_THIRD_OBSTRUCTION_PRESERVED
matter_lensing_theory_boundary,flrw_decision,PARTIAL_EXACT_FLRW_BACKGROUND_EQUATIONS_AND_NECESSARY_CONDITIONS_DERIVED_COSMOLOGICAL_HISTORY_AND_PHYSICAL_GATES_BLOCKED
matter_lensing_theory_boundary,flrw_gate_limit_obstruction_derived,true
matter_lensing_theory_boundary,formal_same_action_field_equation_contract_established,true
matter_lensing_theory_boundary,formula_auxiliary_dependent_classes,57
matter_lensing_theory_boundary,formula_full_covariant_bridge_derived,false
matter_lensing_theory_boundary,formula_kinetic_CP11_1_complete,false
matter_lensing_theory_boundary,formula_kinetic_CP11_4_complete,false
matter_lensing_theory_boundary,formula_kinetic_reconstruction_decision,MINIMAL_FORMULA_TO_KINETIC_RECONSTRUCTION_DERIVED_ONLY_QUADRATURE_SOURCE_ONLY_CLASS_IS_SINGLE_VALUED_POSITIVE_BUT_CAUSAL_AND_ENDPOINT_GATES_FAIL_FULL_THEORY_BLOCKED
matter_lensing_theory_boundary,formula_registry_classes_classified,60
matter_lensing_theory_boundary,formula_source_only_classes,3
matter_lensing_theory_boundary,formula_surviving_physical_candidate_selected,false
matter_lensing_theory_boundary,formula_to_minimal_kinetic_map_derived,true
matter_lensing_theory_boundary,full_H2_passed,false
matter_lensing_theory_boundary,full_H3_passed,false
matter_lensing_theory_boundary,full_H4_passed,false
matter_lensing_theory_boundary,full_determinant_no_go,false
matter_lensing_theory_boundary,full_metric_equation_derived,false
matter_lensing_theory_boundary,full_metric_scalar_matter_system_strongly_hyperbolic,false
matter_lensing_theory_boundary,general_covariant_scalar_equations,UNVERIFIED_STORED_CONTRACT_ONLY
matter_lensing_theory_boundary,global_constraint_propagation,false
matter_lensing_theory_boundary,global_strong_hyperbolicity_established,false
matter_lensing_theory_boundary,gw_gate_passed,false
matter_lensing_theory_boundary,hamiltonian_constraint_derived,true
matter_lensing_theory_boundary,health_gates_blocked,9
matter_lensing_theory_boundary,health_gates_total,10
matter_lensing_theory_boundary,healthy_action_completed,false
matter_lensing_theory_boundary,healthy_late_time_history_exists,false
matter_lensing_theory_boundary,homogeneous_gate_energy_obstruction_derived,true
matter_lensing_theory_boundary,independent_numeric_checks_passed,6
matter_lensing_theory_boundary,invalid_adm_time_slice_case_preserved,true
matter_lensing_theory_boundary,kinetic_gate_conditional_no_go_decision,CONDITIONAL_NO_GO_FOR_GLOBALLY_NONNEGATIVE_TIMELIKE_MIXING_IN_SMOOTH_GROWING_KINETIC_GATES_REMEDIES_PREREGISTERED_NOT_VALIDATED
matter_lensing_theory_boundary,kinetic_gate_observational_files_opened,0
matter_lensing_theory_boundary,kinetic_gate_observational_support,false
matter_lensing_theory_boundary,matter_and_lensing_jointly_passed,false
matter_lensing_theory_boundary,metric_backreaction_established,false
matter_lensing_theory_boundary,metric_constraints_derived,false
matter_lensing_theory_boundary,momentum_constraint_derived,true
matter_lensing_theory_boundary,necessary_legendre_and_slice_health_conditions_derived,true
matter_lensing_theory_boundary,observational_files_opened,0
matter_lensing_theory_boundary,on_shell_backgrounds_established,false
matter_lensing_theory_boundary,perturbation_stability_established,false
matter_lensing_theory_boundary,physical_hamiltonian_positive,false
matter_lensing_theory_boundary,physical_on_shell_solution_established,false
matter_lensing_theory_boundary,physical_source_law_established,false
matter_lensing_theory_boundary,physical_source_profile_established,false
matter_lensing_theory_boundary,positive_floor_regulator_preserves_exact_low_gradient_aqual,false
matter_lensing_theory_boundary,positive_floor_regulator_removes_transition_degeneracy,true
matter_lensing_theory_boundary,positive_principal_negative_energy_case_preserved,true
matter_lensing_theory_boundary,quadrature_action_CP11_1_complete,false
matter_lensing_theory_boundary,quadrature_action_CP11_4_complete,false
matter_lensing_theory_boundary,quadrature_action_CP11_8_complete,false
matter_lensing_theory_boundary,quadrature_action_decision,RESTRICTED_QUADRATURE_UNIVERSAL_CONFORMAL_ACTION_DERIVED_EXACT_MOTION_LAW_AND_STRESS_ESTABLISHED_DIRECT_LENSING_CANCELS_CAUSAL_ENDPOINT_GLOBAL_AND_QUANTITATIVE_LENSING_GATES_FAIL
matter_lensing_theory_boundary,quadrature_asymptotic_motion_lensing_match,false
matter_lensing_theory_boundary,quadrature_direct_conformal_lensing_shift_cancels,true
matter_lensing_theory_boundary,quadrature_finite_gradient_endpoint_regular,false
matter_lensing_theory_boundary,quadrature_finite_isolated_scalar_energy,false
matter_lensing_theory_boundary,quadrature_global_quantitative_lensing_success,false
matter_lensing_theory_boundary,quadrature_lensing_CP11_10_complete,false
matter_lensing_theory_boundary,quadrature_lensing_CP11_8_complete,false
matter_lensing_theory_boundary,quadrature_lensing_backreaction_compactness_suppressed,true
matter_lensing_theory_boundary,quadrature_lensing_decision,RESTRICTED_QUADRATURE_LENSING_BACKREACTION_DERIVED_DIRECT_CONFORMAL_SHIFT_CANCELS_SCALAR_STRESS_LENSING_IS_ASYMPTOTICALLY_COMPACTNESS_SUPPRESSED_AND_ISOLATED_ENERGY_LOG_DIVERGES_GLOBAL_QUANTITATIVE_LENSING_REMAINS_BLOCKED
matter_lensing_theory_boundary,quadrature_local_static_energy_density_positive,true
matter_lensing_theory_boundary,quadrature_low_gradient_transition_nondegenerate,false
matter_lensing_theory_boundary,quadrature_minimal_map_causal_relative_to_conformal_matter_cone,false
matter_lensing_theory_boundary,quadrature_minimal_map_has_global_regular_unbounded_domain,false
matter_lensing_theory_boundary,quadrature_minimal_map_single_valued_and_locally_positive,true
matter_lensing_theory_boundary,quadrature_motion_law_recovered_exactly,true
matter_lensing_theory_boundary,quadrature_quantitative_lensing_solution_derived,false
matter_lensing_theory_boundary,quadrature_restricted_lensing_backreaction_derived,true
matter_lensing_theory_boundary,quadrature_scalar_cone_causal,false
matter_lensing_theory_boundary,quadrature_scalar_stress_lensing_source_nonzero,true
matter_lensing_theory_boundary,quadrature_scalar_stress_tensor_derived,true
matter_lensing_theory_boundary,quadrature_separate_photon_adjustment_present,false
matter_lensing_theory_boundary,quadrature_standard_finite_ADM_mass_established,false
matter_lensing_theory_boundary,quadrature_timelike_cosmological_branch_defined,false
matter_lensing_theory_boundary,quadrature_universal_matter_photon_metric_defined,true
matter_lensing_theory_boundary,rar_like_minimal_map_gradient_stable_globally,false
matter_lensing_theory_boundary,rar_like_minimal_map_single_valued_globally,false
matter_lensing_theory_boundary,regulated_example_has_global_unbounded_domain_lower_bound,false
matter_lensing_theory_boundary,regulated_example_is_subluminal_relative_to_conformal_matter_cone,false
matter_lensing_theory_boundary,restricted_flat_flrw_equations_established,true
matter_lensing_theory_boundary,restricted_quadrature_action_defined,true
matter_lensing_theory_boundary,restricted_scalar_canonical_hamiltonian_derived,true
matter_lensing_theory_boundary,restricted_static_source_bound_established,true
matter_lensing_theory_boundary,scalar_causality_established,false
matter_lensing_theory_boundary,scalar_full_gradient_stability,false
matter_lensing_theory_boundary,scalar_full_hyperbolicity,false
matter_lensing_theory_boundary,scalar_full_no_ghost_result,false
matter_lensing_theory_boundary,scalar_hamiltonian_CP11_4_complete,false
matter_lensing_theory_boundary,scalar_hamiltonian_decision,PARTIAL_SCALAR_ADM_HAMILTONIAN_AND_LEGENDRE_CONDITIONS_DERIVED_CP11_4_FULL_HEALTH_BLOCKED
matter_lensing_theory_boundary,scalar_physical_hamiltonian_positive,false
matter_lensing_theory_boundary,scientific_claim_allowed,false
matter_lensing_theory_boundary,solar_gate_passed,false
matter_lensing_theory_boundary,solar_gw_decision,PARTIAL_SOLAR_AND_GW_NECESSARY_CONDITIONS_DERIVED_BOTH_PHYSICAL_GATES_BLOCKED
matter_lensing_theory_boundary,solar_necessary_conditions_established,true
matter_lensing_theory_boundary,source_bound_decision,PARTIAL_STATIC_SPLIT_GATE_SOURCE_CEILING_DERIVED_PHYSICAL_SOURCE_AND_ON_SHELL_BACKGROUND_NOT_ESTABLISHED
matter_lensing_theory_boundary,standard_adm_representative_only,true
matter_lensing_theory_boundary,symbolic_checks_passed,20
matter_lensing_theory_boundary,symbolic_decision,PARTIAL_H2_BOUNDED_SCALAR_DERIVATION_PASSED_FULL_COVARIANT_HEALTH_AND_LENSING_GATES_REMAIN_BLOCKED
matter_lensing_theory_boundary,template_level_gates_passed,1
matter_lensing_theory_boundary,theory_decision,BLOCKED_TWO_SCALAR_COVARIANT_TEMPLATE_DEFINED_HEALTHY_MATTER_LENSING_COMPLETION_NOT_ESTABLISHED
matter_lensing_theory_boundary,u_above_one_third_gate_contribution,the X_chi contribution is negative
matter_lensing_theory_boundary,unconditional_action_no_go_established,false
matter_lensing_theory_boundary,universal_conformal_source_identity_established,true
matter_lensing_theory_boundary,universal_matter_photon_metric_declared,true
limitation,limitation_1,AIC and BIC use nominal fitted-dimension counts; discrete grid-search multiplicity and boundary conditioning are reported separately.
limitation,limitation_2,All comparisons use the eight already exposed X-COP development clusters.
limitation,limitation_3,All response weights use development-training rows; holdout rows are scored but never used for sample weighting.
limitation,limitation_4,"B+E+N recovery and ablation results are synthetic plumbing controls, not empirical evidence."
limitation,limitation_5,"Covariance matrices are stress models, not released or reconstructed instrument/source covariance."
limitation,limitation_6,"Eight-cluster strata results are exploratory, noncausal, and fail the frozen absolute and object-win gates."
limitation,limitation_7,Five clusters lack a released member-galaxy stellar-mass profile and use one globally selected stellar-to-gas nuisance bracket.
limitation,limitation_8,Halo grids are spherical phenomenological comparators and do not establish object-level halo truth.
limitation,limitation_9,"Hydrostatic equilibrium, spherical symmetry, constant-composition conversion, and the declared nonthermal-pressure form are assumptions rather than gravity-theory-independent facts."
limitation,limitation_10,Injected recovery and null trials reuse the eight X-COP development predictor geometries.
limitation,limitation_11,"Instrument folds are observable/instrument strata (Planck SZ and XMM temperature), not multiple independent instruments measuring each observable."
limitation,limitation_12,Mixed SPARC access invalidated local confirmation for this descendant; no real B+E+N score exists.
limitation,limitation_13,"Morphology, relaxation, cool-core, and merger labels are not yet frozen, so merger-state comparison remains open."
limitation,limitation_14,No Bayesian evidence is reported because a common defensible prior measure is not frozen.
limitation,limitation_15,"One outer Planck pressure point per cluster is a measured boundary condition, so this predicts profile shape and the interior normalization conditional on that anchor, not an absolute pressure profile from baryons alone."
limitation,limitation_16,Power calculations extrapolate development effect dispersion and must be updated only before independent targets open.
limitation,limitation_17,Released diagonal errors with a five-percent floor are used; CP5 covariance work remains open.
limitation,limitation_18,"Released diagonal pressure and temperature errors are used; a complete joint deprojection, calibration, density, pressure, and temperature covariance is unavailable to this evaluator."
limitation,limitation_19,"Solar/GW and FLRW packages derive necessary conditions only; both physical gates, perturbation stability, a healthy accelerating history, and every observational fit remain blocked."
limitation,limitation_20,"The ADM successor completes CP11.3 only for the frozen standard trace-reversed ADM representative and conditionally on solved scalar-matter equations, smooth coefficients, initial constraints, and suitable boundary data; full H2, physical Hamiltonian positivity, full-system hyperbolicity, global propagation, physical solutions, observations, and lensing remain blocked."
limitation,limitation_21,The Sobol program assigns bounded continuous development priors; it does not replace independently calibrated source priors.
limitation,limitation_22,The V2 real B+E+N preflight blocks before payload access because predictor-only X-COP output mapping is incomplete.
limitation,limitation_23,"The V3 group inventory expands to eleven lanes but still has zero ready science lanes; X-CLASS identity acquisition, ObsID mapping, X-COP overlap, and the five-object pilot are absent."
limitation,limitation_24,"The V4 B+E+N executor freezes 60 canonical classes and 180 registered ablations (78 unique ASTs total), but it is unauthorized and unrun, with zero payload access and zero scores; its reference runtime, indifference band, and terminal-state safeguards are preparation evidence only."
limitation,limitation_25,"The X-COP shape bridge is predictor-only, unauthorized, unscored, and cannot support an absolute pressure or temperature claim."
limitation,limitation_26,"The bounded symbolic suite alone verifies only restricted scalar identities and does not independently establish general covariant equations, full H2, metric variation, or joint lensing; the later covariant successor is assessed separately."
limitation,limitation_27,"The covariant successor machine-derives the scalar stress tensor and same-action exchange identity, but treats the Einstein-Hilbert curvature variation as a standard stored contract; its own receipt predates the separately assessed ADM successor."
limitation,limitation_28,"The deep-AQUAL transition theorem is conditional on exact scaling reaching X=0; its positive-floor escape is only asymptotically AQUAL, widens the scalar cone, lacks an unbounded-domain lower coefficient bound, and does not complete CP11.4."
limitation,limitation_29,The external-metric principal-symbol result is partial H3/H4 evidence on constant local jets and preserves a negative u>1/3 determinant contribution; it establishes neither healthy backgrounds nor a complete theory.
limitation,limitation_30,"The false-selection control measures the frozen 2,025-variant Item 59 grammar, not every future formula family."
limitation,limitation_31,The four-cluster confirmation is independent of law and nuisance selection but remains a small sample from the same X-COP release.
