#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:28:25 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:28:25	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F710%2FA145%2Fcougs.dat&-out.max=unlimited&-out.all=1	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_37100145
#Name: J/A+A/710/A145
#Title: COUGS-DESI Polar-Structure Galaxies in DESI (Bahr+, 2026)
#INFO	ivoid=ivo://cds.vizier/j/a+a/710/a145	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/710/a145	    IVOID of underlying data collection
#INFO	creator=Bahr S.K.H.	    First author or institution
#INFO	cites=bibcode:2026A&A...710A.145B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2026	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/710/A145	    Dataset landing page
#INFO	publication_date=2026-06-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_710_A145_cougs:
#Name: J/A+A/710/A145/cougs
#Title: Photometric and morphological parameters for our polar structure galaxies sample
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a24)	Galaxy name in the COUGS v1 catalog (NAME)	[ucd=meta.id;meta.main]
#Column	IAU	(A19)	IAU-designated galaxy identifier based on RA and DEC (IAU_ID)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	Right ascension (J2000.0) of the galaxy center (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination (J2000.0) of the galaxy center (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	TYPE1	(A3)	Primary structural classification of the PSG (PSG_TYPE_1) (4)	[ucd=src.class]
#Column	TYPE2	(A3)	Secondary structural classification of the PSG (PSG_TYPE_2) (4)	[ucd=src.class]
#Column	Morph	(A4)	Host galaxy morphological type (E, S0, S, Irr, M) (MORPHTYPE)	[ucd=src.morph.type]
#Column	PGC	(I7)	? Principal Galaxy Catalog identifier (PGC)	[ucd=meta.id.assoc]
#Column	LEDA	(A4)	Display the LEDA website object page	[ucd=meta.ref.url]
#Column	MorphL	(A4)	Morphological classification from LEDA (MORPHTYPE_LEDA)	[ucd=src.morph.type]
#Column	SGA	(I7)	? ID number from the SGA catalog (SGA_ID)	[ucd=meta.id.assoc]
#Column	gmag	(F6.3)	? g-band magnitude measured at 26 mag arcsec^-2^ level (G_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.B]
#Column	e_gmag	(F6.3)	? Uncertainty of the g-band asymptotic magnitude (G_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radgiso	(F7.4)	? g-band isophotal radius at 26 mag arcsec^-2^ (R26_G_IRAF)	[ucd=phys.angSize;src]
#Column	e_radgiso	(F7.4)	? Uncertainty of the g-band isophotal radius at 26 mag arcsec^-2 (R26_G_ERR_IRAF)	[ucd=stat.error]
#Column	rmag	(F7.4)	? r-band magnitude measured at 26 mag arcsec^-2^ level (R_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.R]
#Column	e_rmag	(F7.4)	? Uncertainty of the r-band asymptotic magnitude (R_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radriso	(F7.4)	? r-band isophotal radius at 26 mag arcsec^-2 (R26_R_IRAF)	[ucd=phys.angSize;src]
#Column	e_radriso	(F7.4)	? Uncertainty of the r-band isophotal radius at 26 mag arcsec^-2 (R26_R_ERR_IRAF)	[ucd=stat.error]
#Column	imag	(F6.3)	? i-band magnitude measured at 26 mag arcsec^-2^ level (I_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.I]
#Column	e_imag	(F6.3)	? Uncertainty of the i-band asymptotic magnitude (I_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radiiso	(F7.4)	? i-band isophotal radius at 26 mag arcsec^-2 (R26_I_IRAF)	[ucd=phys.angSize;src]
#Column	e_radiiso	(F7.4)	? Uncertainty of the i-band isophotal radius at 26 mag arcsec^-2 (R26_I_ERR_IRAF)	[ucd=stat.error]
#Column	zmag	(F6.3)	? z-band magnitude measured at 26 mag arcsec^-2^ level (Z_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.I]
#Column	e_zmag	(F6.3)	? Uncertainty of the z-band asymptotic magnitude (Z_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radziso	(F7.4)	? z-band isophotal radius at 26 mag arcsec^-2 (R26_Z_IRAF)	[ucd=phys.angSize;src]
#Column	e_radziso	(F7.4)	? Uncertainty of the z-band isophotal radius at 26 mag arcsec^-2 (R26_Z_ERR_IRAF)	[ucd=stat.error]
#Column	Ag	(F6.3)	Galactic extinction in g band (A_G) (2)	[ucd=phys.absorption.gal]
#Column	Ar	(F6.3)	Galactic extinction in r band (A_R) (2)	[ucd=phys.absorption.gal]
#Column	Ai	(F6.3)	Galactic extinction in i band (A_I) (2)	[ucd=phys.absorption.gal]
#Column	Az	(F6.3)	Galactic extinction in z band (A_Z) (2)	[ucd=phys.absorption.gal]
#Column	z	(F9.6)	? Final adopted redshift (REDSHIFT)	[ucd=src.redshift]
#Column	n_z	(a20)	Name of the column that supplied REDSHIFT for that row (REDSHIFT_SOURCE)	[ucd=meta.note]
#Column	DA	(F6.2)	? Angular diameter distance (DA)	[ucd=phys.size.diameter]
#Column	Scale	(F6.3)	? Physical scale (SCALE)	[ucd=instr.scale]
#Column	DL	(F7.2)	? Luminosity distance (DL)	[ucd=pos.distance]
#Column	Kcorg	(F6.3)	? K-corrections in g band (KCOR_G) (3)	[ucd=arith.factor;phot.mag]
#Column	Kcorr	(F6.3)	? K-corrections in r band (KCOR_R) (3)	[ucd=arith.factor;phot.mag]
#Column	Kcori	(F7.3)	? K-corrections in i band (KCOR_I) (3)	[ucd=arith.factor;phot.mag]
#Column	Kcorz	(F6.3)	? K-corrections in z band (KCOR_Z) (3)	[ucd=arith.factor;phot.mag]
#Column	gMAG	(F7.3)	? Absolute magnitude in g band corrected for Galactic extinction and K-correction (M_G)	[ucd=phys.magAbs]
#Column	rMAG	(F7.3)	? Absolute magnitude in r band corrected for Galactic extinction and K-correction (M_R)	[ucd=phys.magAbs]
#Column	iMAG	(F7.3)	? Absolute magnitude in i band corrected for Galactic extinction and K-correction (M_I)	[ucd=phys.magAbs]
#Column	zMAG	(F7.3)	? Absolute magnitude in z band corrected for Galactic extinction and K-correction (M_Z)	[ucd=phys.magAbs]
#Column	rMajAxis	(F6.2)	? Physical semi-major axis at the r-band SB26 level (PHYS_SMA_SB26)	[ucd=phys.angSize;src]
#Column	SimbadName	(A12)	Simbad column added by the CDS	[ucd=meta.id]
recno	Name	IAU	RAJ2000	DEJ2000	TYPE1	TYPE2	Morph	PGC	LEDA	MorphL	SGA	gmag	e_gmag	radgiso	e_radgiso	rmag	e_rmag	radriso	e_radriso	imag	e_imag	radiiso	e_radiiso	zmag	e_zmag	radziso	e_radziso	Ag	Ar	Ai	Az	z	n_z	DA	Scale	DL	Kcorg	Kcorr	Kcori	Kcorz	gMAG	rMAG	iMAG	zMAG	rMajAxis	SimbadName
     181	PGC1333012              	J005701.65+075200.9	014.2568544	+07.8669145	PB 	   	S   	1333012	LEDA	    	 535381	16.454	 0.023	 0.3783	 0.0262	15.4950	 0.0200	 0.4396	 0.0266	15.038	 0.024	 0.4718	 0.0649	14.743	 0.023	 0.4836	 0.0984	 0.253	 0.167	 0.121	 0.091	 0.047829	DR10_PHOT_REDSHIFT_I	200.72	 0.973	 220.38	 0.106	 0.046	  0.038	 0.017	-20.621	-21.434	-21.837	-22.081	 25.66	LEDA 1333012
     182	PGC939334               	J005707.39-132010.3	014.2807756	-13.3361951	PR 	PTS	S   	 939334	LEDA	    	 317607	16.590	 0.039	 0.3621	 0.1007	15.6390	 0.0310	 0.4390	 0.0417	15.208	 0.033	 0.4433	 0.0649	14.926	 0.046	 0.4550	 0.0853	 0.080	 0.053	 0.038	 0.029	 0.056241	REDSHIFT_LEDA       	233.66	 1.133	 260.68	 0.130	 0.054	  0.041	 0.018	-20.701	-21.549	-21.952	-22.202	 29.84	LEDA 939334
     183	NGC0322                 	J005710.04-434337.4	014.2918285	-43.7270496	PTS	PTS	S0  	   3412	LEDA	S0  	 593313	14.050	 0.010	 0.8113	 0.0053	13.1820	 0.0070	 0.9976	 0.0558	12.803	 0.008	 1.0752	 0.0585	12.529	 0.011	 1.0944	 0.0864	 0.039	 0.025	 0.018	 0.014	 0.023770	REDSHIFT_NED        	102.69	 0.498	 107.63	 0.040	 0.024	  0.024	 0.012	-21.189	-22.027	-22.399	-22.657	 29.81	LEDA 3412
     184	PGC940851               	J005733.34-131401.7	014.3889331	-13.2337948	PTS	   	S   	 940851	LEDA	    	 976329	16.981	 0.056	 0.2620	 0.0123	16.0660	 0.0300	 0.3452	 0.0474	15.668	 0.027	 0.3779	 0.0490	15.390	 0.051	 0.4160	 0.1039	 0.079	 0.052	 0.037	 0.028	 0.099609	DR10_PHOT_REDSHIFT_I	393.28	 1.907	 475.53	 0.204	 0.071	  0.025	 0.010	-21.688	-22.443	-22.780	-23.034	 39.50	LEDA 940851
     185	PGC832353               	J005759.70-210724.8	014.4987294	-21.1235636	PTS	   	S   	 832353	LEDA	    	 585675	17.429	 0.022	 0.1735	 0.0111	16.6170	 0.0150	 0.2117	 0.0016	16.218	 0.021	 0.1917	 0.0098	15.973	 0.027	 0.2183	 0.0325	 0.061	 0.040	 0.029	 0.022	 0.089098	DR10_PHOT_REDSHIFT_I	356.11	 1.726	 422.39	 0.163	 0.060	  0.020	 0.008	-20.924	-21.612	-21.960	-22.186	 21.92	LEDA 832353
     186	SDSSJ005800.43-002022.2 	J005800.43-002022.2	014.5017943	-00.3395030	PTS	   	S0-a	       	LEDA	    	       	17.965	 0.043	 0.1511	 0.0009	17.1000	 0.0490	 0.2043	 0.0117	16.748	 0.066	 0.1974	 0.0173	16.491	 0.085	 0.2360	 0.0336	 0.108	 0.071	 0.051	 0.039	 0.045415	SDSS_SPEC_REDSHIFT  	191.14	 0.927	 208.89	 0.094	 0.044	  0.027	 0.013	-18.837	-19.615	-19.930	-20.161	 11.36	
     187	PGC003467               	J005801.58-050416.5	014.5065821	-05.0712556	PTS	   	S   	   3467	LEDA	Sb  	       	13.789	 0.005	 2.6313	 0.0079	18.8250	 0.0060	 0.4511	       	12.544	 0.015	 1.8843	 0.0762	12.257	 0.014	 2.5336	 0.2264	 0.190	 0.125	 0.091	 0.068	 0.017569	REDSHIFT_NED        	 76.48	 0.371	  79.19	 0.028	 0.019	  0.017	 0.009	-20.922	-15.812	-22.057	-22.313	 10.04	LEDA 3467
     188	PGC3607020              	J005853.31-141420.5	014.7221328	-14.2390343	PTS	   	S   	3607020	LEDA	    	       	16.830	 0.025	 0.3797	 0.0264	16.2400	 0.0230	 0.4075	 0.0353	15.958	 0.029	 0.4137	 0.0500	15.697	 0.033	 0.5553	 0.1102	 0.078	 0.052	 0.037	 0.028	 0.065454	DR10_PHOT_REDSHIFT_I	268.98	 1.304	 305.34	 0.071	 0.040	 -0.023	-0.001	-20.743	-21.276	-21.480	-21.754	 31.88	
     189	PGC1361035              	J005923.08+091055.8	014.8461778	+09.1821610	PR 	   	S   	1361035	LEDA	    	1312250	17.149	 0.041	 0.2491	 0.0102	16.1180	 0.0400	 0.3012	 0.0384	15.648	 0.056	 0.3240	 0.0904	15.338	 0.034	 0.3368	 0.0718	 0.202	 0.133	 0.096	 0.073	 0.082398	SDSS_SPEC_REDSHIFT  	331.92	 1.609	 388.87	 0.207	 0.076	  0.049	 0.021	-21.209	-22.040	-22.446	-22.705	 29.08	LEDA 1361035
     190	PGC003547               	J005923.72-044811.7	014.8488450	-04.8032504	EW 	PTS	S   	   3547	LEDA	Sa  	1034843	13.947	 0.011	 1.2889	 0.0012	13.0460	 0.0110	 1.2896	 0.0217	12.628	 0.010	 1.5040	 0.0739	12.314	 0.009	 1.7843	 0.0789	 0.149	 0.098	 0.071	 0.053	 0.018983	REDSHIFT_NED        	 82.49	 0.400	  85.65	 0.029	 0.019	  0.020	 0.010	-20.895	-21.735	-22.127	-22.413	 30.95	LEDA 3547
     191	PGC765485               	J005938.05-263907.1	014.9085313	-26.6519793	PH 	   	Irr 	 765485	LEDA	    	 875558	16.898	 0.028	 0.2483	 0.0230	16.5070	 0.0270	 0.2826	 0.0292	16.384	 0.033	 0.3186	 0.0233	16.259	 0.036	 0.3206	 0.0216	 0.070	 0.046	 0.033	 0.025	 0.020200	REDSHIFT_NED        	 87.65	 0.425	  91.22	 0.001	 0.021	 -0.017	 0.001	-17.973	-18.360	-18.432	-18.567	  7.21	
     192	PGC972602               	J005939.99-105255.5	014.9166208	-10.8820829	PR 	PDL	S   	 972602	LEDA	S0  	 281924	15.879	 0.032	 0.4110	 0.0437	14.9610	 0.0270	 0.5302	 0.0580	14.559	 0.023	 0.5661	 0.0513	14.275	 0.031	 0.6144	 0.0842	 0.095	 0.062	 0.045	 0.034	 0.057086	SDSS_SPEC_REDSHIFT  	236.93	 1.149	 264.75	 0.131	 0.054	  0.038	 0.017	-21.461	-22.269	-22.638	-22.890	 36.55	LEDA 972602
     193	PGC3080252              	J005945.97-135402.0	014.9415247	-13.9005644	PR 	PR 	S0  	3080252	LEDA	    	 981725	15.752	 0.043	 0.4799	 0.1697	14.8620	 0.0480	 0.5629	 0.1139	14.486	 0.046	 0.6485	 0.1121	14.200	 0.052	 0.7360	 0.1320	 0.078	 0.051	 0.037	 0.028	 0.038340	REDSHIFT_NED        	162.74	 0.789	 175.46	 0.079	 0.038	  0.031	 0.015	-20.626	-21.448	-21.803	-22.064	 26.65	LEDA 3080252
     194	PGC693646               	J005959.99-321924.3	014.9999556	-32.3234073	PR 	   	S0  	 693646	LEDA	    	 986414	16.608	 0.026	 0.2548	 0.0237	15.7080	 0.0210	 0.2937	 0.0145	15.352	 0.028	 0.3078	 0.0126	15.102	 0.041	 0.3175	 0.0637	 0.063	 0.041	 0.030	 0.023	 0.064116	REDSHIFT_LEDA       	263.90	 1.279	 298.82	 0.150	 0.060	  0.036	 0.015	-20.982	-21.770	-22.091	-22.313	 22.54	LEDA 693646
     195	PGC832093               	J010000.39-210844.2	015.0016233	-21.1456244	PR 	   	E   	 832093	LEDA	    	 613344	17.469	 0.047	 0.2114	 0.0119	16.6600	 0.0300	 0.2500	 0.0081	16.298	 0.042	 0.2791	 0.0301	16.054	 0.065	 0.2970	 0.0567	 0.060	 0.039	 0.028	 0.021	 0.050881	DR10_PHOT_REDSHIFT_I	212.75	 1.031	 234.95	 0.107	 0.048	  0.028	 0.013	-19.553	-20.282	-20.613	-20.835	 15.46	LEDA 832093
     196	PGC134789               	J010001.86-214612.1	015.0077550	-21.7700233	PDL	   	E   	 134789	LEDA	E   	 491715	15.929	 0.027	 0.3709	 0.0525	15.0110	 0.0150	 0.4906	 0.0092	14.615	 0.019	 0.5218	 0.0268	14.333	 0.026	 0.5389	 0.0727	 0.063	 0.041	 0.030	 0.023	 0.054223	REDSHIFT_LEDA       	225.82	 1.095	 250.97	 0.124	 0.052	  0.039	 0.017	-21.256	-22.080	-22.452	-22.705	 32.23	LEDA 134789
     197	ESO113-004              	J010034.25-574454.8	015.1427208	-57.7485617	PH 	   	S   	   3608	LEDA	Sc  	 493291	14.969	 0.011	 0.4276	 0.0347	14.6030	 0.0130	 0.5124	 0.0245	14.490	 0.023	 0.5188	 0.0358	14.360	 0.040	 0.5116	 0.1046	 0.051	 0.033	 0.024	 0.018	 0.011965	REDSHIFT_NED        	 52.44	 0.254	  53.70	-0.002	 0.014	 -0.009	 0.002	-18.730	-19.094	-19.175	-19.310	  7.81	LEDA 3608
     198	PGC073545               	J010045.55-362210.8	015.1897874	-36.3696666	PH 	EW 	S   	  73545	LEDA	E   	 155374	15.465	 0.010	 0.7727	 0.0093	14.5750	 0.0140	 0.5846	 0.1102	14.177	 0.010	 0.6297	 0.0111	13.908	 0.025	 0.6489	 0.0669	 0.050	 0.033	 0.024	 0.018	 0.038817	REDSHIFT_NED        	164.67	 0.798	 177.70	 0.080	 0.038	  0.033	 0.015	-20.913	-21.744	-22.128	-22.373	 27.99	LEDA 73545
     199	PGC129268               	J010048.84-501836.3	015.2034837	-50.3100778	PR 	   	S0  	 129268	LEDA	S0-a	 157454	15.757	 0.017	 0.3131	 0.0400	14.9020	 0.0130	 0.3861	 0.0167	14.531	 0.017	 0.4469	 0.0370	14.268	 0.026	 0.4633	 0.0609	 0.046	 0.030	 0.022	 0.017	 0.061936	REDSHIFT_NED        	255.58	 1.239	 288.22	 0.140	 0.057	  0.034	 0.015	-21.728	-22.484	-22.824	-23.063	 28.70	LEDA 129268
     200	PGC1695227              	J010100.89+235213.6	015.2537248	+23.8704362	PTS	PTS	S   	1695227	LEDA	    	 379000	17.230	 0.104	 0.2532	 0.0265	16.1220	 0.0650	 0.3695	 0.0279	      	      	       	       	15.283	 0.079	 0.3800	 0.1060	 0.129	 0.085	 0.062	 0.046	 0.069080	SDSS_SPEC_REDSHIFT  	282.66	 1.370	 323.06	 0.173	 0.067	       	 0.022	-20.618	-21.576	       	-22.331	 30.37	LEDA 1695227
     201	2MASXJ01012162+0023054  	J010121.62+002305.2	015.3401018	+00.3847882	PTS	   	S   	       	LEDA	    	       	17.182	 0.018	 0.2194	 0.0097	16.3520	 0.0230	 0.2385	 0.0376	15.948	 0.025	 0.2541	 0.0235	15.692	 0.037	 0.2674	 0.0504	 0.090	 0.059	 0.043	 0.032	 0.092542	SDSS_SPEC_REDSHIFT  	368.39	 1.786	 439.73	 0.179	 0.065	  0.022	 0.009	-21.303	-21.988	-22.333	-22.565	 25.56	
     202	SDSSJ010126.16-002557.7 	J010126.17-002557.9	015.3590290	-00.4327512	PTS	   	S0-a	       	LEDA	    	       	18.215	 0.038	 0.1273	 0.0017	17.0290	 0.0370	 0.1914	 0.0103	16.610	 0.044	 0.2058	 0.0116	16.323	 0.051	 0.2427	 0.0285	 0.118	 0.077	 0.056	 0.042	 0.193400	SDSS_SPEC_REDSHIFT  	686.96	 3.330	 978.38	 0.483	 0.137	  0.041	 0.025	-22.339	-23.138	-23.440	-23.697	 38.24	
     203	PGC822972               	J010141.65-215033.0	015.4235230	-21.8424979	PR 	   	S0  	 822972	LEDA	    	 873839	17.420	 0.019	 0.2150	 0.0186	16.4900	 0.0120	 0.3124	 0.0136	16.090	 0.014	 0.3285	 0.0190	15.812	 0.024	 0.3374	 0.0290	 0.057	 0.037	 0.027	 0.020	 0.054324	REDSHIFT_LEDA       	226.21	 1.097	 251.46	 0.125	 0.052	  0.040	 0.017	-19.764	-20.601	-20.979	-21.227	 20.56	LEDA 822972
     204	PGC915359               	J010216.62-150736.7	015.5692332	-15.1268616	PTS	   	S   	 915359	LEDA	S0-a	1131358	15.259	 0.016	 0.4226	 0.0216	14.3980	 0.0110	 0.5366	 0.0316	14.031	 0.015	 0.6420	 0.0431	13.755	 0.016	 0.6721	 0.0432	 0.069	 0.045	 0.033	 0.025	 0.055905	REDSHIFT_NED        	232.36	 1.126	 259.06	 0.124	 0.053	  0.033	 0.015	-22.001	-22.767	-23.102	-23.352	 36.25	LEDA 915359
     205	PGC1636538              	J010239.95+204901.6	015.6664707	+20.8171170	PTS	   	S   	1636538	LEDA	    	 479566	17.059	 0.068	 0.2270	 0.0714	15.9980	 0.0510	 0.4191	 0.0381	      	      	       	       	15.264	 0.057	 0.4531	 0.0742	 0.102	 0.067	 0.049	 0.037	 0.080363	SDSS_SPEC_REDSHIFT  	324.49	 1.573	 378.74	 0.198	 0.074	       	 0.019	-21.133	-22.035	       	-22.684	 39.55	LEDA 1636538
     206	ESO243-019              	J010249.14-471110.8	015.7047563	-47.1863236	PR 	   	S0  	   3739	LEDA	S?  	 967567	15.438	 0.028	 0.5055	 0.0029	14.5820	 0.0180	 0.5787	 0.0299	14.224	 0.028	 0.6025	 0.0860	13.967	 0.038	 0.6392	 0.0920	 0.037	 0.024	 0.018	 0.013	 0.021475	REDSHIFT_NED        	 93.04	 0.451	  97.07	 0.036	 0.022	  0.022	 0.011	-19.570	-20.399	-20.751	-20.992	 15.66	LEDA 3739
     207	PGC003763               	J010316.37+222033.3	015.8182259	+22.3425796	PR 	   	S   	   3763	LEDA	SBbc	       	13.921	 0.008	 0.6250	 0.0319	13.2420	 0.0090	 0.6805	 0.0759	      	      	       	       	12.714	 0.013	 0.7494	 0.1964	 0.147	 0.097	 0.070	 0.053	 0.015561	REDSHIFT_NED        	 67.90	 0.329	  70.03	 0.021	 0.017	       	 0.007	-20.473	-21.098	       	-21.572	 13.43	LEDA 3763
     208	PGC1094873              	J010341.26-022014.9	015.9219013	-02.3374592	PTS	   	S   	1094873	LEDA	Sb  	1310104	16.693	 0.048	 0.3514	 0.0092	15.6770	 0.0300	 0.4201	 0.0120	15.197	 0.031	 0.5140	 0.0242	14.869	 0.039	 0.4811	 0.0937	 0.117	 0.077	 0.056	 0.042	 0.070759	REDSHIFT_LEDA       	288.96	 1.401	 331.30	 0.173	 0.066	  0.047	 0.021	-21.198	-22.067	-22.507	-22.795	 35.31	LEDA 1094873
     209	PGC727925               	J010342.06-293328.1	015.9252377	-29.5577993	PTS	   	S   	 727925	LEDA	    	 244431	17.561	 0.037	 0.1625	 0.0087	16.6070	 0.0220	 0.2206	 0.0094	16.165	 0.031	 0.2530	 0.0186	15.891	 0.032	 0.2768	 0.0378	 0.064	 0.042	 0.030	 0.023	 0.095650	DR10_PHOT_REDSHIFT_I	379.39	 1.839	 455.44	 0.231	 0.082	  0.044	 0.018	-21.026	-21.809	-22.201	-22.442	 24.34	LEDA 727925
     210	PGC351397               	J010349.64-615335.7	015.9568390	-61.8932488	PTS	   	S   	 351397	LEDA	    	 674938	17.219	 0.020	 0.2137	 0.0254	16.4090	 0.0120	 0.3013	 0.0243	16.014	 0.010	 0.3074	 0.0138	15.750	 0.011	 0.3187	 0.0051	 0.065	 0.043	 0.031	 0.023	 0.060616	DR10_PHOT_REDSHIFT_I	250.53	 1.215	 281.82	 0.123	 0.053	  0.030	 0.014	-20.219	-20.937	-21.297	-21.537	 21.96	LEDA 351397
     211	PGC1816442              	J010456.63+274346.3	016.2359713	+27.7295350	PR 	PDL	E   	1816442	LEDA	    	1319278	16.315	 0.060	 0.4312	 0.0076	15.2570	 0.0460	 0.5844	 0.0397	      	      	       	       	14.430	 0.059	 0.7889	 0.0743	 0.194	 0.127	 0.092	 0.069	 0.078424	DR10_PHOT_REDSHIFT  	317.38	 1.539	 369.12	 0.193	 0.072	       	 0.019	-21.908	-22.778	       	-23.494	 53.96	LEDA 1816442
     212	PGC591113               	J010512.59-400150.7	016.3024600	-40.0307386	PR 	PDL	S   	 591113	LEDA	    	1154924	16.863	 0.038	 0.2262	 0.0057	15.8800	 0.0290	 0.2889	 0.0093	15.468	 0.023	 0.3704	 0.0278	15.175	 0.055	 0.5449	 0.1019	 0.046	 0.030	 0.022	 0.017	 0.092711	REDSHIFT_LEDA       	368.99	 1.789	 440.58	 0.229	 0.082	  0.042	 0.017	-21.632	-22.452	-22.816	-23.079	 31.01	LEDA 591113
     213	PGC3098160              	J010515.10-191658.2	016.3129196	-19.2828262	PTS	   	S   	3098160	LEDA	    	 176730	15.263	 0.021	 0.5136	 0.0271	14.4280	 0.0130	 0.8129	 0.0145	14.101	 0.023	 0.7376	 0.0181	13.821	 0.026	 1.0367	 0.0727	 0.051	 0.034	 0.024	 0.018	 0.054790	REDSHIFT_LEDA       	228.02	 1.105	 253.70	 0.110	 0.049	  0.022	 0.012	-21.920	-22.677	-22.967	-23.231	 53.90	LEDA 3098160
     214	PGC1028016              	J010558.93-065024.2	016.4955372	-06.8400619	PR 	   	E   	1028016	LEDA	    	 233709	17.327	 0.026	 0.1953	 0.0230	16.4000	 0.0180	 0.2141	 0.0201	16.003	 0.024	 0.2299	 0.0307	15.698	 0.025	 0.2393	 0.0521	 0.306	 0.201	 0.146	 0.110	 0.034456	SDSS_SPEC_REDSHIFT  	146.94	 0.712	 157.24	 0.068	 0.034	  0.029	 0.014	-19.030	-19.818	-20.155	-20.409	  9.15	LEDA 1028016
     215	ESO541-019              	J010635.06-201956.1	016.6460635	-20.3322488	PTS	   	S   	   3931	LEDA	Sb  	  44421	15.674	 0.023	 0.5641	 0.0358	14.6990	 0.0170	 0.5665	 0.0275	14.273	 0.020	 0.5900	 0.0606	13.941	 0.019	 0.7062	 0.0383	 0.058	 0.038	 0.028	 0.021	 0.053540	REDSHIFT_NED        	223.15	 1.082	 247.69	 0.123	 0.052	  0.043	 0.019	-21.477	-22.361	-22.768	-23.069	 36.78	LEDA 3931
     216	PGC1045216              	J010650.58-052359.3	016.7107627	-05.3998099	PR 	PTS	S   	1045216	LEDA	    	 787230	16.717	 0.025	 0.2565	 0.0119	15.8630	 0.0160	 0.2987	 0.0026	15.484	 0.021	 0.3261	 0.0186	15.206	 0.026	 0.3245	 0.0455	 0.125	 0.083	 0.060	 0.045	 0.125308	DR10_PHOT_REDSHIFT_I	480.34	 2.329	 608.26	 0.201	 0.059	 -0.009	-0.001	-22.529	-23.199	-23.487	-23.758	 41.74	LEDA 1045216
     217	PGC660545               	J010651.74-343354.7	016.7155835	-34.5652052	PTS	   	S   	 660545	LEDA	    	 855374	18.040	 0.078	 0.1687	 0.0026	16.9660	 0.0420	 0.2383	 0.0034	16.502	 0.061	 0.2717	 0.0193	16.197	 0.074	 0.3110	 0.0345	 0.058	 0.038	 0.028	 0.021	 0.132496	DR10_PHOT_REDSHIFT_I	503.75	 2.442	 646.08	 0.299	 0.096	  0.040	 0.020	-21.368	-22.219	-22.617	-22.895	 34.92	LEDA 660545
     218	ESO295-036              	J010658.91-383126.3	016.7454455	-38.5239840	PTS	   	S   	   3945	LEDA	Sb  	1245139	19.307	 0.013	 0.0829	 0.0468	14.4850	 0.0080	 0.7882	 0.0068	14.216	 0.005	 0.8088	 0.0066	13.977	 0.016	 0.8108	 0.0714	 0.059	 0.039	 0.028	 0.021	 0.022169	REDSHIFT_NED        	 95.96	 0.465	 100.26	 0.026	 0.023	  0.006	 0.007	-15.784	-20.583	-20.824	-21.057	 21.99	LEDA 3945
     219	SPRC75                  	J010700.44+284537.3	016.7518247	+28.7603580	PR 	   	S   	       	LEDA	    	       	15.831	 0.020	 0.5359	 0.0563	15.2000	 0.0290	 0.4731	 0.0792	      	      	       	       	14.642	 0.038	 0.5187	 0.1285	 0.209	 0.137	 0.100	 0.075	 0.050477	SDSS_SPEC_REDSHIFT  	211.16	 1.024	 233.01	 0.062	 0.039	       	 0.004	-21.277	-21.813	       	-22.274	 29.07	
     220	PGC1178860              	J010701.39+005435.4	016.7557995	+00.9098461	PR 	PDL	E   	1178860	LEDA	E   	 292625	15.742	 0.024	 0.4959	 0.0100	14.8150	 0.0180	 0.6424	 0.0107	14.403	 0.029	 0.7481	 0.0287	14.145	 0.034	 0.7365	 0.0589	 0.083	 0.055	 0.040	 0.030	 0.048017	SDSS_SPEC_REDSHIFT  	201.46	 0.977	 221.27	 0.106	 0.047	  0.036	 0.016	-21.172	-22.012	-22.398	-22.626	 37.66	LEDA 1178860
