#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:30 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:30	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F602%2FA100%2Ftable2&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36020100
#Name: J/A+A/602/A100
#Title: Merging groups and clusters from the SDSS data (Tempel+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/602/a100	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/602/a100	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2017A&A...602A.100T	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/602/A100	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36020100	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-08-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_602_A100_table2:
#Name: J/A+A/602/A100/table2
#Title: Catalog of galaxy groups
#Column	GroupID	(I6)	[1/88662] Group/cluster ID	[ucd=meta.id;meta.main]
#Column	Ngal	(I5)	[2/254] Richness	[ucd=src.class.richness]
#Column	RAJ2000	(F13.9)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist.c	(F10.6)	Comoving distance to group center (G1)	[ucd=pos.distance]
#Column	Rmax	(F10.6)	Maximum radius of the group (G1)	[ucd=phys.size.radius;stat.max]
#Column	M200	(E11.4)	Estimated mass of the NFW profile group	[ucd=phys.mass]
#Column	R200	(E11.4)	Radius, where mean density is 200 the Universe average density	[ucd=phys.size.radius]
GroupID	Ngal	RAJ2000	DEJ2000	Dist.c	Rmax	M200	R200
    39	   45	213.701531583	-00.399835725	602.837373	  1.569076	 7.1352e+02	 1.7975e+00
    40	    4	213.574923966	-00.224006127	612.174284	  0.586569	 2.6390e+02	 1.2892e+00
    41	    4	213.676769396	-00.119691809	589.321601	  0.515976	 2.9733e+01	 6.2389e-01
    42	   52	207.938809630	+09.554650201	287.542902	  1.575174	 4.5096e+02	 1.5823e+00
    43	   10	208.002771583	+10.058033834	288.889453	  0.850858	 7.2380e+01	 8.5980e-01
    44	    2	207.925152255	+09.104794182	285.300600	  0.053097	 4.9008e-01	 1.6270e-01
    45	    3	207.606663426	+09.272110335	288.267727	  0.296088	 7.3490e+00	 4.0113e-01
    46	    4	207.529704439	+09.765316934	286.096757	  0.555409	 6.1968e+01	 8.1660e-01
    47	    2	207.848949599	+09.186107281	285.147850	  0.044020	 2.7334e-01	 1.3393e-01
    48	    3	207.719208326	+10.091527425	288.630428	  0.422761	 6.0578e+01	 8.1029e-01
    49	    2	207.854015239	+08.956673362	289.017354	  0.243636	 2.4563e+01	 5.9972e-01
    50	   11	219.399274888	-00.277607562	589.076685	  1.053669	 2.0998e+02	 1.1970e+00
    51	    2	123.591776980	+10.159473016	430.696014	  0.320191	 9.7908e+00	 4.3648e-01
    52	    6	187.699117581	+10.555476122	716.351123	  0.516638	 2.5876e+02	 1.2694e+00
    53	   38	207.365935431	+28.062128287	334.423893	  1.047091	 2.1873e+02	 1.2387e+00
    54	    7	207.536557437	+28.264671288	317.276043	  0.403983	 2.9950e+01	 6.3930e-01
    55	   15	207.064185291	+27.946792335	325.282808	  1.126254	 2.9615e+02	 1.3713e+00
    56	    4	206.910610120	+28.270658532	342.543926	  0.204872	 1.3166e+00	 2.2518e-01
    57	    3	207.626592777	+28.346616352	332.851990	  0.341456	 1.4904e+01	 5.0600e-01
    58	   47	225.260245129	+47.305426478	383.301314	  1.635242	 5.4521e+02	 1.6731e+00
    59	    2	225.736943419	+47.360155123	380.808517	  0.245012	 9.8231e+00	 4.3870e-01
    60	    2	224.835011706	+47.339723368	388.111365	  0.254332	 8.2351e+01	 8.9068e-01
    61	   10	245.426847451	+42.725480649	583.965634	  0.956099	 2.9250e+02	 1.3374e+00
    62	    8	227.896769388	+19.184171678	351.982135	  0.548424	 1.3115e+02	 1.0431e+00
    63	    2	233.777061907	+00.726686494	530.710268	  0.033480	 1.7108e-02	 5.2145e-02
    64	    7	143.314472589	+47.914553846	819.588095	  1.182928	 2.9320e+02	 1.3113e+00
    65	    8	218.401116740	+24.422946112	372.632731	  0.740264	 5.3243e+01	 7.7111e-01
    66	    2	218.624581689	+24.385859505	374.455029	  0.310951	 4.4244e+01	 7.2486e-01
    67	    2	129.820377866	+39.463470211	799.900417	  0.332429	 4.5559e+00	 3.2779e-01
    68	    3	197.735398701	+63.899907665	575.474518	  0.715053	 1.5378e+02	 1.0802e+00
    69	   10	175.042830093	+18.234785601	538.944570	  0.870851	 1.6150e+02	 1.1013e+00
    70	   37	173.287971008	+66.369439724	498.137119	  1.715879	 6.6773e+02	 1.7736e+00
    71	    5	173.914701562	+66.448179396	491.956091	  0.719339	 1.1542e+02	 9.8845e-01
    72	    2	172.742546927	+66.539148030	508.470893	  0.224553	 6.3207e+00	 3.7486e-01
    73	    2	173.778352980	+66.226654479	498.567863	  0.161278	 2.0506e+01	 5.5539e-01
    74	    3	222.542847121	+41.516672286	667.376675	  0.506434	 6.3965e+01	 8.0005e-01
    75	   21	183.213846250	+06.060992717	591.204722	  1.191294	 2.4725e+02	 1.2638e+00
    76	    3	183.272256885	+06.250730569	591.115051	  0.495413	 2.5313e+01	 5.9121e-01
    77	    5	141.930566249	+20.513779473	811.463591	  0.999377	 1.7029e+02	 1.0949e+00
    78	   14	241.423967054	+16.468453596	577.492163	  1.123886	 4.9687e+02	 1.5966e+00
    79	   14	227.699685360	+15.708024168	517.794177	  0.880929	 1.3919e+02	 1.0499e+00
    80	    4	248.826935522	+31.043499857	428.594041	  0.370224	 1.8071e+01	 5.3550e-01
    81	  188	239.562124270	+27.267233736	391.029717	  2.318124	 1.6005e+03	 2.3941e+00
    82	    5	240.061937616	+26.793209049	384.001206	  0.264020	 2.2300e+01	 5.7642e-01
    83	    4	240.123912166	+26.655566764	391.070714	  0.230688	 3.8011e+00	 3.1942e-01
    84	   32	239.923724620	+26.560846338	393.417725	  1.476646	 5.8826e+02	 1.7146e+00
    85	   15	239.161367274	+27.602385870	383.748880	  0.916220	 9.7061e+01	 9.4116e-01
    86	   10	239.339541948	+27.698728882	388.086471	  0.702909	 5.3248e+01	 7.7019e-01
    87	    9	239.689754797	+26.617288164	377.402300	  0.457995	 1.2261e+01	 4.7247e-01
    88	   18	240.337946340	+26.140853643	383.600688	  0.914089	 9.0362e+01	 9.1900e-01
    89	   16	239.173166112	+27.078934362	381.978714	  1.264110	 6.5345e+02	 1.7774e+00
    90	    3	239.030201189	+26.759146729	360.999512	  0.199873	 1.9883e+00	 2.5798e-01
    91	    6	238.862847956	+27.224632841	360.185496	  0.547576	 1.3404e+02	 1.0500e+00
    92	    4	238.849544878	+27.245018520	358.722599	  0.136837	 5.6057e-01	 1.6919e-01
    93	    7	239.852443967	+26.772009336	435.081572	  0.458162	 1.9441e+01	 5.4842e-01
    94	    5	239.673731596	+27.639695513	378.578344	  0.471078	 1.5581e+02	 1.1024e+00
    95	   12	239.681086972	+26.450111002	377.698171	  0.836737	 6.9126e+01	 8.4088e-01
    96	    3	238.926771783	+26.689914906	362.112032	  0.195506	 2.1434e+00	 2.6450e-01
    97	   17	240.171530822	+27.025835588	384.664894	  1.161728	 2.1155e+02	 1.2202e+00
    98	    4	240.145877081	+26.261721129	386.472783	  0.541913	 3.1339e+01	 6.4553e-01
    99	    7	239.484116623	+27.792364287	390.859460	  1.215542	 2.4510e+02	 1.2809e+00
   100	    8	239.831489483	+26.906750376	374.999834	  0.491496	 2.1223e+01	 5.6740e-01
   101	    3	239.757383886	+26.867468684	397.781324	  0.247837	 5.0786e+01	 7.5755e-01
   102	    5	239.080404511	+27.191247623	412.538474	  0.712286	 5.3821e+01	 7.7144e-01
   103	    2	239.201553247	+26.953551941	364.574538	  0.117294	 5.1428e-01	 1.6432e-01
   104	    3	240.571558939	+26.245414368	379.905852	  0.360452	 3.7008e+01	 6.8267e-01
   105	    2	239.541019974	+26.719445030	375.760653	  0.174876	 6.4240e-03	 3.8094e-02
   106	    6	238.858338571	+27.033946808	358.628166	  0.722220	 4.4264e+01	 7.2587e-01
   107	    2	239.964978206	+26.717113806	436.538656	  0.330896	 5.4806e+01	 7.7463e-01
   108	    4	239.458086590	+26.565046656	386.244076	  0.354764	 7.9214e+01	 8.7935e-01
   109	    2	239.516776968	+26.734658027	376.394169	  0.259083	 8.6859e+00	 4.2122e-01
   110	    4	239.146522343	+26.916225832	363.645979	  0.622965	 3.1263e+01	 6.4617e-01
   111	    2	238.880641044	+26.807551794	367.110565	  0.307159	 5.7318e+01	 7.9065e-01
   112	    2	240.256455621	+26.376536308	391.032878	  0.238147	 7.2327e+00	 3.9582e-01
   113	   12	120.308346917	+34.854539575	667.034761	  1.464967	 5.5001e+02	 1.6391e+00
   114	    5	137.301741032	+11.000883440	752.769744	  0.869532	 2.0605e+02	 1.1728e+00
   115	   18	229.485996834	+26.854393664	372.215187	  0.911339	 2.9654e+02	 1.3669e+00
   116	    6	229.517086728	+27.040190609	369.301991	  0.447687	 5.7317e+01	 7.9050e-01
   117	    6	229.697693293	+27.122847000	360.325708	  0.681526	 5.8733e+01	 7.9752e-01
   118	    3	229.299944995	+26.686396355	360.112881	  0.152497	 1.7154e+01	 5.2915e-01
   119	    3	225.034994604	+23.161150696	764.490864	  0.677713	 4.2287e+01	 6.9106e-01
   120	   11	152.836195774	+16.080791236	620.180953	  1.107620	 3.1636e+02	 1.3686e+00
   121	    6	203.998338842	+54.864505732	464.908238	  0.540320	 3.3344e+01	 6.5488e-01
   122	    5	249.132366608	+29.178474185	590.937654	  0.494552	 6.7437e+01	 8.1959e-01
   123	    2	241.560787419	+20.149658439	737.266416	  0.164226	 1.0290e+01	 4.3247e-01
   124	   23	131.943221770	+31.892160506	298.185886	  1.014855	 1.5357e+02	 1.1040e+00
   125	    2	194.929631531	+29.102770452	707.402663	  0.158723	 5.5049e+00	 3.5200e-01
   126	   12	135.380468861	+55.642194900	495.576222	  0.895796	 4.7385e+02	 1.5823e+00
   127	    3	211.832334662	+15.983933266	558.334659	  0.478258	 4.4257e+01	 7.1419e-01
   128	   14	216.520915953	+37.843960745	713.838561	  1.586488	 6.2886e+02	 1.7070e+00
   129	   11	156.371336308	+51.093468715	610.912128	  1.615017	 5.9743e+02	 1.6930e+00
   130	   23	201.636327154	+00.301994470	363.660243	  1.154105	 2.0986e+02	 1.2189e+00
   131	    4	201.565437576	+00.052912744	362.799060	  0.520763	 3.5276e+01	 6.7276e-01
   132	    6	140.553343449	+12.410469137	792.710467	  0.795647	 2.3678e+02	 1.2241e+00
   133	    6	161.668585789	+18.964144055	582.729143	  0.616824	 1.4085e+02	 1.0484e+00
   134	    2	199.592053566	-00.517591528	483.964878	  0.101828	 2.5793e+00	 2.7860e-01
   135	   14	206.115589133	+02.083040854	316.175486	  0.892292	 1.3704e+02	 1.0614e+00
   136	    2	242.990083515	+15.288790183	839.799983	  0.325489	 1.3703e+01	 4.7146e-01
   137	   37	239.444195359	+28.758261091	334.930007	  1.096671	 1.5863e+02	 1.1129e+00
   138	   10	238.619517787	+28.365097331	343.905776	  0.790345	 5.8186e+01	 7.9606e-01
   139	   11	239.028972686	+28.593820716	334.997076	  0.762947	 6.1389e+01	 8.1097e-01
   140	    6	238.800956487	+28.283724822	342.676537	  1.005870	 1.5803e+02	 1.1108e+00
   141	    4	239.185788336	+28.729387128	338.165450	  0.326861	 2.5076e+01	 6.0158e-01
   142	    4	238.761316751	+28.575286018	340.182213	  0.383852	 7.0001e+01	 8.4691e-01
   143	    2	239.373654768	+29.027069128	334.603716	  0.306995	 8.5816e+00	 4.2090e-01
   144	    2	239.278153281	+28.541485425	338.999227	  0.175395	 2.1708e+00	 2.6610e-01
   145	    6	254.924721293	+37.555060882	571.891666	  0.818915	 1.6696e+02	 1.1105e+00
   146	   18	152.069915963	+38.009746199	482.849364	  1.076041	 2.3130e+02	 1.2471e+00
   147	    3	151.791151120	+37.987780465	483.067996	  0.444241	 6.7673e+01	 8.2792e-01
   148	   37	127.178445359	+30.410350572	233.169757	  0.995032	 2.1196e+02	 1.2353e+00
   149	   25	127.152661418	+30.396407981	208.619228	  0.587969	 4.4210e+01	 7.3396e-01
   150	    6	126.806366136	+30.159850580	221.998776	  0.659690	 1.0647e+02	 9.8283e-01
   151	   25	127.316028824	+30.681950705	214.368155	  1.090262	 1.7519e+02	 1.1609e+00
   152	    2	126.498651872	+30.088301726	219.354043	  0.250628	 4.4103e+01	 7.3278e-01
   153	    2	127.078026076	+30.989851588	215.383646	  0.032210	 1.0446e-01	 9.7708e-02
   154	    2	127.757177738	+30.787718095	220.409273	  0.259590	 2.2460e+01	 5.8513e-01
   155	    3	221.310775076	+38.660081435	683.217619	  0.794877	 8.7073e+00	 4.1099e-01
   156	   42	149.878345737	+11.500334533	338.472019	  1.567762	 4.8079e+02	 1.6101e+00
   157	    4	150.176609422	+11.327742572	341.026724	  0.346863	 2.6197e+02	 1.3148e+00
   158	    3	149.530864885	+11.720996803	331.117997	  0.267485	 6.7298e+01	 8.3645e-01
   159	    2	149.573781483	+11.417746044	336.256948	  0.120640	 2.7942e+00	 2.8952e-01
   160	    2	150.278363938	+11.480269839	344.068983	  0.290224	 1.2423e+02	 1.0250e+00
   161	   74	231.887557512	+28.755965342	288.078391	  1.582113	 4.8084e+02	 1.6164e+00
   162	    9	231.773282275	+28.342718442	289.261771	  0.619448	 4.3403e+01	 7.2502e-01
   163	    5	232.180969366	+29.082938557	301.124497	  0.381306	 3.3311e+01	 6.6320e-01
   164	    4	232.194092400	+29.087420190	283.505618	  0.212409	 3.4268e+00	 3.1117e-01
   165	    7	232.060922687	+28.272349528	286.850138	  0.491967	 3.2463e+01	 6.5825e-01
   166	    6	231.496847760	+28.470678816	290.219677	  0.490283	 6.6647e+01	 8.3639e-01
   167	    5	231.741967215	+29.117172049	289.997121	  0.487659	 5.3790e+01	 7.7873e-01
   168	    3	232.306349557	+28.863110544	287.875318	  0.298461	 1.7302e+01	 5.3365e-01
   169	    4	114.522030085	+31.555543904	705.315248	  0.896860	 2.4439e+01	 5.7863e-01
   170	    6	223.354159100	+20.801109762	499.293121	  0.731635	 1.0083e+02	 9.4435e-01
   171	   40	230.993936678	+29.869845505	480.802546	  1.513862	 4.2851e+02	 1.5320e+00
   172	   33	231.103521838	+29.932437784	509.055304	  1.283578	 3.6679e+02	 1.4512e+00
   173	    6	230.540180617	+29.814990205	498.459545	  0.681215	 8.7607e+01	 9.0119e-01
   174	    7	230.677093688	+29.970574071	481.914861	  0.787322	 1.4790e+02	 1.0745e+00
   175	   14	231.225061081	+29.591283190	487.253533	  1.180823	 3.5287e+02	 1.4352e+00
   176	   13	231.048085460	+30.170099567	492.188773	  1.546714	 7.5568e+02	 1.8491e+00
   177	    2	200.056014644	+02.729000426	686.193139	  0.242703	 1.0320e+01	 4.3483e-01
   178	    3	163.699430247	+09.118502757	719.245391	  0.258629	 9.9449e+01	 9.2267e-01
   179	    7	221.611613309	+21.668950555	483.780205	  0.612236	 5.2718e+01	 7.6175e-01
   180	    4	221.760256477	+21.539095353	478.815712	  0.248476	 4.4716e+00	 3.3483e-01
   181	   16	169.005627076	+24.654022788	443.837444	  1.112913	 1.6918e+02	 1.1272e+00
   182	    9	169.221780025	+24.509131560	444.435841	  0.717015	 1.1119e+02	 9.8000e-01
   183	    6	168.666922255	+24.796596598	441.972706	  0.636315	 3.4040e+01	 6.6063e-01
   184	    2	169.254861653	+24.677482210	440.756783	  0.176875	 1.0596e+01	 4.4777e-01
   185	  105	230.340862853	+30.632209875	338.803290	  1.601542	 5.9153e+02	 1.7252e+00
   186	   33	230.928139350	+31.093372694	328.428519	  1.270529	 3.3235e+02	 1.4247e+00
   187	   12	230.789208474	+30.848360354	317.829465	  0.606056	 3.2810e+01	 6.5901e-01
   188	    3	230.704334912	+30.784922459	340.503342	  0.430499	 5.9061e+01	 8.0024e-01
   189	    3	230.791300132	+31.347351325	337.969006	  0.475058	 6.4646e+01	 8.2488e-01
   190	    2	231.011266270	+30.718695036	323.036825	  0.299155	 5.4402e+00	 3.6190e-01
   191	    2	183.553318187	+26.649959775	701.295770	  0.182219	 6.9961e+01	 8.2188e-01
   192	   52	116.523666478	+18.224674817	226.830345	  1.145732	 2.7015e+02	 1.3400e+00
   193	    3	116.163211078	+18.431365158	211.079137	  0.368841	 5.5693e+01	 7.9254e-01
   194	   40	176.044034504	+05.773644491	449.387514	  1.534093	 5.4046e+02	 1.6594e+00
   195	    3	146.225430958	+22.878846792	389.724230	  0.153384	 1.2675e+01	 4.7727e-01
   196	    4	231.275205000	+33.482389857	531.921340	  0.643637	 3.8899e+01	 6.8562e-01
   197	   10	229.043688930	+00.083659712	521.426850	  0.797918	 8.2499e+01	 8.8165e-01
   198	    9	229.099135593	+00.068909167	498.612208	  0.863835	 8.1670e+01	 8.8034e-01
   199	    6	229.047618818	+00.296858294	516.939828	  0.501839	 5.3718e+01	 7.6445e-01
   200	   22	208.536509913	+14.849501314	543.717700	  1.241507	 2.4229e+02	 1.2603e+00
   201	    2	208.474402005	+14.643089987	543.369004	  0.276220	 1.6511e+01	 5.1477e-01
   202	    5	175.575461086	+11.896056255	659.228541	  0.602369	 7.5772e+01	 8.4711e-01
   203	    2	168.123920659	+13.982496039	710.155018	  0.375241	 3.7653e+01	 6.6802e-01
   204	    5	129.399062906	+15.851043169	652.412770	  0.546912	 1.4224e+02	 1.0456e+00
   205	   73	197.800858584	+39.274648591	317.976936	  1.786347	 7.0391e+02	 1.8312e+00
   206	    2	197.342079094	+39.087594986	335.064412	  0.205728	 7.3453e+00	 3.9962e-01
   207	    2	197.458835425	+38.933503521	324.784176	  0.189892	 1.2385e+01	 4.7602e-01
   208	    5	141.886058077	+01.757421020	637.282954	  0.529331	 5.4001e+01	 7.5810e-01
   209	    2	241.736700477	+32.039460279	497.853682	  0.211996	 1.3012e-01	 1.0283e-01
   210	   77	173.246585987	+14.468901809	357.654601	  1.935523	 9.2323e+02	 1.9982e+00
   211	   32	173.958488475	+13.685620460	348.525305	  1.160942	 1.8892e+02	 1.1783e+00
   212	    9	173.732241710	+14.054601977	357.245011	  0.777344	 8.9199e+01	 9.1694e-01
   213	   13	173.211720669	+14.021327916	354.590307	  1.093354	 1.6117e+02	 1.1171e+00
   214	    7	174.091557496	+13.344731209	349.632224	  0.722988	 1.1911e+02	 1.0103e+00
   215	    7	173.817935144	+13.854773115	359.383500	  0.947453	 1.0434e+02	 9.6596e-01
   216	    7	173.554574163	+14.197756863	358.739484	  0.643311	 7.2705e+01	 8.5643e-01
   217	    3	174.038757086	+14.053780995	349.390055	  0.431596	 2.2182e+01	 5.7697e-01
   218	    2	172.883429004	+14.579606658	359.937342	  0.072482	 8.2303e+00	 4.1425e-01
   219	    2	173.629098115	+13.734410448	359.484696	  0.132418	 3.1549e-01	 1.3968e-01
   220	    2	216.659209549	+24.148692211	621.372777	  0.101830	 2.8964e+00	 2.8628e-01
   221	   18	130.342570956	+61.193251875	561.029013	  1.215349	 2.8226e+02	 1.3242e+00
   222	   14	220.577415596	+12.932052495	525.849458	  1.111604	 2.0102e+02	 1.1860e+00
   223	    8	172.843881207	+21.449552487	577.946918	  0.822615	 1.6829e+02	 1.1129e+00
   224	    8	140.614404156	+54.989458108	772.128900	  0.711930	 6.7451e+02	 1.7384e+00
   225	   17	151.629272392	+25.915605704	506.450055	  0.944505	 1.5881e+02	 1.0981e+00
   226	    4	151.822619270	+25.976732220	505.394443	  0.561057	 3.1135e+01	 6.3797e-01
   227	    2	220.775012724	+02.391089124	594.077917	  0.101448	 9.6328e+00	 4.2832e-01
   228	   38	182.607282320	+05.345555202	338.930488	  1.289293	 2.7639e+02	 1.3387e+00
   229	    7	182.260395631	+05.435136532	339.142827	  0.521157	 2.7347e+01	 6.1916e-01
   230	    9	182.897907086	+05.153383911	336.422545	  0.937013	 1.4606e+02	 1.0825e+00
   231	    2	152.100840958	+47.963282763	797.751858	  0.300907	 1.3321e+02	 1.0101e+00
   232	    7	230.782740237	+04.276111161	641.358098	  0.736198	 8.8583e+01	 8.9376e-01
   233	    3	219.177510422	+11.925346959	689.404193	  0.759730	 3.1490e+01	 6.3052e-01
   234	    2	200.684876154	+58.138137585	816.440528	  0.439177	 1.8664e+02	 1.1283e+00
   235	    5	151.512822100	+11.006590640	690.512710	  0.690880	 1.0852e+02	 9.5230e-01
   236	   10	238.051331306	+20.290203160	573.414108	  1.264368	 3.5823e+02	 1.4322e+00
   237	    3	200.208668044	+33.891664745	776.648488	  0.490974	 6.9358e+01	 8.1410e-01
   238	   32	218.854484298	+55.200152068	597.363258	  1.756670	 7.4307e+02	 1.8228e+00
   239	   12	158.689275103	+30.688670203	587.129493	  1.690508	 6.7292e+02	 1.7651e+00
